id,split,MSA,EGY
13015,corpus-6-test-corpus-26-train,هل تقبل بالين الياباني ؟,ين ياباني تمام؟
13016,corpus-6-train,أظن أنه سوف يعود في حدود ثلاثين دقيقة .,أعتقد إنه هايرجع خلال تلاتين دقيقة.
13018,corpus-6-train,تصنيع السيارات هو الصناعة الرئيسية في اليابان .,صناعة السيارات هي مفاح اليابان للصناعة.
13019,corpus-6-train,هلاّ أعطيتني رسالة ؟,هل آوصل رسالة معينة؟
13020,corpus-6-train,دعني أرى . هذه هي المدينة المجاورة .,خليني أشوف. دي البلد اللي جنبنا.
13022,corpus-6-test-corpus-26-train,هل لديك سيارة من طراز ستانج ؟,عندك موستان؟
13023,corpus-6-train,ألا يسمح بالسباحة هنا ؟,هو العوم مش مسموح هنا؟
13024,corpus-6-train,كم من الوقت سيمضي قبل تجهيز آخر ؟,تحضير واحد تاني هياخد وقت أد إيه؟
13025,corpus-6-train,طرأ شيء لابد أن أتحث معه حوله . من فضلك أطلب منه أن يتصل بي بمجرد عودته .,في حاجة ظهرت لازم اتكلم معاه فيها. فلو سمحت قوله يكلمني أول ما يرجع.
13026,corpus-6-train,الضوء معطل في غرفتي .,النور مش شغال في أوضتي.
13027,corpus-6-test-corpus-26-train,هل سنقفز من هنا ؟,احنا هاننط من هنا؟
13029,corpus-6-train,سوف يتحسن أداؤك في المرة القادمة . واظب على الممارسة ؟,هاتعمل أحسن المرة الجاية. كمل.
13030,corpus-6-train,هل يتكلم أحد منكم اليابانية ؟,في أي حد منكم بيتكلم ياباني؟
13031,corpus-6-train,هل لعب كينج بنوج كرة البنج بنوج في هونج كونج ؟,هو كينج كونج عمره لعب بينج بونج ف هونج كونج؟
13033,corpus-6-train,أين غرفة الدش ؟,فين الحمام؟
13034,corpus-6-train,كم من الوقت ستقضي هنا ؟,هاتقعد هنا أد إيه؟
13036,corpus-6-train,في رأي أن نظام التوظيف طيلة العمل جيد وسيئ في نفس الوقت .,في رأيي نظام التوظيف مدى الحياة كويس ووحش.
13039,corpus-6-train,لابد أن أذهب إلى المحطة الآن .,لازم أروح المحطة حالا.
13040,corpus-6-train,أريد زيارة المناطق المرتبطة بالكاتب جويس .,عايز أزور أماكن ليها علاقة بجويس.
13043,corpus-6-train,"لا داعي لهذا , شكرا ، سوف أخذ هذا .",مفيش داعي لده، شكرا. هاخد ده.
13045,corpus-6-train,هل تقدمون أية خصومات ؟,بتدي أي خصومات؟
13047,corpus-6-dev,قدمت لأخذ سيارة . هذا هو رقم الحجز .,جيت عشان آخد عربية. رقم الحجز بتاعي أهو.
13048,corpus-6-train,أوصي بالعطر أو اللوسيون .,أنا أقترح برفيوم أو لوشن.
13051,corpus-6-train,من فضلك أرني استمارة الجمرك الخاصة بك .,من فضلك أشوف التصريح الجمركي بتاعك.
13052,corpus-6-train,سيتولى الصراف الذي تراه هناك هذا الأمر .,الكاشير هناك هايعمل اللازم.
13054,corpus-6-train,كم مرة يجب علىّ أن أعيد هذا الأمر على مسامعك ؟,كام مرة لازم أقولك نفس الحاجة؟
13057,corpus-6-dev,طلبت المكان المخصص لغير المدخنين . هل يمكن أن تعطني مقعداً آخر ؟,أنا طلبت منطقة ممنوع فيها التدخين. ممكن تشوفلي مكان مختلف؟
13058,corpus-6-train,من فضلك امتنع عن تناول المنبهات .,لو سمحت بلاش تاخد أي منبهات.
13060,corpus-6-train,تفضل من هنا . هل هذه المائدة ملائمة ؟,من هنا، لو سمحت. التربيزة دي كويسة؟
13062,corpus-6-train,التقط سماعة التليفون وضع عشرين سنتاً .,رد على التليفون وحط عشرين سنت.
13064,corpus-6-train,سوف أنزل هنا .,هاتحرك من هنا.
13065,corpus-6-train,أين بئر السلم ؟,فين بير السلم؟
13066,corpus-6-train,أين البضائع المعلبة ؟,المعلبات فين؟
13067,corpus-6-train,متى سوف نهبط ؟,هننزل إمتى؟
13068,corpus-6-train,أريد أن أتبين إذا كانوا مختلفين هنا .,أنا عايز أشوق لو هم مختلفين هنا.
13069,corpus-6-test-corpus-26-train,يا سيد كاواي لدينا مائدة لك الآن . تفضل من هنا .,مستر كاواي، في تربيزة لحضرتك دلوقتي. تعالى من هنا، لو سمحت.
13070,corpus-6-train,لا ، لقد تركت رقم تليفونه في المنزل .,ياه، لأ، أنا سبت رقم التليفون في البيت.
13071,corpus-6-train,تذكرة واحدة لواشنطن من فضلك . كم يستغرق الوقت بالحافلة ؟,تذكرة لواشنطن، من فضلك. الطريق ياخد أد إيه بالباص؟
13072,corpus-6-test-corpus-26-train,بالتأكيد ، انزل من على الدرج هناك وسوف تجد بعض الإرشادات فاتبعها من فضلك .,أكيد. إنزل السلالم هناك وهتشوف إتجاهات. إمشي زي مابتقول.
13073,corpus-6-train,هذه أصناف من الساندويتشات .,دي أنواع سندويتشات.
13074,corpus-6-train,آسف ، علي أن أفعل ذلك . ويجب أن أطلب مكتب لتأجير السيارات .,سوري، مضطر. أنا كمان لازم أكلم مكتب اجر-عربية.
13075,corpus-6-test-corpus-26-dev,المكتب الأمامي . هل يمكنني أن أساعدك ؟,الريسيبشن. أقدر أساعدك؟
13076,corpus-6-test-corpus-26-train,هلا أنزلتني عند فندق هلتون من فضلك ؟,ممكن تنزلني عندي فندق الهيلتون، لو سمحت؟
13077,corpus-6-test-corpus-26-dev,هل يتحتم عليك كثيراً أن تعمل حتى ساعة متأخرة ؟,هو إنت بتتأخر في الشغل كتير؟
13080,corpus-6-train,اتصل بسفارة اليابان من فضلك .,إتصل بسفارة اليابان، من فضلك.
13081,corpus-6-train,ما هو الرقم الذي تتصل به من فضلك .,طالب رقم كام، من فضلك؟
13082,corpus-6-train,لدي التهاب جلدي حاد .,جلدي ملتهب جدا.
13083,corpus-6-train,أريد الذهاب إلى فيلادلفيا غداً . متى أجد قطارا ؟,أنا عايز أروح فلاديلفيا بكرة. في قطر إمتى؟
13084,corpus-6-train,هلا بدلت شموع الاحتراق هذه من فضلك ؟,ممكن تغير البوجيهات، لو سمحت؟
13087,corpus-6-train,"اخبرني , أين الديوان الرابع في العربة الثانية ؟",قولي، أنهي عربية اتنين، غرفة اربعة؟
13088,corpus-6-train,أما زالت لديكم تذاكر لحفل بولز وماجيك في العاشر من يناير ؟,لسه عندك تذاكر لبولز وماجيك يوم عشرة يناير؟
13089,corpus-6-train,أشعر بالتعب والضجر من الجلوس طويلاً في الطائرة .,أنا حاسس إني مرهق وكسلان من القعدة وقت طويل في الطيارة.
13090,corpus-6-test-corpus-26-dev,"آسف جداً , ليس لدينا المزيد . ماذا عن الصحف الإنجليزية ؟",اسفين جدا، بس خلاص معندناش تاني. طب ايه اخبار الجرايد الانجليزي؟
13092,corpus-6-train,هلاً حفظت هذه الحقائب من فضلك ؟,ممكن تخلي الشنط دي، من فضلك؟
13093,corpus-6-train,أين أفضل ملهي ليلي في سان فرانسيسكو ؟,فين أحسن مكان بليل في سان فرنسيسكو؟
13094,corpus-6-train,أعتقد أنها فكرة طيبة . رأي دائما هو أن المتاحف هي أفضل ما يمكن البدء به للتعرف على بلد ما . حسنا ، إلى أين يجب أن نذهب ؟ لقد سمعت أنه يوجد معرض رائع للهنود الأمريكيين في متحف المقاطعة .,أعتقد دي فكرة كويسة جدا. أنا دايما باقول إن المتاحف دي أحسن مكان نبتدي منه عشان نعرف البلد. طيب، المفروض نروح فين؟ أنا سامع إن في معرض أمريكاني هندي جميل في المنطقة.
13095,corpus-6-test-corpus-26-train,مائة غير المدخنين من فضلك .,تربيزة في مكان مفيهوش تدخين، من فضلك.
13096,corpus-6-test-corpus-26-train,هلا أخبرتني قبل أن نصل إلى درهام ؟,ممكن تقولي قبل مانوصل دورهام؟
13097,corpus-6-train,لقد فقدت جواز سفري . وأحتاج إلى جواز سفر جديد .,أنا ضيعت جواز سفري. أنا محتاج واحد جديد.
13099,corpus-6-train,سوف ننتظرك في الغد يا آنسة تاناكا .,هانكون مستنيينك بكرة، أستاذ تاناكا.
13100,corpus-6-train,سوف آخذ اثنين .,هاخد اتنين.
13102,corpus-6-train,عشرون طبعة تحميض من فضلك .,عشرين صورة، من فضلك.
13103,corpus-6-train,أريد إجراء مكالمة لطوكيو .,عايز أعمل مكالمة لطوكيو.
13105,corpus-6-train,هلا قدمت له الإسعافات الأولية ؟,تقدر تعمله الاسعافات الأولية؟
13106,corpus-6-train,أريد الحجز لثلاثة أشخاص في الساعة السابعة .,عايز أحجز لتلات أفراد الساعة سبعة.
13107,corpus-6-train,ما هي حكاية هذه القلعة ؟,إيه قصة القلعة؟
13110,corpus-6-dev,هلا أريتني كيف أملأ بطاقة الهجرة من فضلك ؟,ممكن توريني إزاي أملا استمارة الهجرة، من فضلك؟
13111,corpus-6-train,ما هي هواياتك ؟,إيه هواياتك؟
13112,corpus-6-dev,متى يجب أن نرجع ؟,المفروض نرجع إمتى؟
13113,corpus-6-test-corpus-26-test,هل هو طازج إلى هذا الحد ؟,ده طازه؟
13115,corpus-6-train,اتركني وحدي من فضلك .,سبني لوحدي، لو سمحت.
13116,corpus-6-test-corpus-26-train,ليس هذا صحيحاً . أنت دائما تعاملني .,ده مش صح. إنت على طول بتعزمني.
13117,corpus-6-dev,ما معنى أوه-بون .,"إيه ال""أو-بون""؟"
13118,corpus-6-test-corpus-26-dev,هلا أريتني بعض الفساتين ؟,ممكن تفرجني فساتين؟
13121,corpus-6-train,أين شباك قطع التذاكر ؟,فين كشك التذاكر؟
13123,corpus-6-train,هذا هو رقم تأكيد الحجز الخاص بي .,ده رقم التأكيد بتاعي.
13124,corpus-6-train,كيف أستطيع الحجز ؟,أحجز إزاي؟
13125,corpus-6-train,إن مبلغ بليون ين مقسوما على مائة وعشرين يناً يعادل ثمانية ملايين دولار .,مليار ين يتقسم على مية وعشرين ين يساوي حوالي تمانية مليون دولار.
13126,corpus-6-test-corpus-26-train,تهجى الكلمة من فضلك ؟,اتهجاه، من فضلك.
13127,corpus-6-train,لحظة من فضلك . أخشى يا سيدي أن السيد أوكاوا قد ذهب لتناول الغداء . هل تريد ترك رسالة له ؟,لحظة، من فضلك. يافندم، للاسف هو استاذ اوكاوا راح يتغدى. تحب اسبله رسالة؟
13128,corpus-6-train,ما الذي تقترح أخذه كتذكار من فرنسا ؟,تقترح هدية ايه من فرنسا؟
13129,corpus-6-train,شكراً لك . أتمنى لك نفس الشيء .,شكرا. وانت كمان.
13131,corpus-6-train,"آسف , كل المقاعد محجوزة في يوم الثالث العشرين من مارس .",أنا آسف، كل الأماكن محجوزة لحد تلاتة وعشرين مارس.
13133,corpus-6-test-corpus-26-train,بدأت الخمر تثملني .,أنا باسكر من النبيت.
13134,corpus-6-test-corpus-26-train,احترس لأن الجو في الجبال شديد التقلب .,خلي بالك عشان الجو مش مستقر خالص على الجبال.
13136,corpus-6-train,نفضل تناول أطباق في حدود ثلاثين جنيهاً للشخص .,تحب تاخد أطباق في حدود تلاتين جنيه للشخص.
13137,corpus-6-train,هل لديكم أي أنواع خاصة من الكوكتيل ؟,عندك أي كوكتيلات مميزة؟
13140,corpus-6-train,هل يناسب إذا دفعت بورقة ذات فئة مالية مرتفعة ؟,في مشكلة لو دفعت مجمد؟
13141,corpus-6-train,كم تتكلف تلك الجولة ؟,الرحلة دي تتكلف كام؟
13142,corpus-6-train,تهاني على ترقيتك لمنصب المدير العام .,مبروك على ترقيتك لمدير عام.
13143,corpus-6-train,"حتى ولو لم تكن معجباً كثيراً "" بالشاعر أفون الرقيق "" فلا ريب أنك تحن إلى الريف المثالي والمواقع المرتبطة بشخصه في بلاده .","حتى لو إنت مش من اشد المعجبين ب ""جنتل بارد أوف آيفون""، إنت مش لازم تفوت الريف والأماكن المرتبطة بحياته في البلد دي."
13145,corpus-6-train,إنني راحل الآن ، هلاً أرسلت الحمال من فضلك ؟,أنا هامشي دلوقتي. ممكن تبعتلي شيال، من فضلك؟
13148,corpus-6-train,ما فائدة هذا الخط هنا ؟,الخط ده لإيه؟
13150,corpus-6-train,نعم ، نبيذ من فضلك .,آه، نبيت، لو سمحت.
13151,corpus-6-train,سيكون الإجمالي قدر هذا ثلاثة مرات .,هايبقي تلات مرات أكتر.
13155,corpus-6-train,لدينا مقاعد متبقية في البلكون وإلى يمين الصالة .,عندنا أماكن بالكون ع الشمال و على يمين الأوركسترا.
13156,corpus-6-train,من فضلك مقعدين على قطار التاسعة النصف المتجه إلى نيويورك .,كرسيين في بتاع تسعة ونص لنيويورك، من فضلك.
13157,corpus-6-train,أريد شطيرة وبعض عصير البرتقال من فضلك .,عايز ساندويتش وعصيؤ برتقان، لو سمحت.
13159,corpus-6-test-corpus-26-train,هل يمكن استخدام شيكات سياحية وعملة ين ياباني ؟,شيك سياحي وين ياباني، اوكي؟
13160,corpus-6-train,هلا انتظرتني هنا ؟ سأعود بعد بضعة دقائق .,ممكن تستناني هنا؟ أنا هاجي خلال كام دقيقة.
13162,corpus-6-test-corpus-26-train,آسف ، لقد تحققت من إدارة الخدمة وإدارة المفقودات ولم أجدها عندهم .,سوري، أنا راجعت مع خدمة الغرف وقسم المفقودات. مش عندهم.
13166,corpus-6-train,أعيش على مقربة من هنا,أنا ساكن قريب من هنا.
13167,corpus-6-train,هذا الحذاء ضيق جداً علىّ .,الشوز دي ضيقة أوي عليا.
13168,corpus-6-train,هذه هي السيارة رقم اثنا عشر .,دي عربية اتناشر.
13170,corpus-6-train,هل يمكن أن أرسل هذا بأسلوب التوصيل النقل العام ؟,ممكن أبعت ده على مكتب بريد؟
13171,corpus-6-train,المسرحيات الغنائية محبوبة جداً في اليابان في هذه الآونة .,المرسحيات الغنائية مشهورة جدا في اليابان دلوقتي.
13172,corpus-6-test-corpus-26-train,يصعب العثور على هذا المكان . إنه في طريق ضيق يتفرع من الطريق الرئيسي .,ده مكان صعب الوصول له. ده ف شاره صفير متفرع من شارع رئيسي.
13177,corpus-6-train,هذه بعض السماعات .,دي سماعة.
13178,corpus-6-train,عموماً فإن (أ) يعني ممتاز ، و(ب) يعني جيد ، و(ج) يعني عادي ، و(د) يعني ضعيف ، و(هـ) يعني فشل ، و(و) يعني ناقص . وتضيف بعض المدارس علامة الناقص والزائد إلى هذه الحروف .,عموما، إي يعني ممتاز، بي، جيد، سي، مقبول، دي، ضعيف، إف، راسب و آي، مش كامل. بعض المدارس بتسخدم زائد وناقص مع الحروف.
13179,corpus-6-train,أود طبع نسختين من هذه الصورة السلبية ، من فضلك .,عايز نسختين من النيجاتيف ده، من فضلك.
13181,corpus-6-train,كيف أصل إلى هناك ؟,إزاي أروح هناك؟
13182,corpus-6-train,ما هو نفع ذلك الشيء ؟,ده كويس ل إيه؟
13183,corpus-6-test-corpus-26-train,لا أعرف شيئاً عن هذا الأمر .,معرفش حاجة عنه.
13184,corpus-6-test-corpus-26-train,يمكن أن نتحدث حول هذا الموضوع في مقهى .,احنا ممكن نتكلم في الموضوع ده في كوفي شوب.
13185,corpus-6-train,أولد الحصول على مصباح كاشف .,عايز كشاف.
13186,corpus-6-dev,متى ينتهي ؟,هايخلص إمتى؟
13188,corpus-6-test-corpus-26-train,فهمت ، في هذه الحالة ليس علىّ أن أدفع أجر التبديلات ، أليس كذلك ؟,فهمت، في الحالة دي أنا مش لازم أدفع مصاريف تغيير، صح؟
13190,corpus-6-train,سيارة اقتصادية لمدة أسبوع . كم يتكلف هذا ؟,عربية اقتصادية لمدة اسبوع. هايتكلف كام؟
13191,corpus-6-dev,هل يمكن أن يذهب الأطفال في الرحلة بدون مصاحبة البالغين لهم ؟,الأطفال ممكن يروحوا الرحلة منغير ما يروح معاهم حد كبير؟
13192,corpus-6-dev,أين أستطيع التدخين ؟,ممكن أدخن فين؟
13194,corpus-6-train,صنعت أمي الكعك .,ماما اللي عملت الكوكيز.
13195,corpus-6-train,هل أعطيه الرسالة ؟,أوصله رسالة؟
13196,corpus-6-train,أعتقد اجتماعاً كهذا يعطينا فرصة طيبة لكي نعرف ونفهم بعضنا البعض بصفة شخصية .,أعتقد إن اجتماع زي ده هايكون فرصة كويسة لنا إننا نعرف ونفهم بعض شخصيا.
13197,corpus-6-train,شكرا . الحساب هو ثمانين دولاراً وخمسون سنتاً مع الضريبة . من فضلك ادفع لموظف الخزينة .,شكرا. يبقي تمانين دولار و خمسين سنت بالضريبة. ادفع من فضلك عند الكاشير.
13198,corpus-6-train,ما هي النشرة الجوية للغد ؟,حالة الجو هاتكون ايه بكرة؟
13199,corpus-6-train,أهلا . هل هذا هو المكتب الأمامي ؟ أنا في الغرفة واحد صفر سبعة صفر . إنني مضطر لتقديم شكوى .,الو. هو ده الريسيبشن؟ أنا ف أوضة واحد زيرو سبعة زيرو. معلش عندي شكوى.
13200,corpus-6-train,من فضلك أبلغه أن شيمادا قد اتصل وإنني سوف أزوره يوم الجمعة .,قول له من فضلك إن شيمادا اتصل و إني هاجيله يوم الجمعة ده.
13201,corpus-6-train,حسن . من فضلك احجز مقعد في الدرجة الأولى على القطار الذي يغادر الساعة العاشرة غداً .,أوكي. من فضلك احجز مكان درجة أولى ف القطر اللي هايتحرك الساعة عشرة بكرة.
13202,corpus-6-test-corpus-26-train,اعطني عامل التليفون من فضلك .,موظف التليفون، لو سمحت.
13203,corpus-6-train,إلى اللقاء ، اتصل بي الليلة .,باي، كلمني بليل.
13204,corpus-6-train,هل تأخذ صورة معنا ؟,ممكن تتصور معانا؟
13206,corpus-6-train,هل تظن أنه من الممكن أن أستعيد نقودي ؟,تفتكر في أي احتمال إني آخد فلوسي تاني؟
13208,corpus-6-train,أود أن أسترجع منقولاتي الثمينة ، من فضلك .,أنا عايز آخد حاجاتي المهمة، من فضلك.
13210,corpus-6-dev,أفضل أن أتناول شريحة اللحم بسيطة الطهو .,أنا عايز الستيك رير.
13211,corpus-6-train,هذه كاميرا آلية .,دي كاميرا أوتوماتيك.
13212,corpus-6-train,أود الحصول على نسختين بخلفية قاتمة من هذه الصور السلبية ، من فضلك .,عايز نسختين منغير لمعة من النيجاتيف ده، من فضلك.
13214,corpus-6-train,اسمح لي . في أي طابق يقع قسم السيدات ؟,لو سمحت. قسم السيدات الدور الكام؟
13216,corpus-6-train,كم عمره ؟,عمره أد إيه؟
13217,corpus-6-dev,أين تقيم ؟,إنت قاعد فين؟
13218,corpus-6-train,هاهي فاتورتك .,اتفضل فاتورتك.
13221,corpus-6-train,الصنف الاستوائي طيب ، فهو يحتوي على النعناع ويتفق طعمه مع شريحة اللحم .,الاستوائي حلو. في طعم نعناع وده لايق مع الستيك.
13225,corpus-6-train,إنها لعبة .,دي لعبة.
13229,corpus-6-train,هذه هي أول غطسة لي .,دي أول مرة أغطس فيها.
13230,corpus-6-train,لفها ناحية وجهي .,كسره ناحية وشي.
13232,corpus-6-train,أفضل أن أجلس في مقدمة الطائرة .,أفضل أقعد قدام في الطيارة.
13233,corpus-6-train,من فضلك تحقق من الإطار الاحتياطي ، كذلك .,من فضلك شوف الاستبن، كمان.
13235,corpus-6-train,نعم ، أعتقد أنه يبلي بلاءً حسناً هذا الموسم .,أيوة، أعتقد إنه كويس الفترة دي.
13238,corpus-6-train,لا أستطيع أن أسد فتحة الصرف في البانيو .,مش عارف أحط السدادة في البانيو.
13239,corpus-6-train,هل تحب أن تأتي إلى حفلتنا الليلة ؟,تحب تيجي حفلتنا الليلادي؟
13241,corpus-6-train,أين يقع محل ماري للثياب ؟,فين محل ماري للفساتين؟
13243,corpus-6-dev,أفضل حجرة بسريرين تطل على المحيط . ما هو سعر تلك الغرفة ؟,عايز أوضة بسريرين بتبص على البحر. سعر الأوضة كام؟
13245,corpus-6-dev,كأس ويسكي مزدوج . من فضلك .,ويسكي دوبل، لو سمحت.
13246,corpus-6-train,أي مادة تلك ؟,ده نوعه إيه؟
13251,corpus-6-train,"أه ، إلى كلية كينجسبورت للنساء من فضلك ، أيها السائق . حسنا ، لن يفلحوا في الأمر . إنهم لن يستطيعون مقاطعة قرار مجلس الإدارة , هذا أمر غير ديموقراطي .",ممم، كلية كينجسبورت ليديز، لو سمحت، ياسواق. طيب، مش هايفلتوا. مش هايقدروا يقاطعوا قرار المجلس، ده ضد الديموقراطية.
13253,corpus-6-train,هل يوجد طبيب يتحدث اليابانية ؟,في دكتور بيتكلمم ياباني؟
13254,corpus-6-train,سيداتي سادتي ، قبل الإقلاع نطلب منكم إغلاق كل الأجهزة الإلكترونية ، بما فيها الحاسبات الآلية ، ومشغلات الاسطوانات المدمجة ، والهواتف الخلوية ، والألعاب الإلكترونية . من فضلكم توقفوا عن استعمال أياً منها إلا بعد عشر دقائق من الإقلاع .,السيدات والسادة، قبل الطيران بنطلب من حضراتكم تقفلوا أي أجهزة إلكترونية، زي الكمبيوتر الشخصي، السي دي بلايرزد، الموبيلات، والألعاب الإلكترونية. من فضلكم عدم استخدامها لحد أول عشر دقايق بعد الطيران.
13255,corpus-6-train,أوه ، هذا بديع . أحب صوتهم . ماذا عنك يا بوب ؟,أوه، ده جميل. أنا عاجبني صوتهم. إيه رأيك، يا بوب؟
13257,corpus-6-train,هل يمكنني أن أعرف أسمك ، وتاريخ الرحيل ورقم الرحلة ؟,ممكن آخد اسمك، اليوم اللي هاتمشي فيه ورقم الرحلة؟
13258,corpus-6-train,أين نباتات فطر الشيتاكي ؟,فين الشيتاكي مشروم؟
13260,corpus-6-train,هل يمكنك أن تقدم لي خصماً ؟,ممكن تعملي أي خصم؟
13261,corpus-6-train,نظف الغرفة ، من فضلك .,نضف الأوضة، من فضلك.
13262,corpus-6-test-corpus-26-train,هل يمكن أن تنزل السرج ، من فضلك ؟,ممكن تنزل لي الكرسي، لو سمحت؟
13263,corpus-6-train,هل يوجد هنا محل فيراجامو ؟,في محل فيراجمو قريب من هنا؟
13264,corpus-6-test-corpus-26-dev,هل يمكن أن أبيت عندكم الليلة ؟,تقعدني عندك الليلة دي؟
13265,corpus-6-train,شكراً على قضائك كل هذا الوقت في الحديث معي يا كارين .,شكرا إنك قعدتي تتكلمي معايا كل الوقت ده، يا كارين.
13266,corpus-6-train,هل هذا هو القطار المناسب للوصول إلى جراند سنترال ؟,هو ده القطر اللي رايح جراند سنترال؟
13267,corpus-6-test-corpus-26-train,حسناً . سوف أخذ اثنين فقط . شكراً .,أوكي. هاخد اتنين بس. شكرا.
13268,corpus-6-test-corpus-26-train,هاهي فاتورتك . الحساب ثلاثة تسعة وسبعين دولار .,اتفضل فاتورتك. تلتمية سبعة وتسعين دولار.
13269,corpus-6-test-corpus-26-train,أنت محظوظ .,انت محظوظ.
13270,corpus-6-train,ليس هذا ما طلبت .,مش ده اللي طلبته.
13272,corpus-6-train,نعم ، أظن أنه كان يجب على أن أخذ رغيف اللحم .,أيوة. تخيل أنا كان المفروض أكون جبت رغيف اللحمة.
13273,corpus-6-train,هل يشمل هذا الإفطار العشاء ؟,هو ده شامل الفطار والعشا؟
13274,corpus-6-train,أريد الذهاب إلى مركز التجارة العالمي ؟,عايز أروح مركز التجارة العالمي.
13278,corpus-6-train,اسمح لي ، أين أستطيع شراء التذاكر لبرودواي ؟,لو سمحت، ممكن اشتر تذاكر لبرودواي منين؟
13280,corpus-6-train,هذا المطار جميل للغاية . أتصور أنك فخور به .,المطار ده حلو جدا. انت فخور بيه، اعتقد.
13282,corpus-6-train,أشعر بألم حاد في معدتي .,عندي ألم جامد في البطن.
13283,corpus-6-train,نعم ، سآخذ كأس مارتين ، مع المقبلات .,آه، هاخد مارتيني مع المقبلات.
13285,corpus-6-train,جو لطيف .,جو جميل.
13286,corpus-6-train,هلا أخبرتني عندما نصل إلى هناك ؟,ممكن تقوللي لما نوصل، لو سمحت؟
13287,corpus-6-test-corpus-26-train,من فضلك اختر لي مائدة ذات منظر ليلي لطيف .,من فضلك، جهز تربيزة تكون بتشوف منظر حلو بليل.
13288,corpus-6-train,أسمع أن مرض السل شائع هناك .,انا باسمع إن السل منتشر هناك.
13289,corpus-6-train,ماذا يوجد داخل ذلك ؟,ده فيه إيه؟
13290,corpus-6-test-corpus-26-train,هل هذا مصنوع آليا أم يدويا ؟,ده متصنع آلي ولا يدوي؟
13291,corpus-6-test-corpus-26-train,أود تأجير هذا الطراز من السيارات لمدة أربعة وعشرين ساعة .,عايز أأجرعربية زي كده لمدة اربعة وعشرين ساعة.
13292,corpus-6-train,المدفأة لا تعمل والغرفة شديدة البرودة .,الدفاية مش شغالة والأوضة برد أوي.
13293,corpus-6-train,كم تكلف تذكرة اليوم الواحد ؟,تذكرة اليوم الواحد بكام؟
13295,corpus-6-train,حسناً . إذن إنني أفضل أن أذهب للانتظار في البار .,أوكي. وبعد كده، أنا عايز أدخل البار وأستنى.
13296,corpus-6-train,أتيت إلى هنا أخر مرة منذ عامين . هل تمتعت برحلتك الجوية ؟,آخر مرة إنت جيت هنا كانت من سنتين. اتبسطت في رحلتك؟
13298,corpus-6-train,هناك الكثير من الينابيع الحارة ، لأنه لدينا الكثير من البراكين .,في ينابيع سخنة كثيرة، عشان عندنا براكين كثير.
13301,corpus-6-train,ما هو سعر التذكرة إلى لندن ؟,السعر للندن كام؟
13302,corpus-6-train,أريد الحصول على وصلة كهربائية .,عايز سلك تطويل.
13304,corpus-6-train,أحب أن أتناول عصير البرتقال ؟ وخبز التوست ، وبيض مقلي ، وقهوة ، من فضلك .,عايز عصير برتقان، توست، بيض مخفوق و قهوة، من فضلك.
13305,corpus-6-train,حسنا . لقد انتهيت .,كويس. انت خلصت.
13306,corpus-6-test-corpus-26-train,كم كان لطيفاً أن التقي بك .,مبسوط إني اتعرفت عليك.
13307,corpus-6-train,نعم ، لقد قلموا الأغصان وقطفوا البراعم ليحسنوا منظر الأشجار .,آه. بيقصوا الفروع وبيقطفوا البراعم عشان يخلوا الشجر شكله حلو.
13308,corpus-6-train,اعتقد أننا نستطيع الحصول لك على مائدة خلال حوالي خمسة عشرة دقيقة .,أعتقد إننا ممكن نحضر لك تربيزة خلال خمستاشر دقيقة.
13309,corpus-6-train,حسن ، أشكرك .,كويس. شكرا.
13310,corpus-6-train,أين أنزل لكي أصل إلى المتحف ؟,أنزل فين عشان أروح المتحف؟
13311,corpus-6-train,طبقي ، من فضلك .,طبقي، لو سمحت.
13312,corpus-6-train,عندي صداع شديد ، هل لديكم أطباء جيدون بالقرب من هنا ؟,عندي صداع بشع. تعرف أي دكتور كويس قريب من هنا؟
13313,corpus-6-train,بعد الساعة الثالثة .,بعد الساعة تلاتة.
13314,corpus-6-train,هل تحتفظ لي بممتلكاتي الثمينة ؟,ممكن تشيل حجاتي المهمة؟
13315,corpus-6-train,دفعت ثلاثين دولاراً ثمناً لقميصي .,أنا دفعت تلاتين دولار للتيشيرت بتاعي.
13316,corpus-6-train,هل يمكن أن تبعث لي ببعض الأسبرين ؟,ممكن تبعتلي اسبرين؟
13319,corpus-6-train,أين العلبة ؟,فين العلبة؟
13321,corpus-6-train,من فضلك دون رقم بطاقتك الائتمانية .,من فضلك اكتب رقم الكريديت كارد بتاعك.
13322,corpus-6-test-corpus-26-train,إنه ممزق .,مقطوع.
13323,corpus-6-train,أي صنف من الويسكي تطلب ؟,ايه انواع الويسكي اللي عندك؟
13324,corpus-6-train,هل تعلم اسم تلك المحطة ؟,تعرف إسم المحطة؟
13325,corpus-6-train,من فضلك لا تثني الخطاب لأن الصور بداخله .,لو سمحت متتنيش الجواب عشان الصور جواه.
13327,corpus-6-train,حسنا ، إن رياضة الجولف جزء من أعمالنا كما هي جزء من الترفيه .,تمام، الجولف تقريبا جزء من شغلنا بجانب إنه ترفيه.
13329,corpus-6-train,هذه هي قائمة الطعام لك يا سيدي .,اتفضل المنيو، يافندم.
13331,corpus-6-train,"هذا هو جواز سفرك , التذكرة وتصريح الركوب .",اتفضل باسبورك، وتذكرتك، والبوردينج باس بتاعك.
13333,corpus-6-test-corpus-26-dev,حسناً ، فلنق نظرة عليك .,طيب دلوقتي، خلينا نبص بصة عليك.
