,id,split,MSA,ALG
1409,14434,corpus-6-test-corpus-26-train,إنها تبعد حوالي تسعة وتسعون ميلا .,بعيد حوالي تسعمئة و تسعون ميل.
1410,14441,corpus-6-test-corpus-26-train,فينس وليندا يريدان أن يبقيا بمفرديهما ، لذا أخشى أنني لا بد أن أبقى هنا هذه الليلة .,فينس و ليندا حبوا يبقاو واحدهم، امالا سامحني لازم نقعد هنا هاذ الليلة.
1411,14444,corpus-6-test-corpus-26-train,من فضلك احفظ هذه الحقائب في محتجز الجمارك .,من فضلك احتفظ بالأمتعة مربوطة.
1412,14448,corpus-6-test-corpus-26-train,اسمي ساتو .,إسمي ساتو.
1413,14457,corpus-6-test-corpus-26-train,أعرف نادي قديم لموسيقى الجاز بوسط البلد .,نعرف فرقة جاز قديمة فالمدينة.
1414,14459,corpus-6-test-corpus-26-train,سأتناول هذه الوجبة .,ناخذ هاذ الوجبة الرئيسية.
1415,14462,corpus-6-test-corpus-26-dev,أود أن أتتناول طبقا مثل هذا .,راني حاب ندوق من نفس هاذ الطبق.
1416,14475,corpus-6-test-corpus-26-train,حينئذ سنأخذها .,امالا ندوه.
1417,14477,corpus-6-test-corpus-26-train,هل يصعد هذا إلى الدور السادس ؟,اذا يطلع حتا الطابق السادس؟
1418,14478,corpus-6-test-corpus-26-dev,جلد التمساح الأمريكي .,في جلد التمساح؟
1419,14483,corpus-6-test-corpus-26-train,من فضلك ضعه في كيس الغسيل و اتركه هناك .,من فضلك ديرو فالساشي تع الحوايج و خليه لهيك.
1420,14484,corpus-6-test-corpus-26-train,أود تحميض هذا الفيلم . متي سيكون جاهزا ؟,راني حاب نخرج هاذ البيليكول. وقتاش توجد؟
1421,14495,corpus-6-test-corpus-26-dev,من فضلك لا تعطي هذا المفتاح لأي شخص آخر غيري .,متعطيش هاذ المفتاح لحتا واحد من غيري، من فضلك.
1422,14500,corpus-6-test-corpus-26-test,و هو كذلك . سأمر عليك و آخذك بالسيارة من الفندق الذي تقيم فيه في الساعة الثامنة .,موافق. نجي نديك للفندق ديالك على الثامنة.
1423,14502,corpus-6-test-corpus-26-train,النافذة جيدة,مليح قريب من الطاقة.
1424,14505,corpus-6-test-corpus-26-train,"اجعل قصة الشعر تتدلى لأسفل , من فضلك .",خلي الشعر هابط شوية، من فضلك.
1425,14507,corpus-6-test-corpus-26-train,هل تم إدراج جميع تكاليف النقل ؟,اذا كامل مصاريف النقل داخلين؟
1426,14509,corpus-6-test-corpus-26-train,أوبرا ميتروبوليتان .,بيت الأوبرا متروبوليتان.
1427,14514,corpus-6-test-corpus-26-train,أين مكان تأجير السيارات ؟,وين جاي مكتب اكري- سيارة؟
1428,14519,corpus-6-test-corpus-26-dev,اشعر بأنني ملئ بالحيوية منذ الليلة الماضية .,راني نحس بروحي محموم من البارح عشية.
1429,14520,corpus-6-test-corpus-26-train,هذا لا يناسب ذوقي .,ماشي بالذوق ديالي.
1430,14530,corpus-6-test-corpus-26-train,ما أنواع الخضراوات الموجودة لديك ؟,واش من خضر عندكم؟
1431,14531,corpus-6-test-corpus-26-test,أريد عمل تمويجا لشعري ليكون طليقا .,راني حاب برمانونت خفيفة من فضلك.
1432,14534,corpus-6-test-corpus-26-train,متي سيأتي الطبيب ؟,وقتاش يجي الطبيب؟
1433,14537,corpus-6-test-corpus-26-train,انه اللون الخاطئ .,ماشي اللون المناسب.
1434,14538,corpus-6-test-corpus-26-train,لقد انكسرت السنة .,الضرسة تكسرت.
1435,14542,corpus-6-test-corpus-26-train,هل هذا المقعد بجوار الممر أم بجوار النافذة ؟,مكان قريب من الكولواغ و قريب من الطاقة؟
1436,14557,corpus-6-test-corpus-26-train,أنا في نزهة طويلة سيرا على الأقدام .,بديت نتنزه.
1437,14564,corpus-6-test-corpus-26-dev,هل يمكنك أن توصل أمتعتي إلى الغرفة ؟,تقدر اطلعلي الأمتعة دياولي للغرفة ديالي؟
1438,14573,corpus-6-test-corpus-26-train,أرني واحدة لإحدى الشابات .,وريلي واحد لفتاة صغيرة.
1439,14590,corpus-6-test-corpus-26-train,هل يمكنك أن تتحرك بهذا الاتجاه ؟,تقدر تجبد منا؟
1440,14593,corpus-6-test-corpus-26-dev,هل لديك أي شيء يبلغ سعره ثمانون دولارا فقط ؟,اذا عندكم كاش حاجة بثمانون دولار بالضبط؟
1441,14605,corpus-6-test-corpus-26-train,أنا ظمآن .,راني عطشان.
1442,14612,corpus-6-test-corpus-26-train,"بدون حليب , من فضلك .",بلا حليب، من فضلك.
1443,14683,corpus-6-test-corpus-26-dev,لدي ثلاث حقائب .,عندي ثلاث سيكان.
1444,14685,corpus-6-test-corpus-26-train,أين البحيرة ؟,وين راه الساك؟
1445,14693,corpus-6-test-corpus-26-test,"معذرة , قم بالضغط على مصراعي النافذة الخشبيين , من فضلك .",المعذرة. اضغط على زر التصوير، من فضلك.
1446,14709,corpus-6-test-corpus-26-train,هل يمكن أن احصل على احدى المجلات أو شيئ من هذا القبيل ؟,نقدر نشوف مجلة ولا كاش حاجة هاكذا؟
1447,14718,corpus-6-test-corpus-26-train,انها باتجاه الجنوب .,للجنوب.
1448,14721,corpus-6-test-corpus-26-train,ما تكلفة المقاعد الخاصة بالشرفة ؟,بشحال هاذ الأماكن فالشرفة؟
1449,14734,corpus-6-test-corpus-26-test,نرغب في حجرة تطل على البحيرة .,رانا حابين غرفة تطل على البحيرة.
1450,14737,corpus-6-test-corpus-26-train,هل هناك أي صناديق بريد قريبة من هنا ؟,اذا كاين صناديق بريد قراب من هنا؟
1451,14757,corpus-6-test-corpus-26-train,و هو كذلك . سأوصلك إلى هناك .,موافق. أنا نديك لهيك.
1452,14761,corpus-6-test-corpus-26-train,الجزء المكتوب بالطريقة المائلة يشير إلى التغييرات التي حدثت في التسعينات .,الجزء المكتوب بالمائل يبين التغيرات اللي صرات في سنوات الألف تسعمية وتسعين.
1453,14763,corpus-6-test-corpus-26-train,أنه يبلغ من العمر ثلاثون عاما .,عندو ثلاثين سنة.
1454,14777,corpus-6-test-corpus-26-test,وهو كذلك . هل يمكنك كتابة العنوان مرة أخرى علي هذا الظرف ؟,موافق. تقدر تكتبلي مرة أخرى العنوان على هاذ الغلاف؟
1455,14783,corpus-6-test-corpus-26-train,"أود الذهاب إلى محل الهارودز . هل معك خريطة , من فضلك ؟",راني حاب نروح عند هارود. تقدر ترسملي مخطط، من فضلك؟
1456,14786,corpus-6-test-corpus-26-train,ما ذا تفعل في وقت فراغك ؟,واش تدير كي يكون عندك وقت فراغ؟
1457,14789,corpus-6-test-corpus-26-train,هل لديك أحجار بطارية لهذه الكاميرا ؟,اذا تبيعو بطاريات لهاذ آلة التصوير؟
1458,14805,corpus-6-test-corpus-26-train,أود إرسال برقية لاسلكية .,راني حاب كابل للتصوير عن بعد.
1459,14807,corpus-6-test-corpus-26-train,هل أنت الأخير في هذا الصف ؟,اذا أنت هو الأخير في قائمة الانتظار؟
1460,14810,corpus-6-test-corpus-26-train,أعتقد أن الحجز قد زاد عن العدد .,نظن بلي المكان تعمر بالحجوز.
1461,14813,corpus-6-test-corpus-26-train,ركلة موفقة . كادت تدرك الهدف .,قذفة شابة. بصح مخفقة.
1462,14818,corpus-6-test-corpus-26-train,هل يمكن أن تخبرني عن الأماكن الشيقة هنا ؟,تقدر تقولي الأمكان المهمة هنا؟
1463,14820,corpus-6-test-corpus-26-train,هل يوجد أي محل متعدد الأقسام قريب من هنا ؟,اذا كاين محلات شاملة فالنواحي؟
1464,14854,corpus-6-test-corpus-26-dev,و أنا كذلك .,أنا تاني.
1465,14862,corpus-6-test-corpus-26-train,أود اللحاق بالسفر من سان دييجو .,راني حاب نلتحق بيكم من سان فرانسيسكو.
1466,14863,corpus-6-test-corpus-26-train,كنت أفكر في الحصول على هذه الدورة في فترة نصف العام المقبلة .,نظن بلي نتبع هاذ التكوين الصيف الجاي.
1467,14887,corpus-6-test-corpus-26-train,النبيذ ليس باردا بشكل كافي . هل نمكنك أن تجعله أكثر برودة ؟,النبيذ ماشي جديد بزاف. تقدر تجددهولي؟
1468,14901,corpus-6-test-corpus-26-dev,هل يمكنك أن تغيير لي هذا القرط إلى أخرى يمكن أن تشبك .,اذا تقدر تبدلي هاذ القرط لمشابك؟
1469,14903,corpus-6-test-corpus-26-train,ما هي أكثر الأشياء التي تثير اهتمامك الآن ؟,واش يهمك كثر في هاذ اللحظة؟
1470,14905,corpus-6-test-corpus-26-train,أريد إعادة المال . هل يمكن أن أحصل على مالي ؟,راني حاب تعوضوني. تقدر ترجعلي دراهمي؟
1471,14926,corpus-6-test-corpus-26-train,ربما لا يمكنني أن أتناول مثل هذا المشروب في أي مكان آخر .,منقدرش نصيب مشروب كيما هاذا في أي مكان آخر.
1472,14933,corpus-6-test-corpus-26-train,"إذا اشتريت هذا أيضا , فستعمل للمبلغ الذي يعفي من الرسوم .",غير تشري هاذا تاني، توصل لمبلغ بدون طاكس.
1473,14952,corpus-6-test-corpus-26-train,"هل يمكنني أن أطلع على شهادة التطعيم الخاصة بك , من فضلك ؟",نقدر نشوف شهادة التلقيح ديالك، من فضلك؟
1474,14960,corpus-6-test-corpus-26-train,هل تسافر كثيرا ؟,اذا تسافروا كثيرا؟
1475,14969,corpus-6-test-corpus-26-train,أنا من الولايات المتحدة .,جيت من الولايات المتحدة.
1476,14976,corpus-6-test-corpus-26-train,معي تذكرة طيران إلى سان فرانسيسكو .,عندي تذكرة طائرة لسان فرانسيسكو.
1477,14998,corpus-6-test-corpus-26-train,لو إن المسافة خمسة عشرة دقيقة فقط من المحطة ، إذن سأمشيها .,اذا المحطة غير على خمسة عشر دقيقة، نروح نمشي.
1478,15019,corpus-6-test-corpus-26-train,أريد فندق أرخص قليلاً .,راني حاب فندق أقل سعرا.
1479,15020,corpus-6-test-corpus-26-test,تبدو البونساي كهواية شخص هرم .,فن بونساي، يدير نشاط لكبار السن.
1480,15024,corpus-6-test-corpus-26-dev,لم أقرر بعد . هل لك أن تعطيني وقتاً أكثر ؟,مازال مقررتش بعد. تقدر تعطيني وقت أكثر؟
1481,15025,corpus-6-test-corpus-26-train,مصاب بالصداع .,عند وجع في راسي.
1482,15036,corpus-6-test-corpus-26-dev,هل تفضلت و احتسيت القهوة معي ؟,واش اذا رحنا خذينا قهوة؟
1483,15037,corpus-6-test-corpus-26-train,أريد شهادة طبية وإيصال من أجل التأمين الخاص بي .,راني حاب شهادة طبية ووصل التأمين ديالي.
1484,15046,corpus-6-test-corpus-26-test,آه ، كلا . من فضلك أسرع . إننا متأخرون .,أوه، لالا. من فضلك، أسرع. رانا متأخرين.
1485,15051,corpus-6-test-corpus-26-train,لا أريد إنفاق أكثر من عشرين دولاراً .,مانيش حاب ننفق كثر من عشرون دولار.
1486,15062,corpus-6-test-corpus-26-train,لماذا لم تقلع الرحلة ؟ أخبرني عما يجري .,وعلاش مقلعناش؟ قولي واش كاين.
1487,15073,corpus-6-test-corpus-26-test,كم الأجرة ؟ هل لك أن تدون الأجرة على قطعة ورق ؟,شحال سعر التوصيلة؟ تقدر تكتبلي سعر التوصيلة على ورقة؟
1488,15083,corpus-6-test-corpus-26-train,أريد استئجار كرسي مركب .,راني حاب نكري ترانزات.
1489,15087,corpus-6-test-corpus-26-train,انتظر دقيقة من فضلك .,لحظة، من فضلك.
1490,15088,corpus-6-test-corpus-26-test,هل على السيدات ارتداء فستان سهرة ؟,اذا لازم على السيدات يلبسوا فستان رسمي؟
1491,15095,corpus-6-test-corpus-26-train,لا تلمسني .,متمسنيش.
1492,15109,corpus-6-test-corpus-26-train,هل معك سجائر ؟,عندكم سجائر؟
1493,15123,corpus-6-test-corpus-26-train,يمكننا الذهاب إلى نقطة تيكي إذا لم تكن الريح قوية .,اذا ماكانش بزاف الريح، نقدرو نروحو لتيكي بوينت.
1494,15126,corpus-6-test-corpus-26-train,رائع .,روعة.
1495,15133,corpus-6-test-corpus-26-train,سأغلق الآن . شكراً على انتباهكم .,دوك نغلق. شكرا على انتباهك.
1496,15145,corpus-6-test-corpus-26-dev,هل لديك ألوان أخرى من هذا ؟,اذا عندكم كيما هو بلون آخر؟
1497,15149,corpus-6-test-corpus-26-train,من هذا ؟,شكون؟
1498,15157,corpus-6-test-corpus-26-train,معذرة . هل لك أن تدلني على مكان موقف سيارات الأجرة ؟,المعذرة. تقدر تقولي وين نقدر نصيب محطة طاكسي؟
1499,15170,corpus-6-test-corpus-26-train,وللشرب ؟ .,و للشرب؟
1500,15181,corpus-6-test-corpus-26-train,هاهي .,هاوليك.
1501,15201,corpus-6-test-corpus-26-train,أين يوجد أقرب متجر لأجهزة الكمبيوتر ؟,وين جاي متجر الخردوات القريب من هنا؟
1502,15206,corpus-6-test-corpus-26-train,هه . إنها لا تعمل ، أليس كذلك ؟ يمكنك الانتقال إلى مقعد شاغر إذا كنت تريد ذلك .,همم. متمشيش، و لا لالا؟ تقدر تبدل المكان اذا حبيت.
1503,15221,corpus-6-test-corpus-26-train,إنني أبحث عن هذا .,راني نحوس على هاذا.
1504,15240,corpus-6-test-corpus-26-train,حسناً سيدي . وما الحلو الذي تريد أن تختم به الطعام ؟,جيد، سيدي. واش تاخذ للتحلية؟
1505,15246,corpus-6-test-corpus-26-train,حافلة عادية أم حافلة مجهزة للنوم ؟,عربة أو بولمان؟
1506,15247,corpus-6-test-corpus-26-train,شيكات سياحية . شكراً . خذ تذكرتك وبطاقة المرور للصعود على متن الطائرة . كن هناك قبل وقت الرحلة بساعة من فضلك .,شيكات سياحية. صحا. هاك التذكرة و بطاقة الصعود دياولك. من فضلك أرواح ساعة قبل الإنطلاق.
1507,15257,corpus-6-test-corpus-26-test,إنه ألم حاد .,ألم حاد.
1508,15259,corpus-6-test-corpus-26-train,الاسم هو جورو موتوياما . والرقم هو صفر ثلاثة ثلاثة اثنان ستة واحد اثنان أربعة تسعة خمسة .,الإسم هو غورو موكويامي. و الرقم هو صفر ثلاثة اثنان وثلاثون واحد وستون أربعة وعشرون خمسة عشر.
1509,15262,corpus-6-test-corpus-26-train,أشعر بمرض شديد .,عندي وجع كبير في قلبي.
1510,15274,corpus-6-test-corpus-26-train,"ما موعد عرض "" قصة حب كوسي "" ؟","وقتاش أوقات عرض ""كوسيز لوف""؟"
1511,15283,corpus-6-test-corpus-26-train,حسناً . هل ستحتسي القهوة الآن أم فيما بعد ؟,جيد، . تاخذ القهوة ديالك دوكا و لا ممبعد؟
1512,15292,corpus-6-test-corpus-26-train,دلني على أكثر نوادي موسيقى الريجاي إثارة في نيويورك .,قل لي شكون هو أهم نادي الريغي في نيويورك.
1513,15295,corpus-6-test-corpus-26-test,ما وجه الاختلاف بين منتجك ومنتج منافسيك ؟,كيفاش يختلف المنتوج ديالكم على المنافسين؟
1514,15296,corpus-6-test-corpus-26-train,هل من المقبول عدم اتباع أي شخص لتعليمات الأمن ؟,اذا ميهمش باش كل واحد يسمع تعليمات السلامة؟
1515,15319,corpus-6-test-corpus-26-train,هل الشوارع الخلفية خطر ؟,اذا الممر خطير؟
1516,15320,corpus-6-test-corpus-26-train,أجل . من فضلك اتخذ الإجراء الضروري .,إيه. دير اللازم.
1517,15323,corpus-6-test-corpus-26-train,أجل ، واحدة فقط . متى سأعرف ؟ وكيف سيتم تعويضي ؟,إيه. واحد برك. وقتاش نعرف؟ واش يكون عندي كمقابل؟
1518,15331,corpus-6-test-corpus-26-dev,هاهي بطاقة تحقيق الهوية الخاصة بي .,هيليك بطاقة التعريف ديالي.
1519,15337,corpus-6-test-corpus-26-train,نفضل مائدة بجوار النافذة .,نفضلوا طاولة قريبة من الطاقة.
1520,15347,corpus-6-test-corpus-26-train,من فضلك دلني على أرخص وسيلة للذهاب إلى سان فرانسيسكو .,قولي كيفاش نروح لسان فرانسيسكو بأقل تكلفة.
1521,15362,corpus-6-test-corpus-26-train,هل تعرف المطعم يا كيويا ؟,اذا تعرف المطعم كييوكا؟
1522,15378,corpus-6-test-corpus-26-train,اتجاه واحد .,ذهاب فقط.
1523,15380,corpus-6-test-corpus-26-train,سأصبح بديناً في حال ما ظللت جالساً هنا آكل باستمرار .,دوك نسمان اذا بقيت ناكل هنا باستمرار.
1524,15400,corpus-6-test-corpus-26-train,هل يوجد ملهى ليلي جيد به عرض رقصة الفلامنكو ؟,اذا كاين نادي ليلي مليح بعروض فلامنكو؟
1525,15419,corpus-6-test-corpus-26-train,جميل الفستان التي ترتدينه .,الفستان اللي راكي لابستيه شباب.
1526,15431,corpus-6-test-corpus-26-train,قدمي تؤلمني .,عندي وجع في رجلي.
1527,15436,corpus-6-test-corpus-26-train,أين توجد أقرب مغسلة ؟,وين جاية المغسلة القريبة؟
1528,15443,corpus-6-test-corpus-26-train,هل لك أن نبدل مقاعدنا من فضلك ؟,تقدر تبدل المكان معايا، من فضلك؟
1529,15447,corpus-6-test-corpus-26-train,تم الفصل بين مقاعدنا .,مانكونوش قاعدين كيف كيف.
1530,15452,corpus-6-test-corpus-26-train,في الواقع أريد استصدار صك تأمين على هذا الطرد أيضاً .,بالحقيقة، نحب نأمن على هاذ الطرد كذلك.
1531,15463,corpus-6-test-corpus-26-train,وصلت الفاتورة لمائة دولار .,الفاتورة لحقت مئة دولار.
1532,15464,corpus-6-test-corpus-26-test,تقع منافذ الخروج للطوارئ في مقدمة ووسط ومؤخرة هذه الطائرة .,مخارج الطوارئ جايين فالقدام، فالوسط، و من وراء الجهاز.
1533,15470,corpus-6-test-corpus-26-train,حسناً ، تم إعادة التأكيد على حجزك .,جيد، تم تأكيد الحجز ديالكم مجددا.
1534,15476,corpus-6-test-corpus-26-train,الكعب مرتفع جداً .,الكعب عالي بزاف.
1535,15477,corpus-6-test-corpus-26-train,نريد مائدة في الشرفة .,رانا حابين طاولة فالتراس.
1536,15482,corpus-6-test-corpus-26-train,هذا يعني أن الفيلم ربما يكون غير مناسباً للأطفال تحت سن الخامسة عشر . لذلك فإن الآباء بحاجة إلى الأخذ بعين الاعتبار إذا ما كانوا سيدعون الأطفال يشاهدون الفيلم .,هاذا يعني بلي الفيلم ميوالمش الأطفال قل من خمسة عشر سنة. الأولياء لازم يقرروا اذا يخليو الأطفال يشوفوا و لا لالا.
1537,15487,corpus-6-test-corpus-26-train,كيف تريد النقود ؟ من فضلك املأ هذه الورقة ووقع هنا .,بأي شكل تحب الدراهم؟ من فضلك عمر هذه الورقة ووقع هنا.
1538,15509,corpus-6-test-corpus-26-train,تؤلمني معدتي أحياناً .,مينداك عندي وجع في كرشي.
1539,15522,corpus-6-test-corpus-26-train,هل لديكم أطباق ذات سعرات حرارية منخفضة ؟ فأنا أتبع نظاما غذائياً حالياً .,اذا عندكم وجبات خفاف؟ راني في حمية حاليا.
1540,15529,corpus-6-test-corpus-26-dev,لا يوجد رسم ضروري .,متخلص والو.
1541,15539,corpus-6-test-corpus-26-train,"أجل ، معي تذكرتان ل "" العمالقة "" و "" المحتالين "" .",ايه، عندي تذكرتين جيون ودوجرز.
1542,15546,corpus-6-test-corpus-26-train,نحن من أكبر موردي أجهزة الميكروكومبيوتر .,حنا من أفضل المزودين بأجهزة الكمبيوتر.
1543,15553,corpus-6-test-corpus-26-train,شكراً . وأنا أيضاً . إلى اللقاء فيما بعد .,صحا. أنا تاني. إلى المرة القادمة.
1544,15564,corpus-6-test-corpus-26-train,حجرة مزدوجة بحمام من فضلك .,غرفة بسرير مزدوج و بينواغ، من فضلك.
1545,15566,corpus-6-test-corpus-26-train,لقد سقطت من على درجات السلم .,طحت فالدروج.
1546,15575,corpus-6-test-corpus-26-train,ما هو الآيس كريم الذي تزكيه ؟,واش هو الآيس كريم اللي تنصحني بيه؟
1547,15577,corpus-6-test-corpus-26-dev,هه . هذه . يبدو اللون جميلاً عليك .,همم. هاذا. اللون خرج عليك.
1548,15598,corpus-6-test-corpus-26-test,أين كتب اللغة الأجنبية ؟,وين راهم الكتب باللغة الأجنبية؟
1549,15604,corpus-6-test-corpus-26-train,شريحتين وزجاجة سبرايت .,زوج حصص و واحد سبرايت.
1550,15607,corpus-6-test-corpus-26-test,أعطني سجائر .,اعطيني سجائر.
1551,15610,corpus-6-test-corpus-26-dev,"دخوله البلد مخالف للقانون . آسف . حسناً , إنني أخمن في كيفية العناية بكل شيء .",ماشي قانوني تجيب هاذا للبلاد، سامحني. حسنا، نظن بلي هاذا ماكان.
1552,15652,corpus-6-test-corpus-26-train,أجل ، أنا . لقد كانوا يعيشون بجواري في كاليفورنيا لكنهم انتقلوا إلى فلوريدا منذ عامين . ماذا عنك ؟ هل تسافر بمفردك ؟,أيه. يسكنوا قدامي في كاليفورنيا بصح رحلوا لفلوريدا عندها عامين. و أنت؟ راك مسافر وحدك؟
1553,15664,corpus-6-test-corpus-26-train,أنا مريض .,راني مريض.
1554,15666,corpus-6-test-corpus-26-train,يبدو طفلي منهكاً بسبب الحمى .,وليدي راهو يبان مهلوك بالحمى.
1555,15673,corpus-6-test-corpus-26-train,بهذا المقاس من فضلك .,في هاذ المقاس، من فضلك.
1556,15674,corpus-6-test-corpus-26-train,تمنح أوسمة الاستحقاق الثقافي للفنانين والعلماء المتميزين في هذا اليوم .,وسام الاستحقاق الثقافي اعطاوه للفنانين و الجامعيين المميزين بهاذ المناسبة.
1557,15676,corpus-6-test-corpus-26-train,أنا ياباني .,أنا ياباني.
1558,15692,corpus-6-test-corpus-26-train,هذا ثمنه مرتفع جداً .,بزاف غالي.
1559,15699,corpus-6-test-corpus-26-train,أجل . استقل الحافلة التي تذهب إلى محطة كيوتو .,إيه. خوذ الحافلة لطوكيو.
1560,15710,corpus-6-test-corpus-26-train,هل هذا للأعضاء فقط ؟,مخصص للأعضاء؟
1561,15735,corpus-6-test-corpus-26-dev,سعر الغرفة هو ستة آلاف ين في الليلة .,الغرفة تسوا ستة آلاف ين لليلة.
1562,15763,corpus-6-test-corpus-26-train,هل يمكنني أن أحضر هذا على متن الطائرة ؟,نقدرندي هاذا داخل الجهاز؟
1563,15775,corpus-6-test-corpus-26-train,حسناً . كل ما أريده هو معرفة إذا ما كان المشروع سيحقق ربحاً .,موافق. كل واش راني حاب نعرف، اذا القضية مربحة في النهاية.
1564,15784,corpus-6-test-corpus-26-train,جميل . هل تريدين إيشارباً يتناسب مع هذا ؟,جيد. اذا راك حاب شال مع هاذا؟
1565,15788,corpus-6-test-corpus-26-train,أعد شحن البطارية من فضلك .,اشحن البطارية، من فضلك.
1566,15791,corpus-6-test-corpus-26-train,أنا مستعد للطلب .,راني واجد باش ندير نطلبية.
1567,15798,corpus-6-test-corpus-26-dev,أملاح الحمام العشبي تجعل ملمس بشرتك ناعماً وأملس .,أملاح الاستحمام بالنباتات يخلي بشرتك ناعمة و ملساء.
1568,15804,corpus-6-test-corpus-26-train,اكتب اسم شركة الطيران ورقم الرحلة أيضاً .,أكتب الإسم تع شركة الطيران و رقم الرحلة، تاني.
1569,15814,corpus-6-test-corpus-26-train,حقاً . اليوم هو الأحد ، والأحد هو أسوء الأيام .,صح. اليوم هو الأحد، ويوم الاحد هو أسوأ يوم.
1570,15896,corpus-6-test-corpus-26-train,أجل . إنها مشكلة تخلص من الفضلات .,إيه، هي مشكلة في معالجة النفايات.
1571,15897,corpus-6-test-corpus-26-train,أريد هذا الطراز لخمسة أماكن مرصعة .,نحب هاذ الشكل في وضع خمسة أماكن.
1572,15899,corpus-6-test-corpus-26-train,لدي معظم العائلات مصدرين للدخل .,بزاف عائلات عندهم زوج مداخيل.
1573,15902,corpus-6-test-corpus-26-train,"آه . هذه الفضية نادرة "" القمر والجرس "" . هل تريد أن تغيرها أكيد ؟","أوه. هاذ الفضة نادرة ""القمر والجرس. "" راك متأكد بلي حبيت تبدلو؟"
1574,15911,corpus-6-test-corpus-26-train,أمي وأختي قادمتان من اليابان لرؤيتي . سيصلان هنا حوالي السابعة مساءً .,أمي وأختي يجو من اليابان باش يشوفوني. يوصلو حوالي السبعة تع العشية.
1575,15942,corpus-6-test-corpus-26-train,اللون البني محبب هذا العام .,البني ناجح بزاف هاذ العام.
1576,15950,corpus-6-test-corpus-26-test,فكرة صائبة . متى تخطط للمجيء ؟,فكرة جيدة. وقتاش راك تخمم باش تجي؟
1577,15967,corpus-6-test-corpus-26-train,حسنا . مقعدان من فضلك .,موافق. زوج أماكن، من فضلك.
1578,15989,corpus-6-test-corpus-26-train,أين السوق ؟,وين راه السوق؟
1579,16007,corpus-6-test-corpus-26-train,أود قياس بذلة السباق الخاصة بي .,راني متشوق باش نجرب اللبسة تع السباق ديالي.
1580,16016,corpus-6-test-corpus-26-train,ظننت أنكم أيها الشباب تأكلون الكعك المخبوز فقط .,نظن بلي تاكل غير لي بينيي.
1581,16034,corpus-6-test-corpus-26-train,"ما سعر تذكرة درجة أولى إلى إدنبره , من فضلك ؟",شحال تذكرة الدرجة الأولى لإيدنبره، من فضلك؟
1582,16042,corpus-6-test-corpus-26-train,يبدو أن النقود التي أعطيتني إياها ناقصة عشر دولارات .,نظن بلي ينقص عشرة دولار من المجموع لي رجعتهولي.
1583,16046,corpus-6-test-corpus-26-train,لقد اتصلت بالسيد سميث في غرفة رقم اثنان صفر واحد منذ لحظات ، لكن لم يرد أحد . هل لك أن ترى هل لا يزال يقيم هنا ؟,هاذا وين اتصلت بالسيد سميث للغرفة مئتين وواحد، بصح ماكانش لي رجع. اذا راك عارف بلي حجز هنا؟
1584,16061,corpus-6-test-corpus-26-train,أريد واحدة حديثة .,حبيت واحد حديث.
1585,16070,corpus-6-test-corpus-26-train,أعمل في شركة نشر .,نعمل عند دار نشر.
1586,16073,corpus-6-test-corpus-26-train,هل لك أن تتفضل وتملأ هذه ؟,من فضلك تعمر لي هاذا؟
1587,16080,corpus-6-test-corpus-26-test,ما هذا الشارع ؟,واسمها هاذ الطريق؟
1588,16082,corpus-6-test-corpus-26-test,هل لك أن تزن هذا الطرد ؟,تقدر توزنلي هاذ الحزمة؟
1589,16089,corpus-6-test-corpus-26-train,ماذا تسمون هذا بالإنجليزية ؟,كيفاش نقولوا هاذا بالانجليزية؟
1590,16091,corpus-6-test-corpus-26-train,"ظل سائراً عبر هذا الممر , وستجدها على الجانب الأيمن .",ارواح في هاذ الممر. تصيبو على اليمين.
1591,16098,corpus-6-test-corpus-26-train,أريد التأمين على هذا .,راني حاب نأمن على هاذا.
1592,16106,corpus-6-test-corpus-26-train,صباح الخير . هذا مكتب الاستقبال . هل لي أن أساعدك ؟,صباح الخير. معاك فالاستقبال. بواش نقدر نخدمك؟
1593,16127,corpus-6-test-corpus-26-train,حسناً . تفضل بالدخول .,جيد. ادخل امالا.
1594,16130,corpus-6-test-corpus-26-test,"أجل , سيدي . آتي هنا للإفطار كل يوم , من الاثنين حتى الجمعة , قبل الذهاب للعمل .",إيه. سيدي. نجي ناخذ فطور الصباح ديالي هنا كل يوم، من الاثنين إلى الجمعة، قبل الذهاب إلى العمل.
1595,16140,corpus-6-test-corpus-26-dev,لا توجد أية مشاكل .,ماكانش مشكل.
1596,16141,corpus-6-test-corpus-26-train,من فضلك اتصل لي برقم ثلاثة اثنان ستة اثنان تسعة واحد ثمانية .,مررلي اثنان وثلاثون تسعة وستون ثمانية عشر.
1597,16158,corpus-6-test-corpus-26-train,"أجل , يمكننا القيام بخدمتك بداية من السابعة .",إيه، نقدروا نخدموك ابتداءا من الساعة السابعة.
1598,16167,corpus-6-test-corpus-26-train,من فضلك استلق هنا .,اتكسل هنا.
1599,16169,corpus-6-test-corpus-26-test,يالها من خدمة سريعة !,شحال سريعة هاذ الخدمة.
1600,16191,corpus-6-test-corpus-26-train,ربما ستظل ترتفع .,بالاك يعاود يظهر.
1601,16217,corpus-6-test-corpus-26-train,من فضلك اتجه يساراً عند التقاطع التالي .,من فضلك دور على اليسار في التقاطع المقبل.
