id,split,MSA,EGY,EGY Translation
10069,corpus-6-test-corpus-26-train,زوجك أحد أفضل عملائنا .,جوزك واحد من افضل عملائنا .,زوجك أحد أفضل أعمالنا.
10078,corpus-6-test-corpus-26-train,هل تعرف طبيب أسنان جيد ؟,تعرف دكتور سنان كويس؟,ଆପଣ ଜଣ طبيبك جيد?
10084,corpus-6-test-corpus-26-train,أوه ، يجب أن تخطر القنصلية على الفور .,امم . لازم تبلغ القنصلية حالا .,"Okay, vous avez l'abat a l'abat"
10091,corpus-6-test-corpus-26-train,مهزوز ، وليس مضروب .,ده مخلوط بالهز، مش بمعلقة .,"أنا لست, وليس مضروب."
10098,corpus-6-test-corpus-26-dev,هل تود منضدة في المطعم الرئيسي أو في غرفة خاصة يا سيدي ؟,تحب ترابيزتك تكون في صالة المطعم الرئيسية و لا في أوضه خاصة، حضرتك؟,ଆପଣ ଆପଣ ଆପଣ ଖୋଲା ଏକ
10102,corpus-6-test-corpus-26-train,يذهب عدد كبير من الناس إلى الشاطئ خلال الموسم .,ناس كتيرة بتروح الشاطئ الموسم ده .,ଏହା ଋତୁ ଉପରେ ଜଣେ ଯା
10107,corpus-6-test-corpus-26-train,وزني حوالي مائة وخمسين رطلاً .,وزني حوالي مية وخمسين رطل.,أنا وزني ಸುಮಾರು twenty pounds.
10111,corpus-6-test-corpus-26-train,إلى أين يجب علي أن أنقل ؟,مفروض اتنقل لفين؟,Where do you need to bring it?
10114,corpus-6-test-corpus-26-train,أين مكتب الأشياء المفقودة .,فين مكتب المفقودات؟,Where is the missing items.
10116,corpus-6-test-corpus-26-train,هل هناك حافلة تذهب مباشرة إلى هناك ؟,فيه اى اوتوبيس بيروح مباشرة لهناك؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
10125,corpus-6-test-corpus-26-train,هل أحتاج لعلاج خاص ؟,هو انا محتاج اى معاملة خاصة؟,أنا بحاجة لعلاج ؟
10129,corpus-6-test-corpus-26-train,هل سأدفع نقداً أم يضاف على الفاتورة ؟,ده حيكون نقدا و لا عالحساب؟,أنا يدفع నగదు أم أضيفي على facture?
10134,corpus-6-test-corpus-26-test,انتقلنا إلى هذا المنزل منذ عام .,احنا اتنقلنا للبيت ده من سنه فاتت .,Nous a n'a n'a n'a n'
10155,corpus-6-test-corpus-26-train,كم سيستغرق إصدار التأشيرة لي ؟,حياخد اد ايه وقت عشان اخد الفيزا اللي حتطلعوها؟,আমি কত দিন?
10156,corpus-6-test-corpus-26-train,أين غرف الراحة ؟,فين الحمامات؟,Where are the rooms?
10160,corpus-6-test-corpus-26-train,إجمالي المبلغ المطلوب مائتان وثلاثة وأربعون جنيه ، يا سيدتي .,أجمالي المبلغ اللي يتدفع ميتين تلاته و اربعين جنيه، يا مدام .,ଆପଣ ମାତ୍ର ୩ - ୪ - ଜଣ
10164,corpus-6-test-corpus-26-train,هذه هدية ، هل يمكن أن تلفها لي في ورق لف جميل ؟,ديه هديه . ممكن تلفهالي بورق لف جميل؟,"ଏହି هدية, يمكنك تلفها في ورق جميل"
10182,corpus-6-test-corpus-26-train,ياله من منظر . إنها مسالك رائعة الجمال .,يالهوي عالمنظر . ديه طرق وسط الاشجار في منتهى الجمال .,Awesome. Awesome landscape.
10187,corpus-6-test-corpus-26-dev,لقد أصيب أناس .,فيه ناس متعورة .,لقد قتل الأشخاص.
10191,corpus-6-test-corpus-26-dev,معذرة . أين المحطة هنا ؟,أعذرني . فين المحطة القريبه؟,Sorry. Where is the station?
10224,corpus-6-test-corpus-26-train,نعم ، لدينا حجز لك .,ايوه، عندنا حجز ليك .,"Okay, a j'ai a s'a."
10238,corpus-6-test-corpus-26-train,معذرة أريد الذهاب إلى فندقي في المدينة بالحافلة . أين يمكن أن أستقل حافلة ؟,لا مؤاخذة، بس انا عايز اروح الفندق بتاعي في البلد بالاتوبيس . من فين اقدر اخد اوتوبيس؟,أنا ingin pergi à Hôtel à l'État. 
10243,corpus-6-test-corpus-26-test,دجاج ، من فضلك .,فراخ، من فضلك .,"- a sɛ, sɛ sɛ."
10257,corpus-6-test-corpus-26-train,هذه الغرفة اثنان صفر واحد . أريد أن أطلب إفطار الغد .,ديه أوضه ميتين وواحد . عايز اطلب فطار لبكرة .,ଏହି غرفة ତିଆରି. أنا ingin s
10272,corpus-6-test-corpus-26-test,ما رأيك في موضوع التحرش الجنسي في مكان العمل ؟,رأيك أيه في التحرش الجنسي في مكان العمل؟,أنت رأيك في مكان العمل?
10318,corpus-6-test-corpus-26-dev,عندي شقيقتان .,عندي أختين .,أنا لدي నలుగురు.
10336,corpus-6-test-corpus-26-dev,رقم الرحلة اثنان صفر ثمانية ، إلى طوكيو .,رحلة رقم ميتين و تمانية، لطوكيو .,Otu a n'a n'a n'a n'
10354,corpus-6-test-corpus-26-train,إذن دعنا نبطنها من الداخل .,خلينا نحط الحشو جواه .,"Okay, a n'a n'a n'a n"
10366,corpus-6-test-corpus-26-test,دعنا نجتمع لنبحث الأمر أكثر .,خلينا نكون سوا عشان نناقش ده اكتر .,Nous a n'a y'a y'a y'
10372,corpus-6-test-corpus-26-train,كيف تحب أن يصفف شعرك اليوم ؟,تحبي شعرك النهارده يتعمل ازاي؟,كيف تريد غسلها اليوم؟
10403,corpus-6-test-corpus-26-train,هل يمكن أن تقول لي ذلك بعبارة أخرى ؟,ممكن تقول بكلمات تانيه؟,""""""" Ǹjǐ sɛ sɛ sɛ sɛ "
10408,corpus-6-test-corpus-26-train,سوف استخدم ما يوجد عندكم .,حأعملها بأى حاجه معاك .,أنا أضيفي ما يمكن.
10411,corpus-6-test-corpus-26-train,نريد مائدة بالقرب من المسرح .,عايز ترابيزه جنب المنصة .,ଆପଣ ପାର୍ దగ్గర.
10416,corpus-6-test-corpus-26-train,"أنا بحالة جيدة . حسنا , هل أنت ذاهب إلى مكان ما ؟",انا كويس . هاه، انت رايح أي مكان؟,"أنا మంచి. Okay, wanna go to where?"
10433,corpus-6-test-corpus-26-train,إن ارتفاعه ألفان وأربعمائة متر .,ده ارتفاعه الفين و ربعميت متر .,ଏହା ଉପରେ ଆଫେନ୍ ୪ ਮੀਟਰ.
10435,corpus-6-test-corpus-26-train,ادخل . من فضلك ضعها على المائدة هناك .,تعالى . من فضلك حطه عالترابيزه هناك .,أضف. Please ضعها على meja.
10440,corpus-6-test-corpus-26-train,من فضلك الغي رقم بطاقتي .,ارجوك الغي رقم بطاقتي .,Please s'emercie namba.
10468,corpus-6-test-corpus-26-train,آسف لقد نفدت ، لكن سوف تردنا بعد بضعة أيام .,انا اسف، كلهم اتباعو، بس حيكون عندنا تاني خلال ايام قليله .,""""""" لقد فعلت, لكن s'a t'a"
10473,corpus-6-test-corpus-26-test,هل يمكن أن أخذ بعض القهوة ؟,ممكن شويه قهوة؟,""""""" يمكنك خذ بعض القهوة؟"
10477,corpus-6-test-corpus-26-train,ليس لدي موعد ، لكن الأمر عاجل .,انا ماعنديش ميعاد، بس ده موضوع طارئ .,"أنا لست بحاجة, لكن الأمر  urgent."
10479,corpus-6-test-corpus-26-train,إنه رديء الصنع .,ده صناعته وحشة .,""""""" a rectangle."
10480,corpus-6-test-corpus-26-train,أين المصعد ؟,فين الاسانسير؟,Where is the bicycle?
10497,corpus-6-test-corpus-26-train,هل لديكم كتيب حول العروض ؟,عندكم نشرة فيها المناسبات الجاية؟,ଆପଣ ଆପଣ କାର୍ଯ୍ୟ?
10500,corpus-6-test-corpus-26-train,أين مدخل مترو الأنفاق ؟,فين مدخل مترو الانفاق؟,Where is the subway line?
10504,corpus-6-test-corpus-26-train,لقد أضعت تذكرة الطيران الخاصة بي .,ضاعت مني تذكرة الطيارة .,أضعت تذكرة طيرانك.
10559,corpus-6-test-corpus-26-train,ألا تستطيع البقاء هنا خلال الإجازة ؟,ماتقدرش تقضل هنا في الاجازة؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
10562,corpus-6-test-corpus-26-train,أوه ، آسف لأني أزعجتك .,اوه، انا اسف جدا اني ضايقتك .,"Okay, sorry because I regretted."
10563,corpus-6-test-corpus-26-dev,هل يمكن أن تحجزوا في العرض ؟,ممكن تححجز المناسبات؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
10565,corpus-6-test-corpus-26-train,هل توجد غرفة استراحة عامة بالقرب من هنا ؟,فيه اى حمام عمومي قريب من هنا؟,ଆପଣ ଆପଣ ଘ ଛୋଟ?
10590,corpus-6-test-corpus-26-train,ما هو الإجمالي ؟,كم المجموع؟,ايه إجمالي?
10593,corpus-6-test-corpus-26-train,هذا جيد للغاية . والآن الأسئلة ، من فضلك .,ده كويس خالص . دلوقتي دور الاسئلة، من فضلكم .,"Awesome. Maintenant, okay."
10599,corpus-6-test-corpus-26-train,هل لديك أية فكة لعداد الانتظار ؟,معاك فكة لعداد الجراج؟,ଆପଣ ଆପଣ ଫେଟ?
10617,corpus-6-test-corpus-26-test,أكثر منتجاتنا بيعت عبر السنوات الأربع الماضية هي الآلة الناسخة طراز أ . أكس أربعة خمسة صفر .,اكتر حاجه اتباعت عندنا في اخر اربع سنسن هي مكنه التصوير ايه اكس ربعميه و خمسين .,ଆପଣ ତାହା ଚାରି ତାହା 
10645,corpus-6-test-corpus-26-train,هل انعطف يساراً ؟,أحود شمال؟,Ǹjɔ n'a n'a n'a n'
10662,corpus-6-test-corpus-26-test,هل توجد مضيفات يتحدثن اليابانية ؟,فيه أى مضيفة بتتكلم ياباني؟,ଆପଣ ଜଣ ଜଣ ଜଣ ଜଣ ଜଣ
10670,corpus-6-test-corpus-26-train,سعر رائع ، أليس كذلك ؟,سعر رائع، مش كده؟,"Awesome, okay?"
10680,corpus-6-test-corpus-26-train,لابد أن تأخذها تسعة وتسعون مرة في اليوم ، قبل الوجبات .,لازم تاخده تسعة و تسعين مره في اليوم، قبل الاكل .,ଆପଣ ଆପଣ ତିଆରି ତିଆରି مرة 
10707,corpus-6-test-corpus-26-train,أحبه فعلاً .,انا فعلا بأحبه .,أنا فعلاً.
10733,corpus-6-test-corpus-26-train,أريد حامل ثلاثي .,عايز حامل كاميرا بتلات رجلين .,أنا بحاجة ثلاثي.
10736,corpus-6-test-corpus-26-dev,أريد سترة رياضية .,عايز جاكيت رياضي .,أنا بحاجة لحذاء رياضي.
10749,corpus-6-test-corpus-26-dev,يمكنك أن تمكث في منزلي .,تقدر تفضل في بيتي .,يمكنك tinggal منزلي.
10753,corpus-6-test-corpus-26-test,هل يمكن أن أرجع ظهر مقعدي إلى الخلف ، من فضلك .,ممكن أرجع الكرسي لورا، إذا سمحت؟,أنا يمكنك الرجوع ظهري إلى خلف، يمكنك
10756,corpus-6-test-corpus-26-train,عظيم . كنت أبحث عن سيارة أجرة لكن هذا أفضل .,ممتاز . انا كنت بأدور على تاكسي، بس كده أحسن .,"Awesome. أنا بحث عن سيارة, لكن هذا మంచి."
10760,corpus-6-test-corpus-26-train,معطف رائع . هل هو صناعة بريطانية ؟,بالطو ممتاز . ده صناعة بريطانية؟,Awesome. - Really British?
10778,corpus-6-test-corpus-26-train,أريد الذهاب إلى مركز هارفارد . هل يمكن أن تخبرني عندما نصل إلى هناك ؟,عايز اروح لسنتر هارفارد . ممكن تقولي امتى اوصل هناك؟,أنا ingin pergi à l'aéroport. Ṣe 
10790,corpus-6-test-corpus-26-train,بالغان وطفلان ، من فضلك .,اتنين كبار و طفلين، من فضلك .,"ଆପଣ, أطفال, tolong."
10817,corpus-6-test-corpus-26-train,ما هو السعر ؟,كام السعر؟,ايه سعر؟
10824,corpus-6-test-corpus-26-train,"كان فيلم "" حرب الكواكب "" أكثر الأعمال شعبية عام ألف وتسعمائة وأربعة وثمانون .",حرب النجوم كان اعظم فيلم في سنه الف تسعمية أربع و تمانين .,""""""" 'ఆపరేషన్''''''"
10830,corpus-6-test-corpus-26-train,أين قسم غير المدخنين ؟,فين قسم غير المدخنين؟,Where are the naked ladies?
10831,corpus-6-test-corpus-26-train,"حرف "" ت "" "" كما في توم ، نعم ها هي لدي هنا ، تارو .","ديه ""ت"" زى توم، أيوه عندي ده، يا تارو .","""T"", a t', a t',"
10848,corpus-6-test-corpus-26-test,أظن أنه بديع المنظر .,متهيألي ان المنظر خلاب .,أنا أنا جميل.
10851,corpus-6-test-corpus-26-test,أريد بعض التفاح ، من فضلك .,عايز تفاح، من فضلك .,أنا بحاجة بعض شاي.
10869,corpus-6-test-corpus-26-train,ما فائدة هذا ؟,ده عشان ايه؟,ايه فائدة هذا؟
10882,corpus-6-test-corpus-26-train,أي بطاقات ائتمانية تقبلون ؟,بتقبلو اى بطاقات ائتمان؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
10922,corpus-6-test-corpus-26-train,عندي الكثير من الوقت .,بقى عندي وقت كتير .,أنا لدي وقت طويل.
10930,corpus-6-test-corpus-26-train,حسنا ، إنه وقت الغداء . هل تحب أن نناقشه على الغداء ؟,بص، ده وقت الغذا . تحب نناقش ده عالغدا؟,"Okay, a waktu. Ṣe a wanna swallow"
10937,corpus-6-test-corpus-26-dev,لقد سرق مسجل الفيديو من غرفتي .,مسجل الفيديو اتسرق من أوضتي .,أنا رفع الفيديو مني.
10950,corpus-6-test-corpus-26-train,ألو ، اسمي أودا . عندي حجز الليلة ، لكن سوف أتأخر في القدوم . لهذا من فضلك اتركوا لي الحجز .,أهلا، أسمي أودا . عندي حجز الليله ديه، لكن انا حاتاخر شويه في استلام أوضتي . فمن فضلكم ماتلغوش حجزي .,"أنا, أنا أبي. أنا لدي నగదు, "
10953,corpus-6-test-corpus-26-train,هل هذا الحذاء متين ؟,الجزم ديه متينة؟,ଆପଣ حذاء ଛି?
10955,corpus-6-test-corpus-26-test,من فضلك قل له أنني أنتظر مكالمته .,من فضلك بلغة اني في انتظار مكالمته .,أنا أنا اتصلت معه.
10964,corpus-6-test-corpus-26-train,يقولون إن الأنفلونزا منتشرة هناك .,بيقولو الانفلونزا منتشره هناك .,They say influenza a spread here.
10973,corpus-6-test-corpus-26-train,لقد جاء لتوه .,جوة.,لقد ذهب.
10975,corpus-6-test-corpus-26-train,آسف . الحجز كامل لمساء الغد .,بأعتذر . كله محجوز بكرة بليل .,ଆଫ. హు. హు.
10976,corpus-6-test-corpus-26-train,أنا مع بعض الأصدقاء .,انا مع شويه أصحاب .,أنا avec a few friends.
10985,corpus-6-test-corpus-26-train,حسبما يقول جورو ، فاللسيد يامادا طفلان .,بحسب كلام جورو، مستر يامادا عنده عيلين .,""""""" يقول جورو, 'Alī a n'a "
10994,corpus-6-test-corpus-26-dev,هل يمكن أن تقول ذلك ثانية ؟,ممكن تقوله تاني؟,""""""" Ǹ t'a y'a y'a y'"
10997,corpus-6-test-corpus-26-train,أريد أن أعرج على برج لندن .,عايز نحود لبرج لندن .,أنا ingin ajak a Broadway.
11019,corpus-6-test-corpus-26-train,من فضلكم . اربطوا الأحزمة .,الرجاء ربط أحزمة الامان .,ଆପଣ. ଆପଣ.
11027,corpus-6-test-corpus-26-test,كود المنطقة هو ثلاثة . ورقم الهاتف هو اثنان ثلاثة أربعة ثلاثة أربعة صفر صفر .,كود المنطقة تلاته . رقم التليفون اتنين تلاته اربعة تلاته اربعه صفرين .,ଏହି ప్రాంతం ثلاثة. هاتف నంబర్ నలుగురు
11030,corpus-6-test-corpus-26-test,عفواً . هل يوجد أي جسر بالقرب من هنا ؟,لا مؤاخذة، فيه اى جسر قريب من هنا؟,أنا. Where is a yacht?
11041,corpus-6-test-corpus-26-dev,"معذرة , أريد استخدام غرفة الراحة .",لا مؤاخذة، عايز استعمل التواليت .,"أنا أنا بحاجة, أنا wanna use a room."
11046,corpus-6-test-corpus-26-train,إنها مشغولة .,ديه مشغوله .,They are busy.
11047,corpus-6-test-corpus-26-test,ملابسه دائماً موضة قديمة .,هدومة مالهاش علاقة بالموضه .,ملابسه always a vintage style.
11054,corpus-6-test-corpus-26-train,هل لديكم طعام بحري ؟,عندكم سي فود؟,ଆପଣ طعامك ؟
11057,corpus-6-test-corpus-26-train,هذا مكلف نوعا ما .,ده غالي جدا .,ଏହା ଏକ రకమైన.
11058,corpus-6-test-corpus-26-train,أود ذلك ، لكنني أخشى ألا أستطيع هذه المرة .,انا نفسي، بس للأسف ما اقدرش اعمله في الوقت ده .,"أنا بحاجة, 但我 ഭയ أنه n'ashoboye"
11064,corpus-6-test-corpus-26-train,حسنا ، لا أعلم بعد لكنني سوف أحاول بالتأكيد .,بص، انا لسه مش عارف، بس أكيد حأحاول .,"Okay, n'a n'a n'a n'a"
11069,corpus-6-test-corpus-26-dev,الملح من فضلك .,ملح، من فضلك .,ଆମ ଆପଣ.
11082,corpus-6-test-corpus-26-train,من فضلك استعمل غرفة القياس هناك .,لو سمحت أدخل أوضة القياس هناك .,Please use a calculator here.
11100,corpus-6-test-corpus-26-train,تسعون دولاراً لتذكرة الذهاب . نقداً أم بالبطاقة ؟,تسعين دولار لتذكرة ذهاب بس . كاش ولا كارت؟,ଆପଣ دولار. నగదు లేక నగదు?
11109,corpus-6-test-corpus-26-dev,هل يمكن أن تخلي المنضدة لي ، من فضلك .,ممكن تنظفلي الترابيزه، إذا سمحت؟,""""""" يمكنك إخفاء أذني, tolong."
11123,corpus-6-test-corpus-26-train,كيف يربي الآباء اليابانيون أولادهم ؟ هل هم صارمون مع أطفالهم ؟,ازاي الاب و الام اليابانيين بيربو عيالهم؟ بيكون ناشفين معاهم؟,Ǹ n'azali awọn awọn awọn awọn
11126,corpus-6-test-corpus-26-train,هل يمكن أن تخبرني عن ساعات العمل ؟,ممكن تقولي ايه ساعات العمل؟,""""""" - Ṣe a nwere ike s'a "
11131,corpus-6-test-corpus-26-dev,من فضلك لفها كل على حدة .,من فضلك لف كل حاجه لوحدها .,ଆପଣ ଆପଣ ଏହା ଏକ ଭାବ
11161,corpus-6-test-corpus-26-train,معدتي ثقيلة .,حاسس ان معدتي تقيلة .,أنا ثقيلة.
11171,corpus-6-test-corpus-26-dev,يبدو هذا جيدا ، أين يمكن أن ننتظرك ؟,ده كلام كويس . حنستناك فين؟,ଏହା جميل، Where could we wait?
11174,corpus-6-test-corpus-26-train,هل يمكن أن نبدأ اللعب عندما ينتهون ؟,ممكن نبدأ نلعب لما يخلصو؟,""""""" Ǹ t'a n'amalite لعب?"
11190,corpus-6-test-corpus-26-train,تعداد سكان اليابان حوالي مائة وعشرينا مليونا .,عدد سكان اليابان حوالي ميه و عشرين مليون .,ଆనా ଆମେରି ଜଣ ଛି.
11197,corpus-6-test-corpus-26-train,املأ البنود الآتية في بطاقة التسجيل .,املا البيانات ديه في بطاقة التسجيل .,املأ البنود التي تحتاجينها.
11199,corpus-6-test-corpus-26-train,هل يمكن أن أستعيد متعلقات ؟,ممكن استرد حاجتي؟,""""""" """""" """""""
11240,corpus-6-test-corpus-26-train,هل لديكم أوشحة حريرية ؟ إنني أبحث عن هدية لزوجتي .,عندك سكارفات حرير؟ بأدور على هديه أقدمها لمراتي.,ଆପଣ ଆଶ୍ଚ? أنا cherche a g
11246,corpus-6-test-corpus-26-train,سوف نحضرها الآن . ما هو رقم غرفتك ؟,حنجيبه دلوقتي . ايه رقم أوضتك؟,Nous a n'a gbaju. Kini namba g
11264,corpus-6-test-corpus-26-test,السيد كوباياشي كان يبحث عنك .,مستر كوبايشي كان بيدور عليك .,ଜାପାచెం ଆପଣ.
11267,corpus-6-test-corpus-26-train,أريد السفر من شنغهاي إلى هاواي بالباخرة .,عايز اسافر من شانغهاي لو هاواي بالمركب .,أنا ingin pergi kɔ Scotland.
11278,corpus-6-test-corpus-26-test,هل يمكن أن ترسل أحدا ؟,ممكن تبعت واحد؟,""""""" Ǹ tersedia a?"
11282,corpus-6-test-corpus-26-train,هل تستطيع تجهيزه بحلول الخامسة من مساء الغد ؟,ممكن تجهزهالي على بكرة الساعة خمسه العصر؟,ଆପଣ ଆପଣ ଆପଣ ଆମ୍ବା ଶ
11302,corpus-6-test-corpus-26-train,إنها تستغرق عشر دقائق سيراً على الأقدام .,تاخد عشر دقايق مشي .,ଏହା ଆମେ ତିଆରି ଘଣ୍ଟ.
11316,corpus-6-test-corpus-26-train,قبل أن ننهي العمل ، هلا أعطيتني بضعة دقائق ؟,قبل ما اليوم ما يخلص، ممكن تديني من وقتك كم دقيقة؟,"""""""At a n'a n'a n'a "
11325,corpus-6-test-corpus-26-dev,أين يمكن أن أوقف سيارتي ؟,فين أقدر أركن عربيتي ؟,Where can I stop my car?
11336,corpus-6-test-corpus-26-dev,اشعر ببرودة وتؤلمني معدتي جداً .,حاسس اني بردان و معدتي واجعاني جامد .,أنا حساس للغاية.
11342,corpus-6-test-corpus-26-train,ويسكي وماء ، من فضلك . هل لديكم وجبة خفيفة معه ؟,سكوتش و ميه، من فضلك . و عندك أى اكلة خفيفة؟,"ଆପଣ, ଆପଣ, ଆପଣ, "
11343,corpus-6-test-corpus-26-train,كيف يمكنني أن أطفأ الضوء ؟,ازاي اقدر أطفي النور ده؟,كيف يمكنك أطفأ الضوء؟
11360,corpus-6-test-corpus-26-train,هل هو مشغول جدا اليوم ؟,هو مشغول جدا النهاردة؟,""""""" - Kini a busy today?"
11374,corpus-6-test-corpus-26-train,أريد بعض الخيط .,عايز خيط .,أنا بحاجة بعض ورق.
11375,corpus-6-test-corpus-26-train,"اعطني شهادة طبية , من فضلك .",اديني شهاده طبية، من فضلك .,أنا لدي شهادة طبية.
11378,corpus-6-test-corpus-26-train,أود تقصيره ببوصة واحدة من هذه المنطقة .,عايز أخليه إينش أقصر هنا.,أنا يمكن إخراجه على قطعة واحدة.
11392,corpus-6-test-corpus-26-train,لا أشعر أنني على ما يرام . من فضلك اعطني بعض الدواء .,مش حاسس اني كويس . من فضلك اديني دوا .,أنا لست على ما يرام. أنا فضلك خذني
11403,corpus-6-test-corpus-26-train,"هل يمكن أن أختر جريدة يابانية , من فضلك ؟",ممكن جرنان ياباني، من فضلك؟,ଆପଣ ଆପଣ ଜଣ ଜଣ ଜଣ ଜ
11404,corpus-6-test-corpus-26-train,حسنا . هل يمكن أن أترك السيارة في أي مكان ؟ ما هي رسوم ركن السيارة ؟,اوكي . ينفع أسيب العربية في أى مكان؟ و تكلفه ده كام؟,Bonjour. يمكنك خذ السيارة في أي مكان؟ Fees?
11412,corpus-6-test-corpus-26-train,أي حافلة تذهب إلى وسط المدينة ؟,اى اوتوبيس يوديني نص البلد؟,ଆପଣ ଆପଣ ଉତ୍ତର నగరం?
11420,corpus-6-test-corpus-26-train,هل يوجد أي قطار سريع إلى بوسطن ؟,فيه اكسبريس لبوسطون؟,ଆମେ ଫ୍ରିଟ୍ ଉପରେ?
11435,corpus-6-test-corpus-26-train,من فضلك كن صديقي بالمراسلة .,من فضلك خليط صديق المراسله بتاعي .,أنا فضلك كون صديقي.
11438,corpus-6-test-corpus-26-dev,سأقيم مع صديق .,انا حأقعد عند واحد صاحبي .,أنا أنا أنا أنا.
11442,corpus-6-test-corpus-26-train,"أنا متأثر للغاية , لا أستطيع البقاء ساكنا .",انا متحمس جدا، مش قادر اقعد ساكت .,"أنا حزينة, أنا لست بحاجة."
11449,corpus-6-test-corpus-26-train,هل يمكن أن أنزل عند فندق هيلتون ؟,ممكن أنزل عند فندق هيلتون؟,""""""" """""" """""" """""""
11450,corpus-6-test-corpus-26-train,أريدك تنزعه .,عايزك انت تشيله.,أنا ingin t'a.
11457,corpus-6-test-corpus-26-train,اتجه يساراً في هذا الشارع ثم انعطف عند أول منعطف يمين .,احود شمال الشارع ده و خد اول يمين .,"امش يمين, ثم انزلاق عند narrow."
11462,corpus-6-test-corpus-26-train,أريد أن أعرف إذا كان يمكن شحن مجموعة الأطباق هذه إلى طوكيو .,عايز أعرف لو ممكن مجموعة الاطباق ديه تتشحن لطوكيو.,أنا ingin s'alihkan a n'ani a n
11467,corpus-6-test-corpus-26-train,أود بعضاً من القوة الجسدية .,عايز بودرة تلك.,أنا لدي بعض القوة الجسدية.
11478,corpus-6-test-corpus-26-train,ألا يوجد طعام متبل وليس حارا جدا ؟,فيه عندك اكل مش حراق او مشطشط؟,ଆପଣ طعامك ନିମ୍ବା ଖାଦ?
11479,corpus-6-test-corpus-26-train,هل هو قريب لنصل إليه سيراً .,هو قريب شويه نقدر نمشي له؟,""""""" أنا قريب."
11491,corpus-6-test-corpus-26-dev,أريد بعض الكريم للأيدي .,عايزه كريم ايد .,أنا بحاجة كريم لليدين.
11493,corpus-6-test-corpus-26-train,هل يمكن أن تمرر لي الملح ؟,ممكن تناولني الملح؟,""""""" - Ǹ t'a t'a t'a "
11500,corpus-6-test-corpus-26-train,أريد الذهاب إلى وول ستريت . كيف أصل إلى هناك ؟,عايز اروح لول ستريت . أزاي أوصل هناك؟,أنا ingin pergi a UW. كيف nding a 
11541,corpus-6-test-corpus-26-train,الكثير جداً من التمارين يضر بك .,تمارين كتيره جدا حتأذيك .,ଆପଣ ଆପଣ ଆଘାତ.
11544,corpus-6-test-corpus-26-train,بما في ذلك الإفطار ، والضريبة ، ورسم الخدمة ، سيكون الحساب خمسة أربعون دولارا للشخص الواحد في الليلة .,شامل الفطار، الضريبة، و رسوم الخدمة . حيكون خمسه و اربعين دولار للبني ادم الواحد في الليله .,"بما فيه إفطار, facture, mpe facture,"
11550,corpus-6-test-corpus-26-train,هل تستطيع تصليح هذا ؟,تقدر تصلح ده؟,ଆପଣ يمكنك وصل هذه ؟
11574,corpus-6-test-corpus-26-train,مساء الخير . أهلا .,مساء الخير . أزيك .,Bonjour. Bonjour.
11576,corpus-6-test-corpus-26-train,لا أستطيع العثور على أمتعتك .,مش لاقي شنطك .,أنا لست بحاجة لبحث عن ممتلكاتك.
11595,corpus-6-test-corpus-26-train,سر مباشرة ، من فضلك .,أمشي علطول، من فضلك .,"ଆପଣ, ଆପଣ."
11600,corpus-6-test-corpus-26-train,هل من المأمون شرب الماء الذي هنا ؟,الميه هنا ينفع تنشرب؟,Ǹ n'a n'a n'a n'a 
11622,corpus-6-test-corpus-26-train,أهه ، هيا . دولارين فقط .,اهاه، ياللا . دولارين بس .,- dollars.
11626,corpus-6-test-corpus-26-train,هلا بدلت هذا الفستان بآخر من مقاس أوسع ؟,ممكن لو تكرمت تغيرلي الفستان ده بواحد مقاس أكبر؟,Ǹjɔ فستان a n'a n'a n'
11631,corpus-6-test-corpus-26-train,حسنا ، هيا نذهب . أستطيع مساعدتك في واجبك المنزلي بعد أن نتناول بعض البيتزا .,حاضر، يالا بينا . انا اقدر اساعدك في حل الواجب بتاعتك بعد ما ناكل بيتزا .,"Okay, a n'a pergi. Puis a t'"
11633,corpus-6-test-corpus-26-train,نعم ، يا سيد تاناكا هناك رسالتان لك .,ايوه، مستر . تاناكا . فيه رسالتين ليك .,"Bonjour, Madam, a reply."
11643,corpus-6-test-corpus-26-train,إنه لا يلائمني .,مش على مقاسي .,أنا لست بحاجة.
11646,corpus-6-test-corpus-26-train,الغد يوم آخر .,بكره يوم تاني.,""""""" - a n'a n'a n'a "
11663,corpus-6-test-corpus-26-train,ربما أستطيع مساعدتك . هل تحتاج إلى فيتامين سي ؟,يمكن اقدر اساعدك . عايز فيتامين سي؟,أنا يمكنك مساعدتك. - Should I need vitamin C?
11689,corpus-6-test-corpus-26-train,إن محفظتي نشلت في القطار .,محفظتي اتنشلت في القطر .,أنا أنا سافر.
11704,corpus-6-test-corpus-26-train,إنه بعيد جداً . يحسن بك أن تأخذ سيارة أجرة .,ده بعيد قوي . الاحسن اخد تاكسي .,ଏ صغير جدا. يمكنك خذ سيارة.
11708,corpus-6-test-corpus-26-train,أريد مقعداً يطل على الممر ، من فضلك .,عايظ كرسي جنب الممر، من فضلك .,أنا بحاجة ليكون مكان يطل على పర్వత 
