,sent,lang
917, في يوم الصحة الرياضية، الناس اجتمعوا في الحدائق عشان يسوون رياضة. الأطفال كانوا يلعبون كورة، والكبار يسوون تمارين لياقة. وزعوا موية وعصير عشان يحفزون المشاركين يستمرون بالنشاط. في آخر اليوم، الكل حس بالحيوية والصحة الطيبة، وعرفوا قيمة هالإجازة الوطنية. ,Saudi
918," في يوم من الأيام، سأل رجال واحد يمشي في الشارع: ""هذا طريق وول ستريت؟"" الناس أجابوه وهم يبتسمون: ""إيه، هذا الطريق اللي يوديك لقلب الأموال والأعمال."" الرجال حس بحماس عالي عشان يبدأ رحلته في عالم الاستثمار. وبعد زمن، صار من أشهر المستثمرين في وول ستريت. ",Saudi
919," كانت ليلى تدور على مكان تسكن فيه أثناء رحلتها. لقت شقة حلوة وقالت ""أبغى أستأجر هذي من الخامس للعاشر من ديسمبر"". اتصلت بصاحب الشقة وحجزتها. لما وصلت ليلى، استانست بإقامتها في الشقة الزينة. ",Saudi
920," في يوم من الأيام، العجوز راحت السوق تشتري أغراض للبيت. وهي ماشية، قابلت جارها الشاب اللي سألها عن حالها. ردت عليه وهي تبتسم، ""بخير الحمدلله، وأنت كيف حالك يا سيدي؟"" الشاب انبسط بإهتمامها وأصر يساعدها ويشيل أغراضها للبيت. ",Saudi
921," في يوم حار، أحمد كان يسوق سيارته وفجأة شاف دخان يطلع من المحرك. وقف على جنب الطريق وسأل واحد كان يمشي جنبه: ""تبغى تفحص مكينة السيارة؟"" الرجال وافق وبعد الفحص، قال لأحمد إن فيه مشكلة بالتبريد. أحمد شكره وقرر يودي السيارة للورشة يصلحها. ",Saudi
922," في يوم من الأيام، وجد أحمد ظرف مغلق على الطاولة، وكان مكتوب عليه ""سكر؟"". فتح الظرف من فضوله ولقى جواه مفتاح صغير. دور على الصندوق اللي يناسب هالمفتاح ويوم فتحه، اكتشف رسالة تهديه لمغامرة غامضة. ",Saudi
923," في يوم من الأيام، راح خالد للمحل يشتري هدية لأخوه. ويوم اختار الهدية الزينة، سأل البائع: ""هل يمكنني أدفع بالماستر كارد؟"" البائع ابتسم وقال: ""طبعاً، تقدر تدفع بكل البطاقات الائتمانية."" خالد استانس لأنه ما كان عنده فلوس كافية. ",Saudi
924," خالد وصل المطار متأخر وسأل واحد من العمال: ""هذا هو المكان اللي نجمع فيه الشنط خاصة برحلة ان دبليو رقم تسعة صفر سبعة؟"". العامل دله على السير اللي بدا يتحرك بالشنط وقاله إنه بالمحل الصح. خالد استراح ووقف ينتظر شنطته بقلق. وبعد لحظات، طلعت شنطته ومشى بسرعة عشان يمديه يلحق موعده. ",Saudi
925, بأخذ هالنوع من الكتب لأنه يحتوي على المعلومات اللي أنا محتاجها. بعد ما أخذت الكتاب، بديت أقراه بشوق. لقيت فيه حكم ومواعظ مهمة. صار هذا الكتاب هو المرجع اللي أحبه في الدراسة والحياة. ,Saudi
926, أنا مره مبسوط لأني قدرت أجي لهذا البلد. وبما إني هنا، قررت أتعلم اللغة والتقاليد. صار عندي أصدقاء جدد وحسيت إني صرت جزء من المجتمع. هالأرض صارت مثل ديرة ثانية لي. ,Saudi
927, في يوم من الأيام، لقيت رسالة قديمة مطوية تحت باب بيتنا. اسمي وعنواني مكتوبين عليها. استغربت من الخط الجميل والحبر الأزرق اللي لا يزال يلمع. فتحت الرسالة بفضول علشان أعرف أسرار الماضي اللي راح تغير حياتي. ,Saudi
928," وقف الرجال في المحطة وهو حامل أكياس ثقيلة كثيرة. فجأة، تدحرجت وحدة من الأكياس بعيد، فنادى شاب جنبه وقال ""قدر تساعدني أوصل لحقيبتي؟"" بعد ما ساعده الشاب وجاب له حقيبته، الرجال شكره مرة وعزمه على قهوة علامة شكر. ",Saudi
929," كان علي يتمشى في السوق القديم لما لمح حجر لامع بين السلع. قرب يسأل البائع ""وش نوع هالأحجار؟"" رد البائع إنه حجر عقيق تراثي. علي اندهش وقرر يشتري الحجر يضيفه لمجموعته. ",Saudi
930,Egyptian: في واحدة من القرى البعيدة اللي فيها الهدوء عامر، كان فيه ناس عايشة على صناعة القوارب الخشب. ,Saudi
931, من هذا الجبل، تقدر تشوف المدينة كلها. في هذا الموسم، واجد أنواع الزهور تتفتح وتصير شكلها جميل جداً. وكل صباح، الناس يجون يتنشقون الهواء النظيف ويستمتعون بالمنظر الخلاب. الأطفال يلعبون بين الزهور، والكبار يسترجعون ذكريات شبابهم. ,Saudi
932," تعالوا وراي للغابة حيث الأشجار الطويلة تخبي أسرار كثيرة. حصلنا هناك بيت صغير مستخبي بين الأوراق. دقينا الباب والرياح كانت تهمس بألحان غريبة. رجال كبير فتح الباب وابتسم وقال ""كنت أنتظركم"". ",Saudi
933, الله يخليك قولي له إنتي يا مادا إنه اتصل. اليوم اللي بعده، مادا كانت تنتظر الرد ساعات طويلة. ويوم جاء الرد أخيراً، كان صوته مليء بالحماس. اتفقوا يتقابلون ويتناقشون عن مستقبلهم مع بعض. ,Saudi
934, بتسوي الترتيبات مقدماً؟ سألت سارة وهي تطالع الخريطة بحماسة. جاسم أجاب: أكيد، بأحجز الفندق والرحلات السياحية قبل السفر بأسبوع. وفي الأسبوع اللي بعده، جلسوا يخططون للأماكن اللي يبغون يزورونها. ويوم جاء وقت السفر، كل شيء كان مجهز عدل لرحلة ما تنسى. ,Saudi
935, طيب، الله يعافيك حط هالبيانات هنا. كان معك شنطة وحدة بس؟ عمر جا للمطار حامل شنطتين ثقيلتين. وأثناء التفتيش، العامل سأله عن كم شنطة معه فرد بتوتر. بعدين اكتشفوا إن وحدة من الشنط موب تبعه. ,Saudi
936," في يوم مشمس، الأب سأل عياله: ""تبغون تاكلون لحم، دجاج، ولا سمك؟"" العيال ردوا بحماس: ""نبغى سمك!"" راحوا كلهم للسوق يشترون سمك طازج. الأب طبخ الأكل بعناية واستمتع الجميع بوجبة لذيذة مع أصوات الطبيعة. ",Saudi
937, أحمد كان دايم يحب يجرب طرق جديدة لما يروح الدوام. في يوم من الأيام، قرر ياخذ طريق غير معتاد لما يرجع لبيته. في نص الطريق، اكتشف بيت شاي صغير حلو مستخبي بين الأزقة الضيقة. ومن يومها، صار يروح لذاك البيت شاي بشكل مستمر، يتمتع بتجاربه المختلفة في الذهاب والعودة. ,Saudi
938," يحيى كان يدور على مكان ياكل فيه سناك خفيف، سأل واحد: ""فيه مطعم سناكات هنا؟"" الرجال دلّه على مطعم صغير في آخر الشارع. يحيى شعر بالشكر وتوجه للمطعم، ولقى الأكل هناك طيب وصحي. ",Saudi
939, عذراً يا سيدي، أبغى أشوف بعض الأماكن السياحية في بوسطن. محمود جا من مصر يزورها. كان يحلم دومًا يشوف جامعة هارفارد ويتمشى في حديقة بوسطن العامة. صديقه يوسف اللي يعيش في بوسطن أخذه يتجول ويشوف أهم الأماكن. ,Saudi
940, في يوم من الأيام، قرر أحمد يتعلم الياباني. جاب له معاهد متخصصة وحصل وحدة قريبة من بيته. سجل في دورة مكثفة وكان يذاكر بجد كل يوم. بعد كم شهر، صار يقدر يتكلم ياباني زين وسوا قائمة باللغة عشان يثبت تطوره. ,Saudi
941, هذي الواحدة وخمس دقايق. أحمد صحى متأخر مرة عن دوامه. لبس ثيابه بسرعة وطلع يجري من البيت. وصل الدوام والمدير معصب عليه. بس أحمد قدم عرض قوي أعجب الكل ورجع يكسب ثقة مديره. ,Saudi
942," في يوم مغبر، علي وجد نفسه محتاج مساعدة عشان يصلح سطح بيته اللي تأذى من الرياح القوية. جاره محمد جا يعينه، ومع بعض شروا يشتغلون على إعادة بناء اللي انهدم. ويوم خلصوا العمل، علي حس بشكر كبير وقال لمحمد: ""تقدمت لي بالمساعدة، الله يعطيك العافية."" محمد ابتسم وأكد عليه أن الجيران لازم يكونون لبعض في العسر واليسر. ",Saudi
943, كان جميل دائمًا يشكي من ألم شديد في ركبته. يوم من الأيام، قرر إنه يروح للدكتور عشان يلقى له حل. بعد الكشف، كتب له الدكتور دوا قوي يخفف الألم. وبعد ما جميل أخذ الدوا، حس براحة ورجع يمارس حياته بشكل طبيعي. ,Saudi
944, منى كانت هي الممثلة المفضلة عند أحمد. كل مساء، كان يجلس يشوف أفلامها ومسلسلاتها. كان معجب بموهبتها وأسلوبها. أحمد كان دائمًا يحلم إنه يوم يقابلها ويعبر عن إعجابه. ,Saudi
945," في يوم، أحمد قرر يجيب هدية لأمه. راح للسوق وقال للبائع ""أبغى وحدة بيضاوية الشكل"". البائع اختار له قلادة حلوة تبرق تحت الشمس. أحمد رجع للبيت وأعطى الهدية لأمه اللي فرحت وابتسمت ابتسامة كبيرة. ",Saudi
946, في يوم من الأيام، خالد سأل رفيجه وش نوع الموسيقى اللي يعزفونها في الحفلة. رفيجه قاله إنها موسيقى الجاز. خالد انبسط لأنه يموت في موسيقى الجاز. قرروا يروحون سوا علشان يستانسون بأجواء الحفلة. ,Saudi
947, ما أحب هذا اللون، تكفى ورني لون ثاني. راح البايع جاب لون جديد. الحرمة شافته زين وابتسمت مستانسة. وأخيراً، اختارت فستانها المفضل باللون الجديد وطلعت من المحل مبسوطة. ,Saudi
948," كان فيه رجال يعيش في مدينة صغيرة وكان دايم يحب يروح السوق كل صباح. في يوم من الأيام، شاف صديقه القديم وقال له: ""تكفى خذني للسوق الصباحي."" الصديق وافق على طول واصطحبه يتمشون بين المحلات. تمشوا وتسامروا واشتروا بعض الأشياء قبل ما يرجعون لبيوتهم مستانسين. ",Saudi
949, إطار نظارتي انكسر. رحت للمحل عشان اصلحه بس كان مقفل. اضطريت أنتظر لليوم الثاني. ولما صلحوها، حسيت براحة لأني قدرت أشوف زين مرة ثانية. ,Saudi
950, في يوم حار من أيام الصيف، الساعة كانت تقرب على الثالثة العصر. الأطفال كانوا يلعبون في الحديقة، والشمس ترمي ظلالها الطويلة على الأرض. يوم دقت الساعة الثالثة، الجميع اجتمعوا عشان يحتفلوا بعيد ميلاد سارة. الضحك ملأ المكان، والبالونات الملونة تطير مع نسيم العصر الحلو. ,Saudi
951, زين. عندي مقعد يم الدريشة. هاه، إذا حبيتي نبدل المقاعد بعدين، يا آنسة. الآنسة أظهرت رغبة ووافقت تبدل مقعدها مع الرجال. طول الرحلة، كانت تناظر من الدريشة ومبهورة بالمناظر الجميلة. يوم وصلت، شكرت الرجال على كرمه وتمنت له رحلة سعيدة. ,Saudi
952, استمتعت بجولة الاستطلاع للأماكن السياحية في نيويورك أمس. بديت يومي بزيارة تمثال الحرية وصورت كثير صور تذكارية. بعدين رحت لجسر بروكلين وشفت منظر الغروب المبهر. ختمت جولتي بعشاء لذيذ في واحد من المطاعم على نهر هدسون. ,Saudi
953, شاف أحمد الشنطة الزرقاء في العرض وعجبته مرة. قرر يجمع فلوس عشان يشتريها. بعد شهر من الشغل الجاد، جمع المبلغ اللي يحتاجه. فرح بالشنطة لما اشتراها وصار يستخدمها في كل رحلاته. ,Saudi
954, اتصل أحمد بصاحب العمارة يوم انقطعت الكهرباء بغتة. استغرب كيف استجاب بسرعة وصلح الخلل في وقت قصير. شعر بالشكر لتصرف صاحب العمارة الطيب. ومن ذاك اليوم، صاروا ربع يتساندون في الأزمات. ,Saudi
955," أحمد كان شعره طويل وماهو مرتب، راح للحلاق عشان يسوي له قصة جديدة. قال للحلاق: ""اغسله بالشامبو ورتبه مثل ما هو الحين، لو سمحت."" بعد ما غسله ورتبه، صار شعر أحمد يبرق ويطالع مرة حلو. طلع من الكوافير وهو مستانس وواثق من شكله الجديد. ",Saudi
956, لما توصل هناك إسأل شخص ثاني، تكفى. ويوم وصل، لقى الساحة مليانة بالناس. تردد شوي في البداية لكن تذكر النصيحة. سأل رجال كبير في السن طيب، اللي دله بابتسامة على المكان اللي يدور عليه. ,Saudi
957, في يوم مشمس، واحد سأل عن أسرع طريق يوصل به لسان فرنسيسكو. شخص دله على طريق الكورنيش اللي يمر بمناظر جميلة. وهو يسوق، حس بسعادة كبيرة لأنه اختار هذا الطريق الزين. وأخيرًا، وصل للمكان اللي يبغاه بعد رحلة ممتعة ومريحة. ,Saudi
958," في واحد من الفنادق القديمة، الضيف سأل الموظف بأدب ""أقدر أحصل على مفتاح الغرفة رقم اثنين خمسة عشر؟"" بابتسامة، العامل عطاه المفتاح وقاله عن الخدمة الممتازة حقت الغرف. الضيف حس بالراحة والأمان لما دخل الغرفة الكبيرة والمريحة. والصبح، شكر الضيف الموظفين على طيب الضيافة ووعد يرجع مرة ثانية. ",Saudi
959," في يوم زين ومشمس، فاطمة راحت للحديقة عشان تستانس بالجو. هناك، شافت رجل يمسك كاميرا احترافية. فاطمة جاته وقالت بأدب ""عفواً، ممكن تصورني شوي صور؟"" الرجال ابتسم ووافق، وصور لها كم صورة ممتازة خلت يومها أجمل. ",Saudi
960, بس اكتب رقم الغرفة ووقع هنا. ولما وقع الرجال، ناظر الموظف بقلق. ما كان عارف إن توقيعه بينقله لعالم غريب. لقى نفسه في غرفة مليانة ألغاز ولازم يحلها عشان يرجع. ,Saudi
961," في محل ملابس، أحمد اشترى قميص جديد لكن اكتشف إن المقاس مو مناسب. رجع للمحل وقال للبايع: ""اللون زين، بس المقاس مو صحيح. تقدر تغيره في خلال ساعة؟"" البايع وافق ووعده يبدل القميص بالمقاس الصحيح. أحمد ارتاح لأن الخدمة كانت سريعة وميسرة. ",Saudi
962, بنكون في انتظارك في ذاك اليوم. ولما تجي، بتلقى إننا حضرنا لك مفاجأة كبيرة. بتعيش معنا أحلى الأوقات، والذكريات اللي بنصنعها بتكون خالدة بالأذهان. ,Saudi
963, عندنا اللي يكفينا نستمر يومين. لكن القروب قرر يدور على زيادة في الأكل. وأثناء بحثهم، لقوا شجرة فواكه كثيرة. فشعروا بالشكر وتطلعوا لمستقبل أفضل. ,Saudi
964, ما أقدر أفهم هذا الشيء. علي راح للدكتور يسأله عن حالته إيش السبب. الدكتور شرح له المشكلة بطريقة يسيرة. علي رجع لبيته مرتاح البال وفاهم كل شيء. ,Saudi
965," كان يحيى مسافر بعيد عن ديرته، وضيع الطريق مرة. قال لنفسه ""كيف أقدر أرجع مره ثانية للمكان اللي أبغى أروح له؟"" استخدم خريطة قديمة لقاها في شنطته، وبعد مجهود استطاع يلقى طريق الرجعة. ",Saudi
966," كان فيه تاجر يسأل محاسبه: ""هذا معفى من الضرائب؟"" رد عليه المحاسب إن النظام يعفي بعض المنتجات. فقرر التاجر يتوسع في تجارة البضائع اللي معفاة علشان يزيد أرباحه. ومع الوقت، صارت تجارته أكثر نجاح في المدينة. ",Saudi
967, الفريقين كانوا متعادلين، والوقت يمشي. طبعاً، لازم يلعبون أوقات إضافية عشان ينهون التعادل. اللاعبين بذلوا جهود كبيرة، والجمهور كان يشجع بحماس. وأخيراً، أحمد سجل الهدف الفاصل وانتهت المباراة بفوز مشوق. ,Saudi
968, كان فيه شاب يبغى يطوّل اليوم لـ ٢٤ ساعة. قضى وقته يدور على طريقة تخليه يسوي كذا. لقى في الآخر ساعة سحرية تعطيه اللي يبغى. صار يعيش يومه مبسوط، بس عرف إن الوقت ما زال غالي. ,Saudi
969," في يوم من الأيام، الأستاذ طلب من الطلاب يتهجوا كلمة ""مغامرة"". يوسف رفع يده وبدأ يتهجى الكلمة بثقة. ولما انتهى، الأستاذ صفق له معجب بقدرته على التهجي. يوسف حس بالفخر، والطلاب الثانين تشجعوا وشاركوا بحماس. ",Saudi
970, راح أحمد للمحل يشتري بعض الأغراض. يوم خلص، البايع عطاه الحساب. خذ هالدولارين، قال أحمد، والباقي احتفظ فيه. البايع شكره على سخاؤه وودعه بابتسامة. ,Saudi
971," كان خالد يشعر بالجوع الشديد، فسأل أمه: ""متى يكون الغداء؟"" أمه ابتسمت وقالت: ""بعد نصف ساعة يا ولدي."" فقرر الجلوس في الحديقة يقرأ كتابه المفضل لين يحين وقت الغداء. ولما جا الوقت، نادته أمه وشاف السفرة فيها أكلات مرة لذيذة. ",Saudi
972," كان فيه رجال يبغى يشتري سيارة جديدة، بس يوم شاف الأسعار قال ""آسف، هذا كثير عليّ"". قرر يصلح سيارته القديمة بدال ما يشتري جديدة. بعد التصليح، السيارة صارت تشوفها كأنها جديدة. وفهم إن القيمة مو بس في الجديد، ولكن في الشيء اللي يخدمنا صح. ",Saudi
973, بديت رحلتي بدري عشان أوصل لساحة يونيون، بس واجهتني صعوبة في معرفة الطريق. سألت واحد من الناس اللي مروا جنبي ودلني بكل ذوق على الطريق الصح. وبعد ما مشيت كثير، وصلت للساحة وأنا مستانس لأني ما تأخرت. ,Saudi
974, في يوم مشمس، أحمد قرر يأجر سيارة عشان يستكشف المدينة. تقدر تستفسر من مكتب التأجير الي هناك. بعد ما تمشى واستمتع بمعالم المدينة، لقى أحمد مطعم تراثي يتعشى فيه. ختم يومه بقصة ممتعة يقولها لأصدقائه. ,Saudi
975, ماجد ولينا راحوا يجمعون الأغراض اللي طُلبت منهم. حملوا الأكياس الثقيلة بصعوبة. وصلوا لعمال النظافة وسلموهم الأغراض. العمال شكروهم على المساعدة وابتسموا. ,Saudi
976, في يوم من الأيام، قررت أروح إجازة في الجبل. حصلت نفسي أتنفس هواء نقي وأستمتع بمنظر الطبيعة الجميل. وأنا أتمشى، قابلت شوية من أهل القرية الطيبين عزموني على شاهي. حسيت بفرحة كبيرة وودي الإجازة ما تنتهي. ,Saudi
977, لا . أنا ناوي أزور باريس في طريقي الرجعة لديرتي . ناوي أستغل الفرصة عشان أشوف برج إيفل وأتمشى على ضفاف نهر السين. بعد كذا بدور على أطعم الأكلات الفرنسية وأجرب النكهات المحلية. وفي النهاية، بشتري هدايا تذكارية لأهلي وأصحابي. ,Saudi
978, كان أحمد يفكر إذا بياخذ أخته معه في رحلته للرياض. بتاخذها معاك ولا لازم نرسلها؟ سألته أمه وهي قلقة. قرر أحمد في النهاية ياخذها معه عشان تستانس بالمغامرة. وكذا، صارت الرحلة أحلى وهي معه. ,Saudi
979, محمود لاحظ زيادة البرامج اللي تتكلم عن الطبخ. قرر يصير واحد من الخبراء وبدأ يتعلم الطبخ بجدية. تعب واجتهد لين ما اتقن الوصفات العالمية. وأخيراً، قدر يطلع في برنامج تلفزيوني معروف ويشوف الناس مهاراته. ,Saudi
980, صارت قصة غريبة من حوالي ست ساعات. فيه حرامي حاول يدخل يسرق بيت في الحي القديم. بس الجار كان صاحي ولاحظ الحركة الغريبة. دق على الشرطة على طول، وامسكوا الحرامي بسرعة. ,Saudi
981, رحلة دلتا رقم واحد واحد اثنين تأخرت عن موعد الصعود. الركاب انتظروا في الصالة وهم متوترون. مع مرور الوقت بدأت الأعصاب تشتد. الشركة أعلنت موعد جديد للإقلاع. وأخيراً، الجميع صعد للطائرة وانطلقت الرحلة. ,Saudi
982," في ليلة باردة، امرأة دقت على باب الفندق وسألت البواب ""تقدر تعطيني اثنين لليلة؟"" البواب ابتسم وقال ""أبشري، نقدر نوفر لكم غرفة لشخصين"". المرأة شكرته وقالت له إنها وزوجها يحتفلون بعيد زواجهم العاشر. الصباح اللي بعده، خلت المرأة ملاحظة شكر عند الاستقبال ومشت هي وزوجها وهم مبسوطين ومرتاحين. ",Saudi
983, في يوم من الأيام الحارة في الصيف، الأستاذ خالد اكتشف إن شركة التأمين حقته تعرضت للسرقة. عصب وقرر يبلغ الشرطة على طول. بعد ما الشرطة قاموا بالتحقيق، اتضح إن الموظف الجديد هو الي سرق الشركة. خالد استرجع الفلوس المسروقة وكان ممتن لسرعة استجابة الشرطة. ,Saudi
984, بما أني ما كنت شاطر في استخدام الكاميرا، قررت أشتري وحدة جديدة سهلة في الاستخدام. بعد ما بحثت وقارنت، لقيت النوع اللي يناسبني. النتائج كانت مذهلة، صرت أقدر أصور صور مرة حلوة بدون مشقة. وبهالكاميرا، صار التصوير هوايتي المفضلة وتطورت مهاراتي كثير. ,Saudi
985," وصل الشاب اللي كان مسافر للمحطة متأخر، وما كان يدري إذا هذا هو الرصيف الصح لنيويورك ولا لا. سأل واحد من الناس: ""هل هذا هو الرصيف الصح لنيويورك؟"" الرجال ضحك وقال له إيه وأشر له على القطار اللي كان بيستعد يقلع. الشاب ارتاح وركب القطار بآخر لحظة، متجه لمغامرته الجديدة في نيويورك. ",Saudi
986, في يوم مشمس زين، أحمد قرر يستغل إجازته ويروح للشاطئ. استمتع بإجازتك، قالت له أمه وهي تودعه. على الشاطئ، سوا قلعة رملية كبيرة وشارك في مباراة الكرة الطائرة. رجع للبيت مع شعور بالسعادة والراحة اللي كان ينتظرها. ,Saudi
987, كان فيه رجال يبغى يشتري شوية شاش عشان يصلح خيمته. راح للسوق يدور على بائع مختص. لقى الشاش اللي يبغاه وبسعر زين. اشتراه ورجع يصلح الخيمة بيده. ,Saudi
988, كان فيه واحد جوعان مرة، قرر يطلب بطاطس مشوية من المطعم اللي يحبه. ويوم جاته البطاطس، لقاها مغطاة بقشدة حامضة لذيذة. استمتع بكل لقمة، وحس برضا كامل. ومن بعد هذاك اليوم، صارت البطاطس المشوية أكلته المفضلة. ,Saudi
989, كان فيه رجال يطالع في ساعته كل عشر دقائق وهو متوتر جداً. كان ينتظر مقابلة وظيفية مهمة راح تغير حياته. مع مرور الوقت، بدا التوتر والقلق يزيد عنده. وأخيراً، وصل الشخص اللي كان ينتظره والرجال ابتسم مرتاح. ,Saudi
990," الشاب دخل المطعم وهو جوعان، وطلب من الويتر: ""أبغى واحد هامبرجر وواحد شيز برجر، لو سمحت"". وهو جالس ينتظر، جاه صديقه القديم وقعد معه على الطاولة وسولفوا. ضحكوا من قلوبهم واكلوا مع بعض وهم مستانسين، لأن الأكل يجمع الأصدقاء دايم. ",Saudi
991," أحمد جا للأستوديو بدري عشان يعدل صور الفيلم. المدير سأله: ""كم تأخذ عشان تعدل صور الفيلم؟"" أحمد رد بثقة: ""أخذ مية دولار لكل ساعة عمل."" المدير وافق على طول ومدح مهارة أحمد. ",Saudi
992, كل واحد فينا يبغى يحاسب على وجبته. في يوم من الأيام، قررت مجموعة من الأصحاب يروحون مطعم فخم. بعد ما خلصوا من الأكل، كل واحد منهم أصر على دفع الحساب. وتحولت السالفة لموقف محرج وكلهم بدؤوا يتسابقون يطلعون محافظهم. ,Saudi
993, أحمد قام بدري عشان يسدد الفاتورة زي ما وعد. لقى الشوارع فاضية والجو بارد. دخل المحل وقدم الفلوس للبائع وهو يبتسم. حس بالراحة لأنه وفى بوعده. ,Saudi
994," كان أحمد ناوي يروح السوق يشتري بعض الاغراض. في الطريق قابل جاره محمد، فعرض عليه محمد يروحون مع بعض. أحمد ابتسم ووافق، وقال ""أنا بعد رايح هناك. وش رايك نأخذ ليموزين سوا؟"". وراحوا مع بعض وتبادلوا السوالف طول الطريق. ",Saudi
995," جاء خالد لبيت صديقه أحمد وتلقى ترحيب كبير. ""تفضل الكرسي وارتاح. تبغى أجيب لك شيء تشربه؟ قهوة، شاي ولا صودا؟"" قال أحمد وهو مبتسم. اختار خالد قهوة ممتازة وجلسوا يتسامرون عن أيام الطفولة. انتهى اليوم بشعور عظيم من الصداقة والمودة. ",Saudi
996," في يوم مشمس، الولد قال لأمه: ""إنه شيء رائع منك إنك تقولين كذا"". الأم ابتسمت بحنان وضمته قوي. الولد حس بالسعادة والأمان في حضن أمه. ومن ذاك اليوم، وعدوا بعض دوم يشاركون مشاعرهم الإيجابية. ",Saudi
997, المكان كان على كرسي في البهو. وحدة امرأة لقت شنطة جلد متروكة ورا الكرسي. نادت على الحارس يسأل عن صاحب الشنطة. بعد ساعات، جاء رجل يركض يدور على شنطته الضايعة وشكر الكل على أمانتهم. ,Saudi
998, في مطعم فاخر، طلب أحمد طبق لحم بقر مشوي. وهو ينتظر، شم ريحة البهارات الطيبة اللي تجي من المطبخ. الجرسون جاب الطبق المعد بعناية، ويوم ذاق أحمد اللحم، غمض عيونه مستانس بالنكهة الزينة. أحمد ترك بقشيش وافر شاكرًا الشيف على مهارته الكبيرة. ,Saudi
999," الكل في البيت كان يستعد لوصول الضيوف. الأم سوت أطباق لذيذة وحلى، والأب كان يزين الصالة. الجدة سألت بفضول: ""بتكون المائدة جاهزة؟"" رد الجميع بصوت واحد: ""إيه، بتكون جاهزة في الوقت المطلوب"". ",Saudi
1000, هي في آخر القاعة. باجيب لك شوية منها حالاً. إذا تريد أي شي آخر بس قل لي. ولما رجعت، لقته مشى من دون ما يودع. حست بحيرة وهم، كانت جايبة له هدية اللي يحبها. بدأت تدور عليه في كل مكان في البناية، تصيح باسمه بصوت عالي. وأخيرًا، لقته في البستان يشوف النجوم، ابتسمت وقدمت له الهدية.,Yemeni
1001," في يوم من الأيام، كان هناك واحد نجار اسمه أحمد. دايماً كان يسأل الزباين ""هل تقومون بعمل تعديلات؟"" علشان يتأكد إنهم مرتاحين من الشغل. في مرة، جاء له زبون يريد يعدل في طاولة باش تتناسب مع بيته الجديد. أحمد تعب كثير في التعديل وفي الآخر، الزبون عبر عن شكره لأحمد على مهارته ودقته.",Yemeni
1002, في واحد من المطاعم الفخمة، أحمد وأهله طلبوا نريد طاولة جنب الدريشة باش يستمتعوا بالمنظر الجميل. لما جلسوا، الأهل بدأوا يختاروا الأكل من القائمة. وهم يتعشوا، مرت مجموعة من الطيور الزينة قدام الدريشة، وذلك زاد العشاء لذة. انتهوا من الأكل وهم فرحانين بالتجربة الزينة اللي عاشوها هناك.,Yemeni
1003, هناك، قدام بيت السائح بالضبط، وقف قط أسود يشوف له بفضول. لما السائح فتح الباب، القط دخل من غير تردد. السائح لقى نفسه يبتسم، عشان شاف في عيون القط حكايات مغامرات ما حد قالها. ومع مرور الأيام، صار القط صاحبه في كل سفراته ومغامراته.,Yemeni
1004, ماسمعتش بالعنوان هذا من قبل هنا جنبنا. سألت الناس في الحارة عنه بس ماحد عرفه. قررت أبحث عنه في الخرائط القديمة اللي في المكتبة. وفي الآخر، لقيت العنوان مخبى في واحدة من الكتب النادرة.,Yemeni
1005, استمر بالمشي في هذا الطريق حتى تجد صيدلية. لما وصل للصيدلية، لقى إنها مقفلة. شعر بخيبة أمل بس قرر ينتظر. بعد ساعة، الصيدلي فتح الباب واستطاع يشتري الدوا.,Yemeni
1006, في يوم من أيام الربيع، لاحظت ليلى أن اللون الأخضر بدأ يظهر في كل محل. قررت تشتري فستان جديد بنفس اللون عشان تتابع الموضة. ولما لبسته في العرس، كل الناس انتبهوا لجمالها. ومن ذاك اليوم، الأخضر صار لونها المفضل في كل الفصول.,Yemeni
1007, خالد كان دائمًا يسافر كثير لعمله في التجارة الدولية. في وحدة من سفراته، لقي بتاجر من بلد ثاني وصاروا أصحاب. في حالتي، عادة أسافر من أجل الشغل وقليل من أجل الاستمتاع. لكن هذه المرة، خالد قرر يأخذ يوم يتنزه ويشوف المدينة مع صديقه الجديد.,Yemeni
1008, باقعد يومين في بيت جدي القديم. لقيت هناك صندوق مليان بالذكريات. قضيت ساعات أتفرج على الصور والرسايل. حسيت بشوق شديد للأيام اللي مضت.,Yemeni
1009, ليلى تريد تعمل شعرها كيرلي دقيق، فقررت تزور صالون التجميل المعروف في المدينة. لما وصلت، فسرت للمصففة بالضبط شو تريد. بعد ساعات من الشغل، شافت شعرها في المراية وأعجبها الشكل الجديد كثير. حست بالثقة والفرحة، وصارت محط الأنظار في كل مكان تروح له.,Yemeni
1010," في يوم مشمس، أحمد وأسرته قرروا يذهبوا لرحلة على البحر. قبل الرحلة بأسبوع، قال أحمد ""أريد أحجز لي غرفتين مزدوجتين"". لقى فندق حلو يطل على البحر وحجز فيه. الأسرة استمتعت بالوقت، وكانت العطلة ناجحة.",Yemeni
