MSA,Moroccan,lang
 في يوم من الأيام، كان هناك شاب يعمل بجد لتحقيق حلمه. استمر في السعي خلف طموحاته رغم الصعاب التي واجهها. وبعد سنوات من العمل الشاق، أصبح أخيرًا مديرًا لشركته الخاصة. شعر بفخر عظيم لأنه لم يستسلم أبدًا. , كان كاين شي ولد كيخدم بزاف باش يحقق حلمو. مازال كيكافح وراء طموحاتو حتى مع الصعوبات اللي لقا. وبعد عامات من الخدمة الصعبة، ولى أخيرا مدير لشركتو الخاصة. حس بفخر كبير حيت ما استسلمش أبدا. ,Moroccan
 ها نحن قد وصلنا، هذا هو فندقك. توجه الرجل إلى الاستقبال لتسجيل الدخول. وجد غرفته مريحة وذات إطلالة جميلة. استلقى على السرير مستعدًا لقضاء ليلة هادئة. , وصلنا، هادا هو الفندق ديالك. الراجل مشى للإستقبال باش يدير الشيك إن. لقى البيت ديالو مريح وبمنظر زوين. تخشى على الناموسية واستعد يقضي ليلة هانية. ,Moroccan
 بدأت المباراة في الساعة السابعة مساءً. تجمع الجمهور في المدرجات يهتفون بحماس. لعب الفريقان بمهارة عالية والنتيجة كانت متقاربة. في النهاية، فاز الفريق المضيف بفارق نقطة واحدة. , بدات الماتش ديال كورة السلة على السبعة ديال العشية. الناس جمعو فالمدرجات كيشجعو بشوق. الفرقتين لعبو مزيان والنتيجة دارت قريبة. فالتالي، الفريق ديال الدار فاز بفرق نقطة وحدة. ,Moroccan
 صباح الخير. كيف حالك؟ استيقظ عمر باكرًا وقد امتلأ قلبه بالحماس ليوم جديد. تناول إفطاره بسرعة وخرج للقاء أصدقائه في الحديقة. لعبوا كرة القدم وتمتعوا بالضحك والمرح. وفي نهاية اليوم، عاد عمر إلى منزله وهو يشعر بالسعادة والامتنان للحظات الجميلة التي قضاها. , صباح الخير. كيف داير؟ عمر فاق بكري وكان متشوق بزاف لنهار جديد. شرب قهوتو بزربة وخرج يلقى صحابو فالحديقة. دارو ماتش ديال الكورة وضحكو وتمتعو. وفي آخر النهار، رجع عمر لدارو وهو فرحان وشاكر لي لحظات زوينة اللي عاشها. ,Moroccan
" في يوم مشمس، قرر أحمد أن يذهب في نزهة إلى الحديقة العامة. وصل إلى البوابة وتفاجأ عندما طلب منه الحارس أن يقدم دليل هوية. قال أحمد معتذرًا، ""أسف أنني بحاجة إلى أن أطلع على أي مستند لتحديد الهوية."" بعد البحث في جيوبه، وجد بطاقته الشخصية ودخل الحديقة بسعادة. "," فنهار مشرق بالشمس، أحمد قرر يمشي يتسارى فالحديقة العمومية. وصل للباب وتفاجئ ملي الحارس طلب منو يوريه شي حاجة تعرف عليه. أحمد قال بالأسف: ""سمح ليا، خاصني نوري شي ورقة تعرف بيا."" دار فجيوبو ولقى بطاقتو الوطنية ودخل الحديقة فرحان. ",Moroccan
" في أحد الأيام، زار أحمد معرضاً للفن الحديث وتأمل اللوحات بإعجاب. عندما وقف أمام لوحة غريبة الأشكال، شعر بحيرة وفضول. سأل الفنان عن معنى اللوحة، فأجابه بسؤال ""ماذا كان انطباعك؟"". بعد تفكير عميق، أدرك أحمد أن الفن يتجاوز الكلمات ويتحدث مباشرةً إلى الروح. "," واحد النهار، أحمد زار معرض ديال الفن العصري وتأمل اللوحات بإعجاب. ملي وقف قدام وحدة اللوحة اللي كانت عجيبة بأشكالها، حس بالحيرة والفضول. سول الفنان على معنى ديال اللوحة، جاوبو بسؤال ""ماذا كان انطباعك؟"". بعد تفكير، عرف أحمد بللي الفن كيتجاوز الكلام وكيحكي مباشرة للروح. ",Moroccan
 بالتأكيد، سأحتسي القهوة بعد العشاء. جلس محمد في الشرفة يتأمل النجوم، وفي يده كوب القهوة الساخن. استغرق في التفكير بقصص الأجداد وحكايات الزمن الجميل. ومع كل رشفة، شعر بدفء الذكريات يعود به إلى الماضي. , آكيد، غادي نشرب القهوة بعد العشاء. محمد جلس ف البالكون كيشوف ف النجوم، كاين شاد ف يدو كاس ديال القهوة السخونة. بدا كيتأمل ف الحكايات ديال الجدود و ليالي زمان الزوينة. ومع كل شربة، كيحس بالدفا ديال الذكريات كيجرّو للماضي. ,Moroccan
 إنني سأستقل الرحلة الجوية رقم اثنى عشر المتجهة إلى طوكيو. وصلت المطار مبكرًا، وأتممت إجراءات السفر بسلاسة. جلست في الطائرة متأملاً المناظر الجميلة من النافذة. بعد ساعات، هبطنا في طوكيو وكانت الإثارة تغمرني. , غادي نمشي بالطيارة نمرة اثنى عشر لطوكيو. وصلت للمطار بكري وكملت الإجراءات بلا مشاكل. جلست فالطيارة كنتفرج من النافذة على المناظر زوينة. ومورا شحال من ساعة، حطينا فطوكيو وأنا فرحان بزاف. ,Moroccan
 أراد جمال أن يجري مكالمة دولية ليطمئن على أخيه الذي يعيش في بلد بعيد. عندما وصل إلى الهاتف، اكتشف أن الخدمة معطلة بسبب عاصفة شديدة. شعر بالقلق الشديد ولكنه قرر أن يحاول مرة أخرى بعد ساعات. وأخيرًا، تمكن من الاتصال وسمع صوت أخيه يطمئنه أن كل شيء على ما يرام. , جمال بغا يدير مكالمة دولية باش يطمن على خوه لي ساكن فبلاد بعيدة. ملي مشى للتيليفون، كشف بللي الخدمة مقطوعة حيت العاصفة قوية. حس بقلق كبير ولكن تقرر يحاول مرة أخرى من بعد. أخيرا، قدر يتصل وسمع صوت خوه اللي قال ليه كلشي بيخير. ,Moroccan
 في أحد الأيام، وجد علي محفظة في الشارع وكانت ممتلئة بالنقود. احتار علي في الأمر وقرر أن يبحث عن صاحب المحفظة. بعد خمسة أشهر من البحث، استطاع علي أن يجد صاحب المحفظة وأعادها إليه. شعر صاحب المحفظة بسعادة غامرة وقدم لعلي مكافأة تقديراً لأمانته. , فنهار، علي لقى جيب فالزنقة معمّر بالفلوس. كان محتار وعزم يقلّب على صاحب الجيب. من بعد خمسة شهور ديال البحث، علي نجح يلقى صاحب الجيب وردّو ليه. صاحب الجيب فرح بزاف وعطا لعلي جائزة حيت قدّر أمانتو. ,Moroccan
 كان السوق يقام في المدينة كل يوم جمعة. في ذلك اليوم، يأتي الناس من كل حدب وصوب لشراء الحاجيات. تعج الأسواق بالباعة والمشترين وصخب الأصوات. وكان علي يحرص دائماً على أن يكون أول الواصلين ليحصل على أفضل البضائع. , كان السوق كيتعقد فالمدينة كل عواشر. فهاد النهار، الناس كيجيو من كل بلاصة باش يشريو لي بغاو. السوايق كتعمر بالبايعة والشارين وداك الدوي ديال الصوت. وعلي ديما كيحرص يكون أول واحد يوصل باش ياخد أحسن السلع. ,Moroccan
" في يومٍ مشمسٍ، خرجت ليلى لشراء ملابس جديدة. وجدت ثوباً أزرقاً رائعاً وسألت البائع: ""أي نوع من الملابس هذا؟"" فأجابها بابتسامة: ""هذا ثوب من الحرير الخالص."" شعرت ليلى بالسعادة لأنها وجدت ما كانت تبحث عنه بالضبط. "," فنهار مشرق، خرجت ليلى باش تشري لباس جديد. لقات قفطان أزرق زوين وسولت البائع: ""شنو هاد النوع من اللباس؟"" جاوبها كيضحك: ""هادا قفطان من الحرير الصافي."" ليلى فرحات بزاف حيت لقات داكشي لي كانت كتقلب عليه. ",Moroccan
 كانت الغرفة باردة إلى حد ما، فطلبت من الخادم أن يشعل النار في الموقد. بمجرد أن اشتعلت النار، بدأ الدفء ينتشر في المكان. جلست السيدة في كرسيها المريح وهي تحتسي قهوتها الساخنة. شعرت بالراحة والامتنان للخادم الذي استجاب لطلبها بسرعة. , البيت كان شوية بارد، فطلبت من الخادم يشعل العافية في الكانون. حينما بدا العافية يشتعل، الدفا بدا يتفرق في البلاصة. السيدة جلسات في كرسيها المريح وهي كتشرب قهوتها السخونة. حست بالراحة وعطات الشكر للخادم للي جاوب لطلبها بالزربة. ,Moroccan
 في يوم مشمس، ذهب خالد إلى السوق ليشتري جل مصفف للشعر. وجد متجراً صغيراً يبيع ما يريد، فدخل واختار أفضل نوع متوفر. بعد أن دفع ثمنه، شعر بالحماس لتجربته على شعره. وعندما عاد إلى المنزل، استخدم الجل ونظر إلى المرآة فابتسم راضياً عن مظهره الجديد. , فنهار مشرق، خالد مشى للسوق باش يشري جيل لتصفيف الشعر. لقى حانوت صغير كيبيع لي بغا، دخل واختار أحسن نوع موجود. مورا ما خلص الثمن، حس بشوية ديال الإثارة باش يجربو على شعرو. ومللي رجع لدار، دار الجيل وشاف راسو فالمراية وتبسم راضي باللوك لجديد ديالو. ,Moroccan
 أسف، هذا المكان محجوز بالفعل. وقف خالد مذهولاً وهو يرى اسمه مكتوباً على الكرسي المحجوز. تساءل كيف عرفوا بقدومه مع أنه لم يخبر أحداً. في النهاية، اكتشف أن صديقه قد حجز له المكان كمفاجأة. , سمح ليا، هاد البلاصة محجوزة من قبل. وقف خالد مصدوم وهو كيشوف سميتو مكتوبة على الكرسي لي تحجز. كيفاش عرفو بلي غادي يجي وهو ما قال لحتى واحد. في الأخير، عرف بلي صاحبو هو لي حجز ليه البلاصة باش يفاجئو. ,Moroccan
" في أحد المطاعم الراقية، جلس فارس وصديقته ينتظران النادل. حينما جاء النادل، قال فارس بأدب: ""هل لنا أن نطلع على القائمة؟"" بعد أن قدم النادل القائمة وجدا أن الأصناف متنوعة وشهية. تمنيا لو يستطيعان تجربة كل الأطباق. "," فواحد من المطاعم الفخمة، فارس وصاحبتو كانوا جالسين كيتسناو السرفور. ملي جا السرفور، فارس سولو بلطف: ""واش ممكن نشوفو القائمة؟"" من بعد ما عطاهم السرفور القائمة، لقاو بللي الأطباق متنوعة وكتشهي. بغاو يجربو كلشي فالقائمة. ",Moroccan
 كان هناك شاب يبحث عن بدلة لحضور حفل زفاف صديقه. عندما وصل إلى المتجر، وجد أن مقاسه ستة، وهو مقاس نادر وصعب العثور عليه. بعد بحث طويل، وجد بدلة أنيقة تناسبه تماماً. شعر بسعادة غامرة وذهب إلى الحفل وهو يشعر بالثقة والفخر. , كان هناك ولد كيقلب على كوستيم باش يمشي لعرس صاحبو. ملي وصل للحانوت، لقى راسو باغي مقاس ستة، وهادا مقاس قليل وصعيب تلقاه. بعد ما دار بزاف، لقا كوستيم زوين بزاف لي جاه على قده. فرح بزاف ومشى للعرس وهو حاس بالثيقة والفخر. ,Moroccan
" في إحدى الليالي المظلمة، وجد أحمد نفسه ضائعًا في الغابة. كان قلقًا للغاية وأدرك أن الوضع جدي. نظر حوله يائسًا بحثًا عن مساعدة، وتذكر صديقه القديم الذي يمتلك خبرة في البرية. ""أنا بحالة جدية، لكن هل تمانع في الاتصال بصديق؟""، فكر أحمد وهو يحاول العثور على إشارة هاتف. "," فواحد الليلة الضلمة، أحمد لقى راسو ضايع فالغابة. كان خايف بزاف وعرف بللي الوضع خطير. دار يقلب حوليه باغي يلقى شي مساعدة، وتفكر صاحبو القديم لي عندو تجربة فالبرية. ""أنا فحالة خطيرة، ولكن واش ممكن نتاصل بصاحب؟""، هكذا كان تيفكر أحمد وهو كيحاول يلقى ريزو لتيليفون. ",Moroccan
 في يوم من الأيام، وجد علي محفظة مليئة بالمال في الشارع. قرر علي أن يبحث عن صاحب المحفظة ليعيدها. بعد البحث طويلاً، استطاع أن يجد صاحب المحفظة وهو رجل عجوز. شكر الرجل علي كثيراً وقدم له مكافأة لأمانته. , واحد النهار، لقى علي جيبة مليانة بالفلوس فالزنقة. قرر علي يقلب على مول الجيبة باش يرجعها ليه. بعد القلب بزاف، قدر يلقى مول الجيبة، وهو شي راجل كبير. الراجل شكر علي بزاف وعطاه جائزة حيت الأمانة ديالو. ,Moroccan
 كان هناك رجل يحاول إيقاف سيارة أجرة في الشارع. لكنه تذكر أن السيارات لا تقف إلا في الموقف المخصص. فتوجه إلى موقف السيارات وانتظر بصبر. وبعد قليل، تمكن من ركوب سيارة أجرة وذهب إلى وجهته. , كان كاين واحد كيحاول يوقف طاكسي فالزنقة. ولكن تفكر بللي الطاكسي ما كتوقف غير فالمحطة ديالها. مشى للمحطة وتسنى بالصبر. ومن بعد شوية، قدر يطلع فطاكسي ومشى لبلاصتو. ,Moroccan
 في إحدى رحلاته، قرر أحمد البحث عن فندق اقتصادي حيث أن ميزانيته لا تتجاوز الخمسون دولاراً في الليلة. وجد فندقاً صغيراً في قلب المدينة يلبي حاجاته. كانت الغرفة نظيفة ومريحة، والموظفون ودودون. استمتع أحمد بإقامته وتمكن من اكتشاف العديد من معالم المدينة بميزانية محدودة. , فواحد من سفراتو، قرر أحمد يقلب على شي فندق اقتصادي حيت ميزانيتو ما كتفوتش الخمسين دولار لليلة. لقا فندق صغير فوسط المدينة كيجاوب لحاجياتو. الغرفة كانت نقية ومريحة، والعاملين كانو مليحين. أحمد استمتع بإقامتو وقدر يزور بزاف ديال الأماكن فالمدينة بميزانية محدودة. ,Moroccan
" في أحد الأيام، قررت مجموعة من الأصدقاء الذهاب في رحلة إلى الجبال. وأثناء التجول، اقترح أحدهم قائلاً: ""هل سنأخذ صورة معا؟"" فوافق الجميع وابتسموا للكاميرا. وعندما عادوا، شاركوا الصورة على مواقع التواصل وأصبحت ذكرى جميلة تجمعهم. "," فنهار، قررات شي جمعة ديال صحاب يمشيو لشي جبل باش يتمتعو. وهوما كيدورو، واحد منهم قال: ""غادي نتصورو كاملين؟"" جميع وافقو وبتاسمو للكاميرا. مللي رجعو، بارطاجو الصورة على الانترنيت وولات ذكرى زوينة خلاتهم مجموعين. ",Moroccan
" كان أحمد يريد إرسال طرد إلى صديقه في الخارج، فذهب إلى مكتب البريد وسأل الموظف: ""كم تبلغ رسوم هذه الخدمة؟"". أجابه الموظف بابتسامة: ""خمسون ديناراً فقط"". شعر أحمد بالسعادة لأن الرسوم كانت أقل مما توقع، فدفع المبلغ وشكر الموظف على مساعدته. "," أحمد بغا يشد طرد لصاحبو اللي ساكن برا، مشى للبريد وسول الخدام: ""شحال كتكلف هاد الخدمة؟"". الخدام ضحك وقال ليه: ""غير خمسين درهم"". أحمد فرح حيت الثمن كان أرخص من لي كان متوقع، عطى الفلوس وشكر الخدام على مساعدتو. ",Moroccan
 في الربع الأخير من العام، شهدت شركة الألعاب ارتفاعاً في المبيعات بأمريكا الشمالية بنسبة ستة بالمائة. وقد عزت الشركة هذا النجاح إلى إطلاق لعبة جديدة أثارت إعجاب الجمهور. الزيادة في الأرباح سمحت للشركة بتوسيع نطاق عملها وتوظيف المزيد من المطورين. في النهاية، أصبحت الشركة رائدة في صناعة الألعاب بالمنطقة. , فآخر تلت مشهور ديال العام، شركة الألعاب في أمريكا الشمالية عرفات زيادة في المبيعات بسيتة في المية. الشركة قالت هاد النجاح جا من ورا لعبة جديدة خرجات وعجبات الناس بزاف. الربح اللي زاد خلا الشركة توسع خدمتها وتخدم مزيد من المطورين. وفالأخير، صارت الشركة رائدة في صناعة الألعاب في المنطقة. ,Moroccan
" في يوم مشمس، سأل يوسف صديقه عمر: ""من هو أفضل صديق لك؟"" فابتسم عمر وأجاب: ""أنت يا يوسف، لأنك دوماً تقف بجانبي"". ومنذ ذلك اليوم، أصبحت صداقتهما أقوى وتعاهدا على الوفاء والإخلاص. وكلما واجها تحدياً، تذكرا هذه اللحظة وتجاوزا الصعاب معاً. "," فنهار مشرق، يوسف سول صاحبو عمر: ""شكون أحسن صاحب ليك؟"" عمر تبسم وجاوب: ""نتا يا يوسف، حيت ديما كتكون حدايا"". ومن ديك الساعة، صداقتهم صارت أقوى وتواعدو يكونو أوفياء لبعض. وكلما تقابلو مع مشكلة، كانو كيتفكرو هاد اللحظة وكيتجاوزو الصعاب معا. ",Moroccan
 في أحد الأيام، اكتشف يوسف أن هناك بطولة سومو في أمريكا، فقرر المشاركة. بعد تدريب شاق، استطاع يوسف الوصول إلى النهائيات. واجه منافسا قويا، لكنه بحنكته استطاع التغلب عليه. وبذلك توج يوسف بطلا للسومو في بطولة أمريكية، وأصبح مثالا للإصرار والعزيمة. , واحد النهار، يوسف عرف بلي كاينة شي بطولة ديال السومو في أمريكا، وحزم أمره باش يشارك. بعد تمارين خايبة، يوسف وصل للفينال. تلاقا مع واحد المنافس قوي، ولكن بالذكاء ديالو قدر يهزمو. وهكذا، يوسف توج بطل ديال السومو في بطولة أمريكية وصار مثال للإرادة والعزيمة. ,Moroccan
 في يوم الصحة الرياضية، اجتمع الناس في الحدائق العامة لممارسة الرياضة. الأطفال كانوا يلعبون كرة القدم، بينما كان الكبار يمارسون تمارين اللياقة البدنية. وُزعت المياه والعصائر لتشجيع المشاركين على الاستمرار في النشاط. في نهاية اليوم، شعر الجميع بالحيوية والصحة الجيدة، مُقدرين أهمية هذه الإجازة القومية. , فنهار الصحة الرياضية، الناس تجمعو فالحدائق باش يديرو الرياضة. الدراري كانو كيلعبو الكورة، والكبار كانو كيديرو تمارين اللياقة. توزعات الما والعصير باش يشجعو الناس يواصلو الحركة. فآخر النهار، الجميع حسو بالطاقة والصحة الزوينة، وعرفو قيمة هاد العطلة الوطنية. ,Moroccan
" في يوم من الأيام، سأل رجل عابر الطريق: ""هل هذا خاص بوول ستريت؟"" فأجابه المارة بابتسامة: ""نعم، هذا هو الطريق المؤدي إلى قلب المال والأعمال."" شعر الرجل بحماس شديد ليبدأ مشواره في عالم الاستثمار. ومع مرور الوقت، أصبح من أشهر المستثمرين في وول ستريت. "," واحد النهار، واحد الراجل سول شي حد فالزنقة: ""واش هادا خاص بوول ستريت؟"" جاو الناس جاوبوه وهوما كيضحكو: ""أه، هادي هي الطريق لي كتمشي لقلب الفلوس والخدمة."" هاد الراجل حس بإثارة كبيرة باش يبدا مشوارو فعالم الاستثمار. ومع الوقت، ولا من المستثمرين المعروفين فوول ستريت. ",Moroccan
" كانت ليلى تبحث عن مكان للإقامة خلال رحلتها. أعجبتها شقة جميلة وقررت أن تقول ""أرغب في تأجير هذه من الخامس حتى العاشر من ديسمبر"". تواصلت مع المالك وأكدت الحجز. وصلت ليلى واستمتعت بإقامتها في الشقة الرائعة. "," كانت ليلى كتقلب على بلاصة باش تبات فيها فرحلتها. لقات شي شقة زوينة وقالت ""بغيت نكري هادي من الخامس للعاشر ديال دجنبر"". هضرت مع مول الدار وحجزات. ملي وصلت ليلى، استمتعات بوقتها فالشقة اللي عجباتها. ",Moroccan
" في أحد الأيام، توجهت المرأة العجوز إلى السوق لشراء بعض الحاجيات. وخلال سيرها، التقت بجارها الشاب الذي سألها عن حالها. فأجابته بابتسامة، ""بحالة جيدة، وكيف حالك أنت، يا سيدي؟"" شعر الشاب بالإمتنان لاهتمامها وأصر على حمل مشترياتها إلى المنزل. "," فواحد النهار، العجوزة مشات لسوق باش تشري لقماش للدار. فطريقها، تلاقات مع الجار ديالها الشاب اللي سولها على حالها. جاوباتو بابتسامة، ""لاباس، ونتا عامل كيف داير، سيدي؟"" الشاب حس بالقدر وإصر يحمل ليها خياشها حتى لدارها. ",Moroccan
" في يوم حار، كان أحمد يقود سيارته عندما لاحظ تصاعد الدخان من المحرك. توقف على جانب الطريق وسأل رجلًا كان يمر بجانبه: ""هل تريد أن افحص موتور السيارة؟"" وافق الرجل وبعد الفحص، أخبر أحمد أن هناك مشكلة في المبرد. شكر أحمد الرجل على مساعدته وقرر أن يأخذ السيارة إلى الورشة لإصلاحها. "," فشي نهار شاد الحر، أحمد كان كيسوق طوموبيلتو وفجأة بان ليه دخان كيطلع من الموتور. وقف على جنب الطريق وسول واحد اللي كان كيدوز حداه: ""بغيتي تشوف ليا موتور الطوموبيل؟"" الراجل قبل وبعد ما تشوف، قال لأحمد بللي عندو مشكل فالرادياتور. أحمد شكر الراجل وقرر يمشي بالطوموبيل للميكانيكي باش يصلحها. ",Moroccan
" في يوم من الأيام، وجد أحمد ظرفاً مغلقاً على الطاولة، وكان مكتوباً عليه ""سكر؟"". فتح الظرف بفضول ووجد مفتاحاً صغيراً بداخله. بحث عن الصندوق الذي يتناسب مع المفتاح وعندما فتحه، اكتشف رسالة تقوده إلى مغامرة غامضة. "," فنهار، أحمد لقى ظرف مسدود فوق الطابلة، مكتوب عليه ""سكر؟"". حل الظرف بفضول ولقى مفتاح صغير داخلو. بدا كيقلب على الصندوق لي كايناسب لهاد المفتاح وملي حلو، تا لقى رسالة كتشير لو على مغامرة سرية. ",Moroccan
" في أحد الأيام، ذهب خالد إلى المتجر لشراء هدية لأخيه. وعندما اختار الهدية المناسبة، سأل البائع: ""هل يمكنني أن أدفع عن طريق الماستر كارد؟"" فأجابه البائع بابتسامة: ""بالطبع يمكنك ذلك، نقبل جميع البطاقات الائتمانية."" فشعر خالد بالراحة لأنه لم يكن يحمل معه نقوداً كافية. "," فواحد النهار، خالد مشى للحانوت باش يشري كادو لخوه. وملي اختار الكادو لي عجبو، سول البائع: ""واش نقدر نخلص بالماستر كارد؟"" البائع تبسم وقال ليه: ""آه، مرحبا بيك، كنقبلو كل الكروت."" خالد حس بالارتياح حيت ما كانش جايب معاه فلوس كافيين. ",Moroccan
" وصل خالد إلى المطار متأخرًا وسأل أحد العاملين: ""هل هذا هو المكان المخصص لجمع الحقائب الخاصة برحلة ان دبليو رقم تسعة صفر سبعة؟"". أشار العامل إلى السير الذي بدأ يتحرك بالحقائب وأخبر خالد أنه في المكان الصحيح. تنفس خالد الصعداء وانتظر حقيبته بتوتر. وبعد دقائق، ظهرت حقيبته وغادر مسرعًا ليلحق بموعده. "," خالد وصل للمطار معطل وسول واحد من الخدامين: ""واش هادا هو المكان لي خاص بجمع الباݣاج ديال رحلة ان دبليو نوميرو تسعة صفر سبعة؟"". الخدام شير ليه للسير لي بدا كيدور بالباݣاج وقال ليه راك فالبلاصا صحيحة. خالد تنهد بارتياح وبقا كيتسنى شنطتو بالخلعة. وبعد شوية، بانت ليه شنطتو ومشى بزربة باش يلحق الوقت ديالو. ",Moroccan
 سآخذ هذا النوع من الكتب لأنه يحتوي على المعلومات التي أحتاجها. بعد أخذ الكتاب، بدأت في قراءته بشغف. وجدت فيه حكم ومواعظ قيمة. أصبح هذا الكتاب مرجعي المفضل في الدراسة والحياة. , غادي ناخد هاد الصنف ديال الكتب حيت كاينين فيه المعلومات اللي خاصني. من بعد ما جبت الكتاب، شديت في قرايتو بالحماس. لقيت فيه عبر وحكم زوينة. هاد الكتاب ولا المرجع لي كنفضل ف القراية وف الحياة. ,Moroccan
 إنني سعيد جداً لأنني تمكنت من المجيء إلى هذا البلد. وبما أنني هنا، قررت أن أتعلم اللغة والتقاليد. استطعت أن أكون صداقات جديدة وأشعر بأنني جزء من المجتمع. لقد أصبحت هذه الأرض بمثابة وطن جديد لي. , أنا فرحان بزاف حيت قدرت نجي لهاد البلاد. وحيت أنا هنا، قررت نتعلم اللغة والعوايد. تعرفت على ناس جداد وحسيت بلي وليت جزء من المجتمع. هاد الأرض ولات كيف وطن جديد ليا. ,Moroccan
 في أحد الأيام، وجدت رسالة قديمة مطوية تحت باب منزلي. اسمي وعنواني موجودين عليها. تفاجأت بالخط الأنيق والحبر الأزرق الذي لا يزال يحتفظ بلمعانه. فتحت الرسالة بفضول لأكتشف أسرار الماضي التي ستغير حياتي. , واحد النهار، لقيت بريد قديم مطوي تحت باب داري. سميتي وعنواني مكتوبين عليه. تعجبت من الخط الزوين والحبر الأزرق اللي باقي براق. حليت البريد بفضول باش نكتشف أسرار ديال العهد القديم اللي غادي تبدل حياتي. ,Moroccan
" وقف الرجل في المحطة وهو يحمل عدة حقائب ثقيلة. فجأة، تدحرجت إحدى حقائبه بعيداً، فنادى شاباً قريباً قائلاً ""هل لك أن تساعدني في الوصول إلى حقيبتي؟"" بعد أن ساعده الشاب في استرجاع حقيبته، شكره الرجل بحرارة ودعاه لتناول القهوة كعربون شكر. "," كان الراجل واقف في المحطة وكايشد بزاف ديال الكيسان الثقيلة. فجأة، طاحت وحدة من كيسانو بعيد، شاف شي ولد حداه وقال ليه ""أش كاين، قادر تعاوني نوصل لكيس ديالي؟"" مللي الولد عاونو ورجع ليه الكيس، الراجل شكره بزاف وعزمو على قهوة باش يرد ليه الجميل. ",Moroccan
" كان علي يتجول في السوق القديم عندما لاحظ حجراً لامعاً بين البضائع. تقدم ليسأل البائع ""أي نوع من الأحجار هذه؟"" فأجابه البائع بأنها حجر العقيق الأثري. أصابت علي الدهشة وقرر شراء الحجر ليضيفه إلى مجموعته. "," كان علي كيتسارى ف السوق القديمة ولاحظ بريق حجرة وسط السلع. قرب للبايع وسولو ""شنو هاد الحجر؟"" جاوبو البايع بللي هو حجر العقيق القديم. علي تفاجأ وقرر يشري الحجر باش يزيدو ف مجموعتو. ",Moroccan
 في إحدى القرى البعيدة، حيث السكينة تعم المكان، كانت هناك مجموعة من الناس تعيش على صناعة القوارب الخشبية. , هؤلاء العمال الجدد كانوا يعملون بجد ونشاط، لكنهم وجدوا صعوبة في الاندماج مع سكان القرية الأصليين. ,Moroccan
 من هذا الجبل، تستطيع رؤية المدينة بأكملها. خلال هذا الموسم العديد من أنواع الزهور تزدهر، إنها تبدو جميلة جداً. ومع كل صباح، يأتي السكان لاستنشاق الهواء النقي والاستمتاع بالمنظر الخلاب. الأطفال يلعبون بين الأزهار، والكبار يتذكرون أيام شبابهم. , من هاد الجبل، قادر تشوف المدينة كاملة. فهاد العواشر، بزاف ديال الزهور كتفتح وكتكون زوينة بزاف. وكل صبح، الناس كيجيو يشمو الهوا الصافي ويستمتعو بالمنظر البهي. الدراري كيلعبو حدا الزهور، والكبار كيرجعو بالذاكرة لأيام الشباب ديالهم. ,Moroccan
" اتبعني إلى الغابة حيث الأشجار العالية تخفي أسراراً عديدة. وجدنا هناك كوخاً صغيراً مخبأ بين الأوراق. دققت الباب وهمس الريح بألحان غريبة. فتح لنا رجل عجوز وابتسم قائلاً ""لقد انتظرتكما"". "," تبعوني للغابة فين الشجر الكبير كيخبي بزاف ديال الأسرار. لقينا تماك كوخ صغير مستخبي وسط الوراق. دقينا الباب والريح كانت كتهمس بألحان غريبة. واحد الشيخ فتح لينا وابتسم وقال ""كنت كانتسناكم"". ",Moroccan
 من فضلك أخبريه أنت يامادا قد اتصل. في اليوم التالي، انتظرت مادا الرد لساعات طويلة. وعندما جاء الرد أخيرًا، كان صوته مليئًا بالحماس. قرروا أن يلتقوا ويناقشوا مستقبلهم سويًا. , عافاك قولي ليه نتي يا مادا تاصل بيا. لعيوم ديال مورا، مادا بقات كاتسنى الجواب ساعات طوال. وملي جا الجواب أخيرا، كان صوتو معمر بالحماس. تواعدو باش يتلاقاو ويهضرو على مستقبلهم معا. ,Moroccan
 هل ستقوم بعمل الترتيبات مقدماً؟ سألت سارة وهي تنظر إلى الخريطة بحماس. فردّ جاسم قائلاً: بالطبع، سأحجز الفندق والرحلات السياحية قبل أسبوع من السفر. وفي الأسبوع التالي، جلسا يخططان للمواقع التي يرغبان بزيارتها. وعندما حان وقت الرحلة، كان كل شيء مُعدّاً بإتقان لمغامرة لا تُنسى. , غادي تدير الترتيبات من قبل؟ سولت سارة وهي كتشوف فالخريطة بفرح. جاسم جاوبها: آه، غادي نحجز الفندق والجولات السياحية قبل السفر بسيمانة. وف السيمانة لي بعدها، جلسو يخططو للأماكن لي بغاو يزوروها. وملي جا وقت الرحلة، كان كلشي مهيأ مزيان لمغامرة ماكتنساش. ,Moroccan
 حسناً، من فضلك ضع هذه البيانات هنا. هل كانت حقيبة واحدة؟ جاء عمر إلى المطار محملاً بحقيبتين ثقيلتين. أثناء التفتيش، سأله الموظف عن عدد الحقائب فأجاب بتوتر. تبين لاحقاً أن إحدى الحقائب ليست له. , واخا، عافاك حط هاد البيانات هنا. واش كانت غير شي وحدة ديال الفاليز؟ عمر مشى للمطار وهو شايل جوج فاليزات ثقال. وقت لي داز من التفتيش، العامل سولو على قداش من فاليز عندو فجاوب بالارتباك. تالي تبان بللي واحد من الفاليزات ماشي ديالو. ,Moroccan
