MSA,Yemeni,lang
 صباح الخير. كيف حالك؟ استيقظ عمر باكرًا وقد امتلأ قلبه بالحماس ليوم جديد. تناول إفطاره بسرعة وخرج للقاء أصدقائه في الحديقة. لعبوا كرة القدم وتمتعوا بالضحك والمرح. وفي نهاية اليوم، عاد عمر إلى منزله وهو يشعر بالسعادة والامتنان للحظات الجميلة التي قضاها. , صباح الخير. كيف حالك؟ عمر قام من النوم الصبح بدري وكان حماسان ليوم جديد. أكل فطوره بالسرعة وخرج يلتقي بأصحابه في البستان. لعبوا كورة وضحكوا وتمتعوا بوقتهم. وفي آخر اليوم، رجع عمر لبيته فرحان ومقدر للأوقات الجميلة اللي عاشها.,Yemeni
" في يوم مشمس، قرر أحمد أن يذهب في نزهة إلى الحديقة العامة. وصل إلى البوابة وتفاجأ عندما طلب منه الحارس أن يقدم دليل هوية. قال أحمد معتذرًا، ""أسف أنني بحاجة إلى أن أطلع على أي مستند لتحديد الهوية."" بعد البحث في جيوبه، وجد بطاقته الشخصية ودخل الحديقة بسعادة. "," في يوم مشمس، أحمد قرر يذهب للتنزه في الحديقة العامة. وصل للبوابة واندهش لما الحارس طلب منه يشوف بطاقة تعريفه. قال أحمد وهو يعتذر: ""أسف، لازم أجيب لك أي ورقة تثبت هويتي."" بعد ما فتش جيوبه، حصل بطاقته الشخصية ودخل الحديقة مبسوط.",Yemeni
" في أحد الأيام، زار أحمد معرضاً للفن الحديث وتأمل اللوحات بإعجاب. عندما وقف أمام لوحة غريبة الأشكال، شعر بحيرة وفضول. سأل الفنان عن معنى اللوحة، فأجابه بسؤال ""ماذا كان انطباعك؟"". بعد تفكير عميق، أدرك أحمد أن الفن يتجاوز الكلمات ويتحدث مباشرةً إلى الروح. "," في يوم من الأيام، أحمد زار معرض للفن العصري وقعد ينظر للوحات بإعجاب. لما وقف جنب لوحة كانت أشكالها عجيبة، شعر بحيرة وفضول. سأل الفنان عن معنى اللوحة، فرد عليه بسؤال ""ماذا كان انطباعك؟"". بعد ما فكر كثير، أدرك أحمد أن الفن يتجاوز الكلام ويكلم الروح مباشرة.",Yemeni
 بالتأكيد، سأحتسي القهوة بعد العشاء. جلس محمد في الشرفة يتأمل النجوم، وفي يده كوب القهوة الساخن. استغرق في التفكير بقصص الأجداد وحكايات الزمن الجميل. ومع كل رشفة، شعر بدفء الذكريات يعود به إلى الماضي. , طبعاً، باشرب القهوة بعد العشا. محمد جلس في الدشلة يناظر النجوم وبيده فنجان القهوة الحار. سرح بتفكيره في حكايات الأجداد وليالي زمان الطيبة. ومع كل رشفة، حس بدفء الذكريات يسترجعه للماضي.,Yemeni
 إنني سأستقل الرحلة الجوية رقم اثنى عشر المتجهة إلى طوكيو. وصلت المطار مبكرًا، وأتممت إجراءات السفر بسلاسة. جلست في الطائرة متأملاً المناظر الجميلة من النافذة. بعد ساعات، هبطنا في طوكيو وكانت الإثارة تغمرني. , أنا بستقل الطيران رقم اثنى عشر إلى طوكيو. وصلت المطار بدري وسويت كل إجراءات السفر عدل. جلست في الطائرة وقعدت أشوف المناظر الزينة من الدريشة. بعد ساعات، وصلنا لطوكيو وكنت متشوق حيل.,Yemeni
 أراد جمال أن يجري مكالمة دولية ليطمئن على أخيه الذي يعيش في بلد بعيد. عندما وصل إلى الهاتف، اكتشف أن الخدمة معطلة بسبب عاصفة شديدة. شعر بالقلق الشديد ولكنه قرر أن يحاول مرة أخرى بعد ساعات. وأخيرًا، تمكن من الاتصال وسمع صوت أخيه يطمئنه أن كل شيء على ما يرام. , جمال كان عايز يعمل مكالمة دولية يطمن على أخوه اللي ساكن في ديرة بعيدة. لما وصل للتلفون، لقى الخدمة مقطوعة من سبب عاصفة شديدة. حس بقلق كبير بس قرر يجرب يكلمه مرة ثانية بعد شوية. وفي الأخير، قدر يتصل بأخوه وسمع صوته اللي طمنه إن كل شيء على ما يرام.,Yemeni
 في أحد الأيام، وجد علي محفظة في الشارع وكانت ممتلئة بالنقود. احتار علي في الأمر وقرر أن يبحث عن صاحب المحفظة. بعد خمسة أشهر من البحث، استطاع علي أن يجد صاحب المحفظة وأعادها إليه. شعر صاحب المحفظة بسعادة غامرة وقدم لعلي مكافأة تقديراً لأمانته. , في يوم، علي لقى محفظة في الشارع مليانة بالفلوس. علي تحير وقرر يتحرى عن صاحب المحفظة. بعد خمسة شهور من التحري، علي قدر يعثر على صاحب المحفظة وردها له. صاحب المحفظة فرح موت وأعطى علي مكافأة لأنه قدّر أمانته.,Yemeni
 كان السوق يقام في المدينة كل يوم جمعة. في ذلك اليوم، يأتي الناس من كل حدب وصوب لشراء الحاجيات. تعج الأسواق بالباعة والمشترين وصخب الأصوات. وكان علي يحرص دائماً على أن يكون أول الواصلين ليحصل على أفضل البضائع. , كان السوق يتم في المدينة كل يوم جمعة. في هذاك اليوم، الناس يأتوا من كل مكان ليشتروا اللي يريدوه. الأسواق تمتلئ بالبايعين والمشترين وضجة الأصوات. وعلي دايماً بيحرص إنه يكون أول الحاضرين علشان يحصل على أفضل السلع.,Yemeni
" في يومٍ مشمسٍ، خرجت ليلى لشراء ملابس جديدة. وجدت ثوباً أزرقاً رائعاً وسألت البائع: ""أي نوع من الملابس هذا؟"" فأجابها بابتسامة: ""هذا ثوب من الحرير الخالص."" شعرت ليلى بالسعادة لأنها وجدت ما كانت تبحث عنه بالضبط. "," في يوم مشرق، خرجت ليلى تشتري ملابس جديدة. لقت فستان أزرق جميل وسألت البياع: ""إيش نوع هذه الملابس؟"" أجابها وهو يبتسم: ""هذا فستان من الحرير الصافي."" ليلى ارتاحت وفرحت لأنها حصلت على اللي كانت تبحث عنه.",Yemeni
 كانت الغرفة باردة إلى حد ما، فطلبت من الخادم أن يشعل النار في الموقد. بمجرد أن اشتعلت النار، بدأ الدفء ينتشر في المكان. جلست السيدة في كرسيها المريح وهي تحتسي قهوتها الساخنة. شعرت بالراحة والامتنان للخادم الذي استجاب لطلبها بسرعة. , الحجرة كانت باردة نوعاً ما، فطلبت من الخادم يشعل النار في المدفأة. أول ما النار قامت، الدفا بدأ ينشر في المكان. السيدة قعدت في كرسيها المرتاح وهي تشرب القهوة الحارة. حست بالراحة وقدرت الخادم اللي جاوب طلبها بسرعة.,Yemeni
 في يوم مشمس، ذهب خالد إلى السوق ليشتري جل مصفف للشعر. وجد متجراً صغيراً يبيع ما يريد، فدخل واختار أفضل نوع متوفر. بعد أن دفع ثمنه، شعر بالحماس لتجربته على شعره. وعندما عاد إلى المنزل، استخدم الجل ونظر إلى المرآة فابتسم راضياً عن مظهره الجديد. , في يوم مشرق، خالد ذهب للسوق يبغى يشتري جل لتصفيف الشعر. لقى دكان صغير يبيع اللي هو محتاجه، دخل واختار أجود نوع متوفر. بعد ما دفع القيمة، شعر بالشوق ليجربه على شعرو. ولما عاد للبيت، استخدم الجل ولما نظر في المراية، ابتسم مكتفي بمنظره الجديد.,Yemeni
 أسف، هذا المكان محجوز بالفعل. وقف خالد مذهولاً وهو يرى اسمه مكتوباً على الكرسي المحجوز. تساءل كيف عرفوا بقدومه مع أنه لم يخبر أحداً. في النهاية، اكتشف أن صديقه قد حجز له المكان كمفاجأة. , آسف، هذا المكان محجوز من قبل. وقف خالد مدهوش وهو يشوف اسمه مكتوب على الكرسي اللي انحجزله. استغرب كيف عرفوه إنه جاي وهو ما قالش لحد. في الآخر، اكتشف إن صاحبه حجزله المكان كمفاجأة.,Yemeni
" في أحد المطاعم الراقية، جلس فارس وصديقته ينتظران النادل. حينما جاء النادل، قال فارس بأدب: ""هل لنا أن نطلع على القائمة؟"" بعد أن قدم النادل القائمة وجدا أن الأصناف متنوعة وشهية. تمنيا لو يستطيعان تجربة كل الأطباق. "," في واحد من المطاعم النظيفة، فارس وصاحبته كانوا جالسين يستنو الجرسون. لما الجرسون أتى، فارس سأله بأدب: ""يمكن نطلع على اللائحة؟"" بعد ما قدم الجرسون اللائحة، شافوا إن الأطباق متنوعة وكلها شهية. كان نفسهم يجربوا كل الأكلات اللي فيها.",Yemeni
 كان هناك شاب يبحث عن بدلة لحضور حفل زفاف صديقه. عندما وصل إلى المتجر، وجد أن مقاسه ستة، وهو مقاس نادر وصعب العثور عليه. بعد بحث طويل، وجد بدلة أنيقة تناسبه تماماً. شعر بسعادة غامرة وذهب إلى الحفل وهو يشعر بالثقة والفخر. , كان في شاب كان يتمشى وراء بدلة لحضور عرس صاحبه. لما وصل الدكان، اكتشف إن مقاسه ستة، وهذا مقاس قليل ومش سهل تعثر عليه. بعد ما بحث كثير، لقى بدلة شيك تلبقله حيل. فرح حيل وراح العرس وهو حاسس بالثقة والعزة.,Yemeni
" في إحدى الليالي المظلمة، وجد أحمد نفسه ضائعًا في الغابة. كان قلقًا للغاية وأدرك أن الوضع جدي. نظر حوله يائسًا بحثًا عن مساعدة، وتذكر صديقه القديم الذي يمتلك خبرة في البرية. ""أنا بحالة جدية، لكن هل تمانع في الاتصال بصديق؟""، فكر أحمد وهو يحاول العثور على إشارة هاتف. "," في ليلة معتمة، أحمد حصل نفسه ضايع في الوادي. كان متوتر أشد التوتر وعارف أن الحالة خطيرة. ناظر حواليه يبحث عن أي مساعدة، وتذكر صاحبه القديم اللي له خبرة بالبيئة البرية. ""أنا بحالة جدية، لكن تقدر تتصل بصديق؟""، هكذا فكر أحمد وهو يحاول يجد إشارة التلفون.",Yemeni
 في يوم من الأيام، وجد علي محفظة مليئة بالمال في الشارع. قرر علي أن يبحث عن صاحب المحفظة ليعيدها. بعد البحث طويلاً، استطاع أن يجد صاحب المحفظة وهو رجل عجوز. شكر الرجل علي كثيراً وقدم له مكافأة لأمانته. , في يوم من الأيام، حصل علي محفظة مليانة قروش في الشارع. قرر علي يدور على صاحب المحفظة عشان يعيدها له. بعد ما دور كثير، استطاع يجد صاحب المحفظة وهو شيخ كبير. الشيخ شكر علي جداً وقدم له جائزة لأمانته.,Yemeni
 كان هناك رجل يحاول إيقاف سيارة أجرة في الشارع. لكنه تذكر أن السيارات لا تقف إلا في الموقف المخصص. فتوجه إلى موقف السيارات وانتظر بصبر. وبعد قليل، تمكن من ركوب سيارة أجرة وذهب إلى وجهته. , كان هناك واحد يحاول يقف باص في الشارع. لكنه افتكر إن الباص ما بيقفش إلا في الموقف. راح للموقف واستنى بصبر. وبعد شوية، استطاع أن يركب الباص وذهب لوجهته.,Yemeni
 في إحدى رحلاته، قرر أحمد البحث عن فندق اقتصادي حيث أن ميزانيته لا تتجاوز الخمسون دولاراً في الليلة. وجد فندقاً صغيراً في قلب المدينة يلبي حاجاته. كانت الغرفة نظيفة ومريحة، والموظفون ودودون. استمتع أحمد بإقامته وتمكن من اكتشاف العديد من معالم المدينة بميزانية محدودة. , في واحد من سفراته، قرر أحمد يلتمس فندق اقتصادي لأن ميزانيته ما تجاوزش الخمسين دولار في الليلة. لقى فندق صغير في وسط المدينة يناسب ظروفه. الغرفة كانت نظيفة ومريحة، والناس العاملين هناك كانوا خدومين. أحمد انبسط بإقامته وتمكن من زيارة العديد من معالم المدينة بميزانية محدودة.,Yemeni
" في أحد الأيام، قررت مجموعة من الأصدقاء الذهاب في رحلة إلى الجبال. وأثناء التجول، اقترح أحدهم قائلاً: ""هل سنأخذ صورة معا؟"" فوافق الجميع وابتسموا للكاميرا. وعندما عادوا، شاركوا الصورة على مواقع التواصل وأصبحت ذكرى جميلة تجمعهم. "," في يوم، قرر عدة أصحاب يروحوا رحلة للجبل. وهم ماشيين، واحد قال: ""بناخذ صورة مع بعض؟"" كلهم وافقوا وابتسموا للكاميرا. لما رجعوا، شاركوا الصورة على النت وصارت ذكرى غالية تجمعهم.",Yemeni
" كان أحمد يريد إرسال طرد إلى صديقه في الخارج، فذهب إلى مكتب البريد وسأل الموظف: ""كم تبلغ رسوم هذه الخدمة؟"". أجابه الموظف بابتسامة: ""خمسون ديناراً فقط"". شعر أحمد بالسعادة لأن الرسوم كانت أقل مما توقع، فدفع المبلغ وشكر الموظف على مساعدته. "," أحمد كان يريد يرسل طرد لصاحبه اللي في الخارج، راح للبريد وسأل العامل: ""كم تجي تكلفة هذه الخدمة؟"". العامل ابتسم وقال له: ""بس خمسين ريال يمني"". أحمد فرح لأن السعر كان أقل مما كان متوقع، دفع المبلغ وشكر العامل على مساعدته.",Yemeni
 في الربع الأخير من العام، شهدت شركة الألعاب ارتفاعاً في المبيعات بأمريكا الشمالية بنسبة ستة بالمائة. وقد عزت الشركة هذا النجاح إلى إطلاق لعبة جديدة أثارت إعجاب الجمهور. الزيادة في الأرباح سمحت للشركة بتوسيع نطاق عملها وتوظيف المزيد من المطورين. في النهاية، أصبحت الشركة رائدة في صناعة الألعاب بالمنطقة. , في آخر ربع من السنة، شركة الألعاب اللي في أمريكا الشمالية زادت مبيعاتها بسته في المية. الشركة عزت الزيادة هذه للعبة جديدة طلعتها وعجبت الناس حيل. الربح الزايد خلا الشركة توسع عملها وتوظف مطورين أكثر. وفي النهاية، الشركة صارت الشركة الرائدة في صناعة الألعاب بالمنطقة.,Yemeni
" في يوم مشمس، سأل يوسف صديقه عمر: ""من هو أفضل صديق لك؟"" فابتسم عمر وأجاب: ""أنت يا يوسف، لأنك دوماً تقف بجانبي"". ومنذ ذلك اليوم، أصبحت صداقتهما أقوى وتعاهدا على الوفاء والإخلاص. وكلما واجها تحدياً، تذكرا هذه اللحظة وتجاوزا الصعاب معاً. "," في يوم مشرق، يوسف سأل صاحبه عمر: ""منهو أحسن صديق لك؟"" عمر ابتسم ورد: ""أنت يا يوسف، لأنك دائمًا جنبي"". ومن ذاك اليوم، صارت صداقتهم أشد وعاهدوا بعض يكونوا وفيين. وكل ما يقابلوا تحدي، يتذكروا هذه الكلمات ويتجاوزوا الصعاب سوياً.",Yemeni
 في أحد الأيام، اكتشف يوسف أن هناك بطولة سومو في أمريكا، فقرر المشاركة. بعد تدريب شاق، استطاع يوسف الوصول إلى النهائيات. واجه منافسا قويا، لكنه بحنكته استطاع التغلب عليه. وبذلك توج يوسف بطلا للسومو في بطولة أمريكية، وأصبح مثالا للإصرار والعزيمة. , في يوم، يوسف اكتشف إن في بطولة سومو في أمريكا، وقرر يشارك فيها. بعد تدريب شديد، وصل يوسف للمباراة النهائية. واجه خصم قوي، لكنه بالفطنة تغلب عليه. وهكذا يوسف صار بطل السومو في بطولة أمريكية وصار مثال للصبر والعزم.,Yemeni
 في يوم الصحة الرياضية، اجتمع الناس في الحدائق العامة لممارسة الرياضة. الأطفال كانوا يلعبون كرة القدم، بينما كان الكبار يمارسون تمارين اللياقة البدنية. وُزعت المياه والعصائر لتشجيع المشاركين على الاستمرار في النشاط. في نهاية اليوم، شعر الجميع بالحيوية والصحة الجيدة، مُقدرين أهمية هذه الإجازة القومية. , في يوم الصحة الرياضية، الناس اجتمعوا في الحدايق باش يمارسوا الرياضة. اليهال كانوا يلعبوا كرة قدم، والكبار يسووا تمارين لياقة. وزعوا لهم ماي وعصير حتى يشجعوهم يستمروا في النشاط. في آخر اليوم، الجميع حسوا بالنشاط والصحة الحسنة، وقدروا أهمية هذه الإجازة الوطنية.,Yemeni
" في يوم من الأيام، سأل رجل عابر الطريق: ""هل هذا خاص بوول ستريت؟"" فأجابه المارة بابتسامة: ""نعم، هذا هو الطريق المؤدي إلى قلب المال والأعمال."" شعر الرجل بحماس شديد ليبدأ مشواره في عالم الاستثمار. ومع مرور الوقت، أصبح من أشهر المستثمرين في وول ستريت. "," في يوم، رجل سأل رجل آخر يمشي في الشارع: ""هل هذا طريق وول ستريت؟"" الناس ردوا عليه وهم يبتسموا: ""أيوه، هذا هو الطريق اللي يوصلك لقلب الثروة والتجارة."" الرجل شعر بحماسة قوية ليبدأ مسيرته في عالم الاستثمار. ومع الأيام، أصبح من أشهر المستثمرين في وول ستريت.",Yemeni
" كانت ليلى تبحث عن مكان للإقامة خلال رحلتها. أعجبتها شقة جميلة وقررت أن تقول ""أرغب في تأجير هذه من الخامس حتى العاشر من ديسمبر"". تواصلت مع المالك وأكدت الحجز. وصلت ليلى واستمتعت بإقامتها في الشقة الرائعة. "," كانت ليلى تدور على مكان تقيم فيه خلال سفرتها. شافت شقة حلوة وقالت ""أريد أستأجر هذه من الخامس للعاشر من ديسمبر"". حاكت صاحب الشقة وثبتت الحجز. وصلت ليلى وانبسطت بإقامتها في الشقة الجميلة.",Yemeni
" في أحد الأيام، توجهت المرأة العجوز إلى السوق لشراء بعض الحاجيات. وخلال سيرها، التقت بجارها الشاب الذي سألها عن حالها. فأجابته بابتسامة، ""بحالة جيدة، وكيف حالك أنت، يا سيدي؟"" شعر الشاب بالإمتنان لاهتمامها وأصر على حمل مشترياتها إلى المنزل. "," في يوم، العجوزة ذهبت للسوق عشان تشتري حاجات للبيت. وهي في الطريق، لقت الجار الشاب اللي سألها عن صحتها. قالت له بابتسامة، ""بخير والحمدلله، وأنت كيف حالك يا سيدي؟"" الشاب شعر بالعرفان لاهتمامها وعزم على حمل مشترياتها إلى البيت.",Yemeni
" في يوم حار، كان أحمد يقود سيارته عندما لاحظ تصاعد الدخان من المحرك. توقف على جانب الطريق وسأل رجلًا كان يمر بجانبه: ""هل تريد أن افحص موتور السيارة؟"" وافق الرجل وبعد الفحص، أخبر أحمد أن هناك مشكلة في المبرد. شكر أحمد الرجل على مساعدته وقرر أن يأخذ السيارة إلى الورشة لإصلاحها. "," في يوم حر، أحمد كان يسوق سيارته وفجأة لاحظ دخان يتصاعد من الموتور. وقف على جنب الطريق وسأل واحد مار بجانبه: ""تريد تشيك على موتور السيارة؟"" الرجل وافق وبعد ما افحصه، قال لأحمد إن في مشكلة في الرديتر. أحمد شكر الرجل وقرر ياخذ السيارة للمعرض يصلحها.",Yemeni
" في يوم من الأيام، وجد أحمد ظرفاً مغلقاً على الطاولة، وكان مكتوباً عليه ""سكر؟"". فتح الظرف بفضول ووجد مفتاحاً صغيراً بداخله. بحث عن الصندوق الذي يتناسب مع المفتاح وعندما فتحه، اكتشف رسالة تقوده إلى مغامرة غامضة. "," في يوم، أحمد لقى ظرف مسكر على الطاولة، ومكتوب عليه ""سكر؟"". فتح الظرف بشوق وحصل جواه مفتاح صغير. قام يدور على الصندوق اللي يشبه المفتاح دا، ولما فتحه، لقى رسالة بتدله على مغامرة مجهولة.",Yemeni
" في أحد الأيام، ذهب خالد إلى المتجر لشراء هدية لأخيه. وعندما اختار الهدية المناسبة، سأل البائع: ""هل يمكنني أن أدفع عن طريق الماستر كارد؟"" فأجابه البائع بابتسامة: ""بالطبع يمكنك ذلك، نقبل جميع البطاقات الائتمانية."" فشعر خالد بالراحة لأنه لم يكن يحمل معه نقوداً كافية. "," في يوم، خالد راح للدكان يشتري هدية لأخوه. ولما اختار الهدية اللي عجبته، سأل البايع: ""هل يمكنني أن أدفع بالماستر كارد؟"" البايع ابتسم وقال له: ""أكيد يا فندم، نحن نقبل كل البطاقات البنكية."" خالد حس براحة لأنه ما كانش جايب معاه كفاية فلوس.",Yemeni
" وصل خالد إلى المطار متأخرًا وسأل أحد العاملين: ""هل هذا هو المكان المخصص لجمع الحقائب الخاصة برحلة ان دبليو رقم تسعة صفر سبعة؟"". أشار العامل إلى السير الذي بدأ يتحرك بالحقائب وأخبر خالد أنه في المكان الصحيح. تنفس خالد الصعداء وانتظر حقيبته بتوتر. وبعد دقائق، ظهرت حقيبته وغادر مسرعًا ليلحق بموعده. "," خالد وصل المطار متأخر وسأل واحد من العمال: ""هل هذا هو المكان المخصص لجمع الحقائب الخاصة برحلة ان دبليو رقم تسعة صفر سبعة؟"". العامل أشر له للسير اللي بدأ يدور بالحقائب وقال له إنه في المكان الصح. خالد أخذ نفس الصعداء ووقف ينتظر حقيبته بقلق. وبعد شوية، ظهرت حقيبته وانطلق بسرعة ليدرك موعده.",Yemeni
 سآخذ هذا النوع من الكتب لأنه يحتوي على المعلومات التي أحتاجها. بعد أخذ الكتاب، بدأت في قراءته بشغف. وجدت فيه حكم ومواعظ قيمة. أصبح هذا الكتاب مرجعي المفضل في الدراسة والحياة. , باخذ هذا النوع من الكتب لأنه فيه المعلومات اللي أنا طالبها. بعدين لما أخذت الكتاب، بدأت أقرأه بشغف. وجدت فيه أمثال وعبر قيمة. هذا الكتاب صار المرجع اللي أفضله في دراستي وحياتي.,Yemeni
 إنني سعيد جداً لأنني تمكنت من المجيء إلى هذا البلد. وبما أنني هنا، قررت أن أتعلم اللغة والتقاليد. استطعت أن أكون صداقات جديدة وأشعر بأنني جزء من المجتمع. لقد أصبحت هذه الأرض بمثابة وطن جديد لي. , أنا مبسوط جداً لأني استطعت أجي لهذا البلد. ولما أنا هنا، عزمت أتعلم اللغة والعوايد. لقيت لي أصحاب جدد وحسيت إني صرت جزء من الناس. هالبلد صارت بمثابة وطن جديد لي.,Yemeni
 في أحد الأيام، وجدت رسالة قديمة مطوية تحت باب منزلي. اسمي وعنواني موجودين عليها. تفاجأت بالخط الأنيق والحبر الأزرق الذي لا يزال يحتفظ بلمعانه. فتحت الرسالة بفضول لأكتشف أسرار الماضي التي ستغير حياتي. , في يوم من الأيام، لقيت رسالة قديمة مطوية تحت باب بيتنا. اسمي وعنواني مكتوبين عليها. استغربت من الخط الحلو والحبر الأزرق اللي لسه بيبرق. فتحت الرسالة بفضول عشان أكتشف أسرار الماضي اللي بتغير حياتي.,Yemeni
" وقف الرجل في المحطة وهو يحمل عدة حقائب ثقيلة. فجأة، تدحرجت إحدى حقائبه بعيداً، فنادى شاباً قريباً قائلاً ""هل لك أن تساعدني في الوصول إلى حقيبتي؟"" بعد أن ساعده الشاب في استرجاع حقيبته، شكره الرجل بحرارة ودعاه لتناول القهوة كعربون شكر. "," واقف الريّال في المحطة ومعاه أكياس ثقيلة لابسها. فجأة، اندحرجت وحدة من الأكياس بعيد عنه، فصاح على شاب قريب منه وقال له ""تقدر تساعدني أوصل لكيسي؟"" بعد ما ساعده الشاب وأعاد له كيسه، شكره الريّال بحرارة وعزمه على قهوة كتعبير عن الامتنان.",Yemeni
" كان علي يتجول في السوق القديم عندما لاحظ حجراً لامعاً بين البضائع. تقدم ليسأل البائع ""أي نوع من الأحجار هذه؟"" فأجابه البائع بأنها حجر العقيق الأثري. أصابت علي الدهشة وقرر شراء الحجر ليضيفه إلى مجموعته. "," كان علي يتمشى في السوق القديمة لما لاحظ حجر لامع بين البضاعة. قرب يسأل البايع ""أيش نوع هذه الأحجار؟"" جاوبه البايع إنها حجر عقيق قديم. علي انبهر وقرر يشتري الحجر يضيفه لمجموعته.",Yemeni
 في إحدى القرى البعيدة، حيث السكينة تعم المكان، كانت هناك مجموعة من الناس تعيش على صناعة القوارب الخشبية. , ومع الزمن، الطلب على القوارب دي ازداد، وده خلى العمال يجوا من القرى اللي جنبها. ,Yemeni
 من هذا الجبل، تستطيع رؤية المدينة بأكملها. خلال هذا الموسم العديد من أنواع الزهور تزدهر، إنها تبدو جميلة جداً. ومع كل صباح، يأتي السكان لاستنشاق الهواء النقي والاستمتاع بالمنظر الخلاب. الأطفال يلعبون بين الأزهار، والكبار يتذكرون أيام شبابهم. , من على هذا الجبل، تقدر تشوف المدينة كلها. في هذا الفصل، أنواع كثير من الزهور تزهر وتكون شكلها جميل جداً. وكل صباح، الناس تيجي تستنشق الهواء الطاهر وتتمتع بالمنظر البديع. الأولاد يلعبوا بين الأزهار، والكبار يتذكروا أيام شبابهم.,Yemeni
" اتبعني إلى الغابة حيث الأشجار العالية تخفي أسراراً عديدة. وجدنا هناك كوخاً صغيراً مخبأ بين الأوراق. دققت الباب وهمس الريح بألحان غريبة. فتح لنا رجل عجوز وابتسم قائلاً ""لقد انتظرتكما"". "," تعالوا ورائي للغابة حيث الأشجار الطويلة تخفي أسرار كثير. لقينا هناك بيت صغير مستخبي بين الأوراق. طقينا على الباب والريح كانت تنغم بألحان غريبة. رجل كبير فتح لنا وابتسم وقال ""كنت مستنيكم"".",Yemeni
 من فضلك أخبريه أنت يامادا قد اتصل. في اليوم التالي، انتظرت مادا الرد لساعات طويلة. وعندما جاء الرد أخيرًا، كان صوته مليئًا بالحماس. قرروا أن يلتقوا ويناقشوا مستقبلهم سويًا. , من فضلك قولي له إنتي يا مادا إنو اتصل. اليوم اللي بعده، مادا كانت مستنية الرد ساعات طويلة. ولما الرد جاء أخيرًا، كان صوته مليان حماس. اتفقوا يلتقوا ويتناقشوا عن مستقبلهم مع بعض.,Yemeni
 هل ستقوم بعمل الترتيبات مقدماً؟ سألت سارة وهي تنظر إلى الخريطة بحماس. فردّ جاسم قائلاً: بالطبع، سأحجز الفندق والرحلات السياحية قبل أسبوع من السفر. وفي الأسبوع التالي، جلسا يخططان للمواقع التي يرغبان بزيارتها. وعندما حان وقت الرحلة، كان كل شيء مُعدّاً بإتقان لمغامرة لا تُنسى. , راح تعمل الترتيبات من قبل؟ سألت سارة وهي تقلب في الخريطة بحماس. جاسم رد: أكيد، بحجز الفندق والرحلات السياحية قبل السفر بأسبوع. وفي الأسبوع اللي بعده، قعدوا يخططوا للأماكن اللي يريدوا يزوروها. ولما جاء وقت السفر، كل شيء كان معدّ بطريقة ممتازة لرحلة ما تُنسى.,Yemeni
 حسناً، من فضلك ضع هذه البيانات هنا. هل كانت حقيبة واحدة؟ جاء عمر إلى المطار محملاً بحقيبتين ثقيلتين. أثناء التفتيش، سأله الموظف عن عدد الحقائب فأجاب بتوتر. تبين لاحقاً أن إحدى الحقائب ليست له. , طيب، لو سمحت حط هذي البيانات هنا. كان معك حقيبة واحدة بس؟ عمر راح للمطار شايل معه حقيبتين ثقيلتين. أثناء التفتيش، العامل سأله كم حقيبة معك فجاوب وهو مضطرب. بعدين تبين إن في حقيبة ما هيش قِطَعَته.,Yemeni
" في يومٍ مشمس، سأل الأب أولاده: ""هل ترغبون في تناول لحم بقري، دجاج، أم أسماك؟"" فأجاب الأولاد بحماس، ""نريد أسماكاً!"" فذهبوا جميعاً إلى السوق لشراء الأسماك الطازجة. أعد الأب الطعام بعناية وتمتع الجميع بوجبة شهية على وقع أصوات الطبيعة. "," في يوم مشرق، الأب سأل عياله: ""تريدوا تأكلو لحم بقر، دجاج، ولا سمك؟"" العيال ردوا بحماس: ""نريد سمك!"" ذهبوا كلهم للسوق يشتروا السمك الطازج. الأب جهز الأكل بعناية والكل استمتع بوجبة ممتازة وسط أصوات الطبيعة.",Yemeni
 كان أحمد يفضل دائمًا استكشاف طرق جديدة في طريقه للعمل. في أحد الأيام، قرر أن يأخذ طريقاً غير مألوفٍ لعودته إلى البيت. على الطريق، اكتشف مقهى صغيرًا جذابًا كان مخبأً بين الأزقة الضيقة. ومنذ ذلك اليوم، أصبح يزور هذا المقهى بانتظام، مستمتعًا بتجاربه المختلفة في الذهاب والعودة. , أحمد كان دايمًا يحب يختبر طرق جديدة لما يروح لشغله. في يوم، قرر يأخذ طريق ماهو معتاد عليه لما يرجع لبيته. في نص الطريق، لقى مقهى صغيرة زينة مستخفية في وسط الحواري الضيقة. ومن ذاك اليوم، بات يزور هذه المقهى بشكل دائم، مستمتعًا بمغامراته المختلفة في الروحة والجية.,Yemeni
" كان يحيى يبحث عن مكان لتناول وجبة خفيفة، فسأل أحدهم: ""هل يوجد مطعم للوجبات الخفيفة هنا؟"" فأجابه الرجل مشيرًا إلى مطعم صغير في نهاية الشارع. شعر يحيى بالامتنان وتوجه نحو المطعم، ووجد أن الطعام هناك كان لذيذًا ومغذيًا. "," يحيى كان يدوّر على مكان يتسحر فيه شي سناك خفيف، سأل واحد: ""هل يوجد مطعم سناكات هنا؟"" الرجل دلّه على مطعم صغير في نهاية الشارع. يحيى حس بالعرفان ومشى للمطعم، ولقى الأكل هناك لذيذ وصحي.",Yemeni
