MSA,Iraqi,lang
 كان علي يسافر كثيرًا بسبب عمله، وفي كل مرة يذهب إلى اليابان يتأكد من شراء بعض الملابس التقليدية. غالبًا ما أخذ مقاس اثنتي وعشرين في اليابان. وجد صعوبة في العثور على هذا المقاس في بلدان أخرى، لكن في اليابان كان الأمر أسهل. كان يعتز بتلك الملابس ويعتبرها تذكارات ثمينة من رحلاته. , علي دوم يسافر وايد بسبب دوامه، وكل مرة يروح لليابان يتأكد يشتري شوية ملابس تقليدية. دايماً ياخذ مقاس اثنين وعشرين باليابان. كان يواجه صعوبة يلكي هذا المقاس بدول ثانية، بس باليابان كلشي كان أسهل. كان يحتفظ بالملابس هاي كتذكارات غالية من سفراته.,Iraqi
 في يوم مشمس، سأل خالد عن ساعات عمل متحف الفن فأجابه الحارس بأن المتحف يفتح أبوابه من الثامنة صباحًا حتى السادسة مساءً. ملئ خالد بالحماس لزيارة المتحف، فقد كان يعشق الفنون بشتى أنواعها. عند وصوله، غمرته الدهشة من الأعمال الفنية العظيمة التي شاهدها، وقضى اليوم كله يتجول بين اللوحات والتماثيل. عند الخروج، شكر خالد الحارس على معلوماته وعزم على العودة مرة أخرى. , بيوم مشمس، خالد سأل عن أوقات دوام متحف الفن، والحارس جاوبه إن المتحف يفتح من الثمانية الصبح لين السادسة المسا. خالد انبسط وايد لأنه يروح المتحف، لأنه يعشك الفنون بكل أشكالها. يوم وصل للمتحف، اندهش من الأعمال الفنية الكبيرة اللي شافها، وقضى النهار كله يتمشى بين اللوح والتماثيل. لما طلع، شكر خالد الحارس على المعلومات وحلف يرجع مرة ثانية.,Iraqi
" كان هناك رجل يريد شراء سلعة من السوق. عندما اختار ما يحتاجه، سأل البائع ""أين يجب أن أدفع؟"". أشار البائع إلى زاوية السوق حيث كانت الصندوق. ذهب الرجل وأدى الثمن ثم غادر مسروراً بما اشترى. "," كان أكو واحد يريد يشتري أشياء من السوق. لما اختار اللي يريده، سأل البايع ""وين المفروض أدفع؟"". البايع إشرله على زاوية السوق وين الصندوق. راح الرجال دفع الفلوس وطلع فرحان باللي شراه.",Iraqi
 وجد أحمد كارتاً على الأرض فنظر إليه ملياً وتساءل عن صاحبه. قرر أن يبحث عن صاحب الكارت ليعيده إليه. بعد البحث والسؤال في الحي، تمكن أحمد من العثور على صاحب الكارت. سلم الكارت إلى صاحبه وشعر بالسعادة لأنه قام بعمل طيب. , لكى أحمد كارت على الأرض فشافه زين وتعجب منو يكون صاحبه. قرر يدور على صاحب الكارت علمود يرده اله. بعد ما سأل الناس بالمنطقة، أحمد لكى صاحب الكارت. رد الكارت لصاحبه وحس بفرحة كبيرة لأنه سوه شي زين.,Iraqi
 كانت هذه أول رحلة خارجية لأحمد. شعر بالحماس لاستكشاف ثقافات جديدة. عقد العزم على تعلم بعض كلمات اللغة الجديدة. ووجد في نهاية الرحلة أنه قد أصبح أكثر انفتاحًا وتقبلاً للآخر. , هاي كانت أول رحلة برة العراق لأحمد. حس بشغف كبير لاكتشاف ثقافات يديدة. كال بكلبه يريد يتعلم كلمات من اللغة المختلفة. وبنهاية الرحلة، لكه نفسه صار أكثر انفتاح وتقبل للآخرين.,Iraqi
" كان هناك كتابان على الطاولة، أحدهما للمبتدئين والآخر للمتقدمين. سأل الطالب الجديد المعلم أيهما الخاص بمنهج المبتدئين. ابتسم المعلم وأشار إلى الكتاب ذو الغلاف الملون قائلاً: ""هذا هو لك"". شعر الطالب بسعادة وبدأ في تصفح الكتاب استعدادًا لرحلته التعليمية. "," كان هناك كتابين على الطاولة، واحد للمبتدئين والثاني للمتقدمين. الطالب الجديد سأل المعلم أي واحد منهم لمنهج المبتدئين. المعلم ابتسم وأشار للكتاب الي عليه الألوان وگال: ""هذا هو اللك"". الطالب فرح وبدي يقلب بالكتاب مستعد لدراسته.",Iraqi
 بالتأكيد هذا البلد به أكثر من نوع من الفاكهة. في يوم من الأيام، قرر أحمد أن يزور السوق ليشتري بعض الفواكه المتنوعة. وجد تشكيلة واسعة من الفاكهة المحلية والاستوائية، فأحب أن يجرب الأنواع التي لم يسبق له تذوقها. انتهى به الأمر وهو يحمل أكياسًا مليئة بالفواكه الشهية التي تعكس تنوع الثقافات في بلده. , أكيد هالبلد فيه أنواع فواكه كثيرة. بيوم من الأيام، قرر أحمد يروح للسوق حتى يشتري شوية فواكه متنوعة. لكى مجموعة كبيرة من الفواكه المحلية والاستوائية، فحب يجرب الأنواع اللي ما جربها من قبل. بالنهاية، رد للبيت وبيده أكياس مليانة بالفواكه الطيبة اللي تعكس تنوع الثقافات ببلده.,Iraqi
 وجد محمد حقيبة في الحديقة وشعر بالفضول ليعرف محتوياتها. قرر أن يأخذها إلى البيت ليتثبت منها بأمان. عند فتحها، اكتشف أنها مليئة بالكتب النادرة. شعر بالمسؤولية للبحث عن صاحب الحقيبة وإعادتها. , لكى محمد جنطة بالحديقة وحب يعرف شنو بيها. قرر ياخذها للبيت حتى يتأكد منها. لما فتحها، لكى إنها مليانة بكتب نادرة. حس بالواجب يدور على صاحب الجنطة ويردّها اله.,Iraqi
 كان يحيى يتزلج على المنحدر عندما شعر بالجوع، فسأل أحد المارة عن وجود مطاعم قريبة. أخبره الرجل أن هناك مقهى صغير على قمة التل. توجه يحيى نحو المقهى واستمتع بوجبة دافئة مع إطلالة رائعة. شعر بالسعادة والامتنان لذلك اليوم المثالي. , كان يحيى ديتزلج على المنحدر وجان يحس بالجوعة، فسأل واحد من الناس اللي ماشين هناك على مطعم قريب. الريال قالله أكو كافتريا صغيرونة فوك الجبل. راح يحيى للكافتريا وتلذذ بوجبة حارة ومنظر خرافي. حس بالفرحة والامتنان لهاي اليوم الرائع.,Iraqi
 لقد نسيت خالد مفتاحه داخل البيت وأغلق الباب خلفه. طرق الأبواب المجاورة بحثاً عن مساعدة. استجاب له جاره العجوز وأعطاه مفتاحاً احتياطياً. شعر خالد بالامتنان لوجود جيران مثل هذا الرجل الطيب. , خالد نسه مفتاحه داخل البيت وسكر الباب وراه. دك الأبواب يم الجيران يدور مساعدة. الجار الكبير استجابله وعطاه مفتاح احتياطي. خالد حس بالامتنان لأن عده جيران مثل هذا الرجل الطيب.,Iraqi
" في أحد الأيام، ذهب خالد إلى محل صرافة ليحول بعض الدولارات الأمريكية إلى الين الياباني. وقف في الطابور ينتظر دوره، متأملاً في كيف ستساعده هذه العملة في رحلته القادمة إلى طوكيو. عندما وصل دوره، قال للصراف: ""حول هذه الدولارات الأمريكية إلى الين الياباني، من فضلك"". ابتسم الصراف وأنجز المعاملة بسرعة، وهكذا بدأت مغامرة خالد في اليابان بخطوة أولى ناجحة. "," بيوم، خالد راح لمكتب الصيرفة حتى يحول دولارات أمريكية للين ياباني. وگف بالطابور ينتظر دوره، يفكر بشلون هاي الفلوس راح تفيده بسفرته الجاية لطوكيو. لما إجا دوره، كال للصيرفي: ""حوّل هاي الدولارات الأمريكية للين ياباني، لو سمحت"". الصيرفي ابتسم وخلص المعاملة بسرعة، وبهاي خالد شرع بمغامرته باليابان بخطوة أولى موفقة.",Iraqi
" وجد أحمد نفسه في المطار، يحتضن صديقه الذي سيسافر إلى بلد بعيد. شعر بثقل في قلبه والدموع تتجمع في عينيه. حاول أن يبتسم لكن عيناه خانتاه. وفي النهاية، لم يستطع سوى همس ""من الصعب قول كلمة وداعاً"". "," لكى أحمد نفسه بالمطار، يحضن رفيجه اللي رايح لدولة بعيدة. حس بثقل بقلبه والدموع جمعت بعيونه. حاول يبتسم بس عيونه خانته. وبالآخر، ما كدر يكول غير ""كلش صعبة كلمة الوداع"".",Iraqi
" في إحدى المدن الصغيرة، سأل رجل مارًّا: ""هل هذا مكتب الاستقبال؟ هل يوجد عيادة قريبة؟"" فأجابه المارّ بأدب: ""نعم، توجد عيادة خلف هذا البناء مباشرةً."" شكره الرجل وتوجه إلى العيادة، وهناك تلقى الرعاية الطبية التي كان يحتاجها. "," بواحد من الأحياء الصغيرة، رجل سأل واحد ماري: ""هذا مكتب الاستقبال؟ فيه عيادة قريبة؟"" الريال الجاوبه بأدب: ""إي، تلكي عيادة ورا هالمبنى عدل."" الرجل كال له شكرا وراح للعيادة، وهناك استلم العلاج اللي كان محتاجه.",Iraqi
" في أحد المطاعم الشهيرة، جلس أحمد بجانب شخص غريب ولاحظ طبقاً شهياً أمامه. لم يتمالك أحمد نفسه فسأل بفضول: ""معذرة، هل لي أن أستفسر منك عن اسم طبقك؟ إنه يبدو لذيذاً."" ابتسم الغريب وأجاب: ""إنها وصفة عائلية خاصة، تُسمى الكبسة العربية."" شعر أحمد بالإعجاب وطلب الوصفة ليجربها في المنزل. "," بواحد من المطاعم المعروفة، جلس أحمد يم واحد غريب وانتبه لطبق شهي قدامه. ما كدر يمسك نفسه وسأل بفضول: ""عفواً، أكدر أسألك شنو اسم طبقك هذا؟ شكله طيب."" الغريب ابتسم وجاوب: ""هاي وصفة عائلتنا، اسمها الكبسة العربية."" أحمد حس بالحماس وطلب الوصفة حتى يجربها بالبيت.",Iraqi
 ذهب محمد إلى الطبيب شاكيًا من ألم شديد في ظهره. قال الطبيب إن سبب الألم هو الجلوس الطويل أمام الكمبيوتر. نصحه الطبيب بأخذ استراحات منتظمة وممارسة الرياضة. بدأ محمد بتنفيذ النصائح وشعر بتحسن كبير. , محمد راح للدكتور يشكي من ألم كبير بظهره. الدكتور كالله الألم من الجلسة الطويلة قدام الكمبيوتر. نصحه الدكتور يأخذ استراحات بانتظام ويسوي رياضة. محمد ابتدأ يتبع النصايح وحس بتحسن زين.,Iraqi
" في تلك الليلة المظلمة، وجد خالد نفسه يائسًا في مطار مجهول. تاه بين البوابات، وأخيرًا توقف أمام بوابة رقم 7 وهمس ""أية بوابة أتوجه إليها بعد ذلك؟"". وبينما هو غارق في حيرته، ظهرت له سيدة مسنة تبتسم، وأرشدته إلى الطريق الصحيح. بفضلها، استطاع الوصول إلى وجهته، مدركًا أن الأمل يمكن أن يأتي من حيث لا يحتسب. "," بليلة ظلمة، خالد لكه نفسه ضايع بمطار ما يعرفه. ضعت بين البوابات، لحد ما وقف عند بوابة رقم سبعة وهمس ""أية بوابة أروح لها هسه؟"". وهو محتار، فجأة طلعتله جاجة كبيرة بالسن تضحك، ودلته على الطريق الزين. بمساعدتها، قدر يوصل لمكان اللي يريد يروحله، وعرف إن الأمل يجي من مكان ما تتوقعه.",Iraqi
 وجد محمد في جيبه عشرة دولارات فقط، وتساءل إن كانت كافية لركوب التاكسي. استوقف تاكسي وسأل السائق عن الأجرة. أجابه السائق بأن الرحلة ستكلف خمسة عشر دولارًا. شعر محمد بالاحباط لعدم مقدرته على الذهاب إلى العمل بالتاكسي بسبب نقص المال. , محمد لكه بجيبه عشر دولارات بس، وتعجب إذا تكدر توصّله للمشوار بالتاكسي. نادى تاكسي وسأل السواق شكد الأجرة. السواق جاوب إن الرحلة راح تكلف خمسطعشر دولار. محمد حس بالإحباط لأن ما عنده الفلوس الكافية حتى يروح للدوام بالتاكسي.,Iraqi
 أعتقد أنها كانت ممتازة. تمثيل جيد وحبكة جيدة. لذا قررت مشاركة الفيلم مع أصدقائي. جلسنا معًا وبدأنا بمشاهدة العرض. كل منهم أثنى على اختياري للفيلم. أصبحت ليلتنا مليئة بالضحك والتعليقات الممتعة. , أعتقد أنها كانت روعة. التمثيل كان حلو والحبكة كانت زينة. حتى قررت أشارك الفيلم ويه أصدقائي. جلسنا سوية وبدينا نتابع العرض. كل واحد منهم مدح اختياري للفيلم. صارت ليلتنا مليانة ضحك وتعليقات جميلة.,Iraqi
" في يومٍ مشمسٍ، خرج يوسف ليشتري هدية لأمه تقديرًا لجهودها. وجد سوقًا قريبًا يبيع الهدايا الجميلة والزهور الفواحة. اختار باقة وردٍ جميلة وعلبة شوكولاتة فاخرة. عندما عاد إلى المنزل وأعطى أمه الهدية، قالت: ""يا، شكراً جزيلاً."" "," بيوم مشمس، يوسف طلع يجيب هدية لأمه حتى يشكرها على تعبها. لكه سوق قريب يبيع هدايا حلوة وورد ريحته زينة. اختار باقة ورد حلوة وعلبة شوكلاته فخمة. يوم رد للبيت وعطا أمه الهدية، كالتله: ""يا، شكراً جزيلًا.""",Iraqi
" كان الفندق مزدحمًا عندما وصلت، ولم تعجبني الحجرة التي خُصصت لي. سألت موظف الاستقبال بأدب: ""هل من الممكن أن أرى حجرة أخرى؟"" استجاب العامل بلطف وأراني حجرة مطلة على البحر. شعرت بالرضا وشكرته على حسن تعاونه. "," الفندق كان مزدحم لما وصلت، وما عجبتني الغرفة العطوني إياها. سألت اللي بالاستقبال بأدب: ""أكدر أشوف غرفة ثانية؟"" العامل كان خوش ولكة وراني غرفة تطل على البحر. حسيت بالإرتياح وشكرته على تعاونه الزين.",Iraqi
 كانت ليلى من أول من ارتدى الفستان الجديد، أنها أحدث موضة هذا الصيف. وسرعان ما لاحظ الجميع أناقتها الفائقة وجمال الفستان. كانت تتمايل بكل ثقة بين الحضور، وعدسات المصورين لا تفارقها. وفي نهاية اليوم، تلقت ليلى عروضاً للتمثيل في إعلانات لأشهر الماركات. , ليلى كانت من الأوائل اللي لابسين الفستان الجديد، هاي أحدث موضة حق هاي الصيف. الكل لاحظ أناقتها العالية وجمال الفستان. كانت تتمختر بثقة بين الحضور، وعدسات المصورين ما تفاركتها. وبآخر اليوم، ليلى استلمت عروض لتمثيل بإعلانات لأشهر الماركات.,Iraqi
 أخذني أحمد بسيارته إلى وسط المدينة. وصلنا هناك والشوارع مزدحمة بالناس. تمكنا من العثور على مكان للركن بعد بحث طويل. تجولنا في الأسواق واشترينا الهدايا لعائلتنا. , أحمد ركبني بسيارته ووداني لوسط البلد. وصلنا ولكينا الشوارع زحمة بالخلق. طولنا ندور لما لكينا مكان نركن بي. مشينا بالأسواق وشرينا هدايا للعائلة.,Iraqi
" في يوم مشمس، سأل علي الموظف في مكتب الإيجار ""هل لي أن أؤجر سيارة؟"" فأجابه الموظف بابتسامة وأشار إلى مجموعة متنوعة من السيارات. اختار علي سيارة رياضية حمراء وتجول بها في المدينة. وفي نهاية اليوم، عاد إلى المكتب معبرًا عن سعادته بتجربة القيادة الممتعة. "," بيوم حلو، علي سأل الموظف بمكتب الإيجار ""أكدر أستأجر سيارة؟"" الموظف ابتسم وراوه مجموعة سيارات. علي اختار سيارة رياضية حمرة وراح يتمشى بيها بالمدينة. وبآخر اليوم، رد للمكتب مستانس برحلته الحلوة.",Iraqi
 في يومٍ مشمسٍ، قرر سامر أن يجرب طبقاً جديداً في مطعمٍ محليّ. عند تذوقه، وجد أنه ذو مذاق غريب. فضوله دفعه لسؤال الطاهي عن المكونات. اكتشف أن الطبق يحتوي على مزيجٍ من التوابل النادرة. , بيوم معتدل، سامر قرر يجرب طبق جديد بمطعم قريب. لمّن ذاقه، حس بطعمه غريب. فضوله خلاه يسأل الطباخ عن المكونات. طلع الطبق فيه خليط من التوابل الغريبة والنادرة.,Iraqi
 قام أحمد بإصلاح السيارة بينما كان والده في الخارج. عندما عاد وجد كل شيء على ما يرام. شعر بالفخر لأن ابنه تحمل المسؤولية. ومن ذلك اليوم، ثقة الأب بأحمد زادت. , أحمد سوه تصليح السيارة وأبوه كان مسافر. يوم الأب رجع، لكه كلشي بخير. انبسط لأن ولده استلم المسؤولية. ومن هذاك اليوم، الثقة مال الأب بأحمد زادت.,Iraqi
" في أحد الأيام، زار خالد متجراً صغيراً وسأل البائع ""هل لديكم وجبات خفيفة؟"" فأجابه البائع بابتسامة وأشار إلى رف مليء بأنواع مختلفة من الوجبات الخفيفة. خالد اختار بعض الشيبس والمكسرات، وشعر بسعادة عارمة وهو يتناولها في الحديقة. أصبح هذا المتجر وجهته المفضلة كلما شعر بالجوع. "," بيوم، خالد راح لمحل صغير وسأل البائع ""عدكم سناكات خفيفة؟"" البائع ابتسم ودله على رف مليان بأنواع السناكات. خالد اختار شوية شيبس وجوزيات، وفرح من كلبه وهو ياكلهم بالبستان. صار هذا المحل محطته المفضلة كلما جاع.",Iraqi
 كان هناك رجل كبير في السن يطلب دائماً من الناس التحدث ببطء لأنه كان يعاني من ضعف السمع. في يوم من الأيام، التقى بطفل صغير حاول شرح قصة ممتعة له. الرجل العجوز طلب من الطفل أن يتكلم ببطء حتى يستطيع فهم القصة جيداً. وبفضل صبر الطفل وتكراره القصة ببطء، استطاع العجوز أن يسمع القصة ويستمتع بها. , كان هناك رياييل كبير بالسن دومه يطلب من الناس يحجون وياه بهداوة لأن سمعه كان ضعيف. بيوم، إلتقى بولد صغيرون حاول يحجيله قصة حلوة. الشيخ طلب من الولد يحجي بهداوة حتى يكدر يفهم القصة زين. وبسبب صبر الولد وإنه عاد القصة بهداوة، الشيخ كدر يسمع القصة ويستانس بيها.,Iraqi
 سوف أحضر متأخرا ساعة. كان لدي موعد طبي لم أستطع تأجيله. عندما وصلتُ، كان الاجتماع قد بدأ بالفعل. استمعوا إليّ بانتباه وأنا أشرح سبب تأخري. بالنهاية، تفهم الجميع الظروف وتابعنا الاجتماع بسلاسة. , راح أوصل متأخر حوالي ساعة. عندي موعد دكتور ما قدرت أغيره. يوم وصلت، الاجتماع كان شغال. الشباب استمعوا إلي وأنا أفسر السبب اللي خلاني أتأخر. بالأخير، الجميع فهموا الظرف وكملنا الاجتماع بدون مشاكل.,Iraqi
 كان هناك رجل يعيش وحيدًا في بيت صغير على طرف القرية. ذات يوم، وجد قطة جميلة عند عتبة بابه فقرر أن يعتني بها. أصبحت القطة صديقته المفضلة وأضافت البهجة إلى حياته. مرت الأيام وانتشرت قصة الرجل وقطته في القرية، وأصبح معروفًا بكرمه وطيبة قلبه. , كان في واحد رجل ساكن لحاله ببيت صغير على طرف القرية. في يوم من الأيام، لكه قطة حلوة عد باب بيته فقرر يعتني بيها. القطة صارت صديقته المفضلة وجابت الفرح لحياته. الأيام مرت وسالفة الرجل ويا القطة انتشرت بكل القرية، وصار معروف بنخاوته وطيبة قلبه.,Iraqi
" نظر محمد إلى الساعة وتذكر أنه لم يأكل منذ الصباح. قال لصديقه: ""نعم. انتظر، سوف أحضر لك واحدة."" ذهب إلى البائع واشترى لهما سندويشين. عاد ومعه الطعام، فتناولاه بشهية. "," محمد كَلب على الساعة وتذكر إنه ماكلش من الصبح. گال لرفيجه: ""أي والله. استنه، راح آخذلك وحدة."" راح للبايع وشرالهم سندويجات. رجع وياه الأكل، وكَلوه بشهية.",Iraqi
 في يومٍ مشمسٍ، ذهب أحمد إلى المقهى المفضل لديه. نادله المعتاد كان هناك يبتسم كالعادة. طلب أحمد فنجان قهوته الساخنة وجلس يستمتع بالأجواء. بينما هو يشرب، التقى بصديق قديم ودار بينهما حديث شيق. , بيوم مشمس، راح أحمد للمقهى اللي يحبه. النادل اللي دايماً يخدمه كان هناك ويضحك كالعادة. طلب أحمد كوب قهوته الحار وجلس يستمتع بالأجواء. وهو يشرب، شاف صديق قديم وصار بينهم حجي ممتع.,Iraqi
 كان الجو غائماً والسماء تكاد تبكي، فقد أخبرت الأرصاد الجوية بأن الأمطار ستتساقط طوال الأسبوع. استعد الناس بالمعاطف والأحذية المطاطية، وأصبحت المظلات صديقاً لا يفارقهم. الأطفال فرحوا بالبرك المائية التي شكلتها الأمطار، ولعبوا تحت قطرات الماء بمرح وسعادة. , الجو كان مغيم والسما تريد تبجي، والأرصاد الجوية كالو الأمطار راح تصب طول الأسبوع. الناس استعدوا بالمعاطف والگزم المطاطية، وصارت المظلات رفيقة دوم متفاركهم. الأطفال فرحوا بالبرك الماي الي سوتها الأمطار، ولعبو تحت القطرات بفرح ومرح.,Iraqi
 وجد أحمد نصف زجاجة عطر متروكة على الرصيف، فقرر أن يأخذها معه. عندما وصل إلى المنزل، رش منها قليلاً وسأل أمه عن رائحتها. أخبرته أمه أن العطر يذكرها بوالده الذي كان يستخدم نفس النوع قبل أن يسافر. شعر أحمد بلحظة من الحنين وقرر الاحتفاظ بالزجاجة كذكرى عزيزة. , وجد أحمد نصف زجاجة عطر متروكة على الرصيف، فقرر يأخذها وياه. لما وصل للبيت، رش منها شوية وسأل أمه عن ريحتها. أمه كالتله العطر يذكرها بأبوه الي كان يستخدم نفس النوع قبل لا يروح. حس أحمد بالحنين وقرر يحتفظ بالزجاجة كذكرى عزيزة.,Iraqi
" في إحدى الأمسيات الموسيقية، سأل خالد صديقه: ""هل لديهم عروض حية؟"" فأجابه بحماس: ""نعم، واليوم ستكون هناك فرقة مشهورة."" فقررا الذهاب معاً واستمتعا بأجواء الحفل الرائعة. عادا إلى المنزل وقد امتلأت قلوبهما بالموسيقى والسعادة. "," بوحدة من الأمسيات الموسيقية، خالد سأل رفيجه: ""عدهم عروض عايشة؟"" رفيجه جاوبه بفرح: ""أي، واليوم راح يكون في فرقة مشهورة."" قرروا يروحون سوية واستمتعوا بأجواء الحفلة الحلوة. رجعوا للبيت وقلوبهم مليانة بالموسيقى والسعادة.",Iraqi
" ذهبت سارة إلى السوق لتشتري حقيبة جديدة. وعندما رأت واحدة أعجبتها، سألت البائع ""هل بإمكاني رؤية هذه الحقيبة؟"" أخرج البائع الحقيبة بابتسامة وأشاد بذوقها الرفيع. بعد أن فحصتها جيدًا، قررت سارة شراء الحقيبة. "," سارة راحت للسوق تشتري جنطة جديدة. ولما شافت وحدة عاجبتها، كالت للبيّاع ""أكدر أشوف هاي الجنطة؟"" البيّاع طلّع الجنطة وابتسم ومدح بذوقها الزين. بعد ما تفحصتها زين، سارة قررت تشتري الجنطة.",Iraqi
" في أحد الأيام، سأل الزبون البائع، ""هل لديك شيء آخر؟"" فأجاب البائع بابتسامة وأحضر له قطعة نادرة. شعر الزبون بالسعادة لأنه وجد ما كان يبحث عنه. ومنذ ذلك اليوم، أصبح ذلك الزبون زبونًا دائمًا للمتجر. "," بيوم، الزبون سأل البيّاع، ""عدك شي ثاني؟"" البيّاع ابتسم وجابله قطعة نادرة. الزبون فرح حيل لأن لكه الشي الكان يدور عليه. ومن ذاك اليوم، صار هذا الزبون يجي دوم للمحل.",Iraqi
" في يوم من الأيام، كان هناك رجل يعمل بجد ولا يعرف متى يتوقف. ومع مرور الوقت، بدأ يشعر بالإرهاق الشديد. قالت له زوجته ذات مساء: ""أنت بحاجة للراحة."" استمع لنصيحتها وقرر أخذ إجازة ليستعيد نشاطه. "," بيوم من الأيام، كان أكو واحد رجال يشتغل وايد وما يدري متى يوقف. ويا مرور الأيام، حس بتعب كبير. بليلة، كالتله مرته: ""أنت محتاج للراحة."" سمع كلامها وقرر ياخذ أجازة حتى يرد حيويته.",Iraqi
 من فضلك إملأ بطاقة الوصول التالية واستمارة الجمارك. وصل أحمد إلى المطار وفي يده حقيبته الثقيلة. بعد إنهاء الإجراءات، توجه إلى مكتب الاستقبال حيث قابل صديقه القديم. تبادلا الأحاديث والذكريات، ثم اتجها معاً إلى مدينتهما العزيزة. , الله يخليك عبي هاي البطاقة وورقة الكمارك. أحمد وصل للمطار وياه جنطته الثكيلة. خلص الإجراءات كلها، وراح لمكتب الاستقبال وشاف رفيجه القديم. سولفوا وتذكروا أيام زمان، وبعدين راحوا سوية لمدينتهم الغالية.,Iraqi
" وقف يحيى على جانب الطريق ينتظر السيارة المتجهة إلى سيتل. عندما مرت السيارة، أشار إليها يحيى متسائلاً ""هل هذه السيارة متجهة إلى سيتل؟"" فأومأ السائق بالإيجاب وتوقف ليقله. شعر يحيى بالامتنان وهو يجلس في السيارة متجهين إلى وجهته. ","  وكف يحيى على جنب الشارع ينطر سيارة اللي رايحة لسيتل. لمن أجت السيارة، سأل يحيى ""هل هذه السيارة رايحة لسيتل؟"" السواق أشرله بالايجاب ووقف علمود ياخذه. يحيى حس بالامتنان وهو يالس بالسيارة رايحين للمكان اللي قاصده.",Iraqi
 ذهب أحمد للجامعة ليسجل في دورة اللغة الإنجليزية، ولكنه فوجئ بارتفاع الرسوم. سأل الموظف إذا كان بالإمكان دفع جزء من الرسوم الآن. وافق الموظف وابتسم قائلاً إن هذا ممكن. شعر أحمد بالسعادة لأنه سيتمكن من البدء في الدورة دون تأخير. , أحمد راح للجامعة حتى يسجل بدورة الإنكليزي، بس تفاجئ بالرسوم العالية. سأل الموظف أكو إمكانية يدفع جزء من الفلوس هسة. الموظف ضحك وقال إن هاي تصير. أحمد حس بالفرح لأنه بيقدر يبدي بالدورة بدون تأخير.,Iraqi
 هذا السؤال دار في ذهن يوسف لدى رؤيته للوردة الجميلة. إنها تبدو حقيقية بألوانها الزاهية وأوراقها الناعمة، لكن شيئا ما يجعله يشك. قرر يوسف أن يقترب ويمسك الوردة ليكتشف الحقيقة. وبمجرد لمسها ابتسم، فالوردة كانت طبيعية وعطرها يفوح في الأجواء. , هذا السؤال دار ببال يوسف يوم شاف الوردة الحلوة. تشبه الحقيقة بألوانها الجذابة وأوراقها الناعمة، بس في شي خلاه يرتاب. يوسف قرر يقترب ويمسك الوردة حتى يتأكد من الحقيقة. ويوم لمسها ابتسم، لأن الوردة طبيعية ورائحتها منتشرة بالهواء.,Iraqi
" في يوم من الأيام، سأل الفتى صديقه بقلق: ""هل ستنتظرني هنا؟"" وعد الصديق بالإنتظار، ولكن مرت الساعات ولم يعد الفتى. ظل الصديق واقفًا ينتظر حتى غروب الشمس، وأدرك أخيرًا أن الوعود أحيانًا لا تُصان. "," بيوم من الأيام، سأل الولد رفيجه ويه القلق: ""راح تنطرني هنا؟"" رفيجه وعده إن ينطر، بس الساعات مرت والولد ما رجع. رفيجه ظل واكف ينطر لمن غابت الشمس، وبالنهاية فهم إن الوعود أحيانًا ما تتحقق.",Iraqi
 آه شكراً كنت أبحث عنها منذ قليل. وجدتها أخيرًا تحت كومة الكتب القديمة. كنت أحتاجها لإتمام بحثي العلمي. فرحت كثيرًا لأنها من النوادر. أعدتها إلى مكتبتي بحرص شديد. , آه شكرًا، كنت أدور عليها من شوية. لكيتها آخر شي تحت دسمة الكتب القديمة. محتاجها حتى أكمل بحثي العلمي. فرحت وايد لأنها من الكتب النادرة. ردتها لمكتبتي بكل اهتمام.,Iraqi
" في يوم من الأيام، ذهب أحمد إلى المتجر لشراء هاتف جديد. عندما وصل إلى الصندوق، سأله البائع ""نقداً أم على بطاقة الائتمان؟"". فكر أحمد للحظة ثم قرر الدفع نقداً لتجنب رسوم الفائدة. شعر بالسعادة وهو يغادر المتجر حاملاً هاتفه الجديد دون أي ديون. "," بيوم، أحمد راح للمحل يشتري تلفون جديد. لما وصل لعند الكاشير، البياع سأله ""كاش لو بالكريديت كارت؟"". أحمد فكر شوية وقرر يدفع نقداً حتى ما يواجه فوائد. فرح وهو طالع من المحل وبيده التلفون الجديد بدون ديون.",Iraqi
 في يوم مشمس، وجد محمود نفسه في مدينة لم يزرها من قبل. كان ينظر حوله بدهشة، فالمباني كانت ذات طراز فريد والناس يتحدثون بلهجات مختلفة. شعر بالضياع ولكنه كان متحمسًا لاكتشاف هذا المكان الجديد. في نهاية اليوم، تمكن من التعرف على بعض السكان الودودين الذين عرضوا عليه المساعدة. , بيوم حار، محمود لكه نفسه بمدينة ما كان زارها من قبل. كان يطلع حوله مستغرب، البنايات كانت بتصاميم غريبة والناس تتكلم بلهجات مختلفة. حس بالتيه بس هم كان متحمس يستكشف هذا المكان الجديد. بنهاية اليوم، تعرف على ناس طيبين عرضوا عليه المساعدة.,Iraqi
