id,split,MSA,ALG
10830,corpus-6-test-corpus-26-train,أين قسم غير المدخنين ؟,وين المساحة لغير المدخنين؟
10831,corpus-6-test-corpus-26-train,"حرف "" ت "" "" كما في توم ، نعم ها هي لدي هنا ، تارو .","هو ""ت"" مثل توم، إيه عندي هنا، يا طارو."
10848,corpus-6-test-corpus-26-test,أظن أنه بديع المنظر .,نظن بلي رائع.
10851,corpus-6-test-corpus-26-test,أريد بعض التفاح ، من فضلك .,راني حاب تفاح، من فضلك.
10869,corpus-6-test-corpus-26-train,ما فائدة هذا ؟,لواش ينفع؟
10882,corpus-6-test-corpus-26-train,أي بطاقات ائتمانية تقبلون ؟,واش من بطاقات ائتمان لي تقبلوهم؟
10922,corpus-6-test-corpus-26-train,عندي الكثير من الوقت .,عندي كامل الوقت.
10930,corpus-6-test-corpus-26-train,حسنا ، إنه وقت الغداء . هل تحب أن نناقشه على الغداء ؟,حسنا، وقت الفطور. نقدرو نحكيو و خلال الفطور؟
10937,corpus-6-test-corpus-26-dev,لقد سرق مسجل الفيديو من غرفتي .,سرقو جهاز الفيديو من الغرفة ديالي.
10950,corpus-6-test-corpus-26-train,ألو ، اسمي أودا . عندي حجز الليلة ، لكن سوف أتأخر في القدوم . لهذا من فضلك اتركوا لي الحجز .,صباح الخير، إسمي أودا. عندي حجز للمساء بصح نكون شوية متأخر للتسجيل. من فضلك احتفظلي بالحجز ديالي.
10953,corpus-6-test-corpus-26-train,هل هذا الحذاء متين ؟,هاذ الأحذية قوية؟
10955,corpus-6-test-corpus-26-test,من فضلك قل له أنني أنتظر مكالمته .,من فضلك قولو بلي راني نستنا فالاتصال الهاتفي ديالو.
10964,corpus-6-test-corpus-26-train,يقولون إن الأنفلونزا منتشرة هناك .,يقولوا بلي الأنفلوانزا منتشرة بزاف هناك.
10973,corpus-6-test-corpus-26-train,لقد جاء لتوه .,في الداخل.
10975,corpus-6-test-corpus-26-train,آسف . الحجز كامل لمساء الغد .,أنا اعتذر. رانا معمرين غدوة لعشية.
10976,corpus-6-test-corpus-26-train,أنا مع بعض الأصدقاء .,راني مع صحابي.
10985,corpus-6-test-corpus-26-train,حسبما يقول جورو ، فاللسيد يامادا طفلان .,على حساب قورو، السيد يامادا عندو زوج أطفال.
10994,corpus-6-test-corpus-26-dev,هل يمكن أن تقول ذلك ثانية ؟,اذا تقدر تعاود؟
10997,corpus-6-test-corpus-26-train,أريد أن أعرج على برج لندن .,راني حاب الالتفات على برج لندن.
11019,corpus-6-test-corpus-26-train,من فضلكم . اربطوا الأحزمة .,الرجاء تربطوا الأحزمة ديالكم.
11027,corpus-6-test-corpus-26-test,كود المنطقة هو ثلاثة . ورقم الهاتف هو اثنان ثلاثة أربعة ثلاثة أربعة صفر صفر .,الرمز الجهوي هو ثلاثة. رقم الهاتف هو اثنان ثلاثة أربعة ثلاثة أربعة صفر صفر.
11030,corpus-6-test-corpus-26-test,عفواً . هل يوجد أي جسر بالقرب من هنا ؟,سامحني. كاين جسر قريب من هنا؟
11041,corpus-6-test-corpus-26-dev,"معذرة , أريد استخدام غرفة الراحة .",سامحني، راني حاب نروح للمرحاض.
11046,corpus-6-test-corpus-26-train,إنها مشغولة .,مشغول.
11047,corpus-6-test-corpus-26-test,ملابسه دائماً موضة قديمة .,هاذ الملابس راهم دايمن خارج الموضة.
11054,corpus-6-test-corpus-26-train,هل لديكم طعام بحري ؟,عندكم المأكولات البحرية؟
11057,corpus-6-test-corpus-26-train,هذا مكلف نوعا ما .,بزاف غالية.
11058,corpus-6-test-corpus-26-train,أود ذلك ، لكنني أخشى ألا أستطيع هذه المرة .,راني حاب بزاف، بصح سامحني منقدرش نديره هاذ المرة.
11064,corpus-6-test-corpus-26-train,حسنا ، لا أعلم بعد لكنني سوف أحاول بالتأكيد .,حسنا، مازال مانيش عارف، بصح أكيد نجربو.
11069,corpus-6-test-corpus-26-dev,الملح من فضلك .,ملح، من فضلك.
11082,corpus-6-test-corpus-26-train,من فضلك استعمل غرفة القياس هناك .,من فضلك استعمل غرفة تجريب الملابس لهيك.
11100,corpus-6-test-corpus-26-train,تسعون دولاراً لتذكرة الذهاب . نقداً أم بالبطاقة ؟,تسعون دولار لتذكرة ذهاب. نقدا و لا بالبطاقة؟
11109,corpus-6-test-corpus-26-dev,هل يمكن أن تخلي المنضدة لي ، من فضلك .,تقدر تفرغلي الطولة، من فضلك؟
11123,corpus-6-test-corpus-26-train,كيف يربي الآباء اليابانيون أولادهم ؟ هل هم صارمون مع أطفالهم ؟,كيفاش يربي اليابانيين أولادهم؟ اذا هم صعاب معاهم؟
11126,corpus-6-test-corpus-26-train,هل يمكن أن تخبرني عن ساعات العمل ؟,تقدر تعطيني أوقات الفتح؟
11131,corpus-6-test-corpus-26-dev,من فضلك لفها كل على حدة .,غلفلي كل واحد وحدو، من فضلك.
11161,corpus-6-test-corpus-26-train,معدتي ثقيلة .,المعدة ديالي ثقيلة.
11171,corpus-6-test-corpus-26-dev,يبدو هذا جيدا ، أين يمكن أن ننتظرك ؟,يبان هايل. وين نقدرو نستناوك؟
11174,corpus-6-test-corpus-26-train,هل يمكن أن نبدأ اللعب عندما ينتهون ؟,نقدرو نبداو نلعبو كي يكملو؟
11190,corpus-6-test-corpus-26-train,تعداد سكان اليابان حوالي مائة وعشرينا مليونا .,سكان اليابان حوالي مئة و عشرون مليون.
11197,corpus-6-test-corpus-26-train,املأ البنود الآتية في بطاقة التسجيل .,زيد هاذ الحاجات في بطاقة التسجيل.
11199,corpus-6-test-corpus-26-train,هل يمكن أن أستعيد متعلقات ؟,اذا نقدر ندي الأغراض دياولي؟
11240,corpus-6-test-corpus-26-train,هل لديكم أوشحة حريرية ؟ إنني أبحث عن هدية لزوجتي .,اذا عندكم شال من الحرير؟ راني نحوس هدية للزوجة ديالي.
11246,corpus-6-test-corpus-26-train,سوف نحضرها الآن . ما هو رقم غرفتك ؟,دوك نجيبوهوك فالحين. شحال الرقم تع الغرفة ديالك؟
11264,corpus-6-test-corpus-26-test,السيد كوباياشي كان يبحث عنك .,السيد كوباياشي راهو يحوس عليك.
11267,corpus-6-test-corpus-26-train,أريد السفر من شنغهاي إلى هاواي بالباخرة .,راني حاب نسافر فالباخرة من شانغهاي لهاواي.
11278,corpus-6-test-corpus-26-test,هل يمكن أن ترسل أحدا ؟,تقدر تقول لكاش واحد يجي؟
11282,corpus-6-test-corpus-26-train,هل تستطيع تجهيزه بحلول الخامسة من مساء الغد ؟,يكون واجد غدوة على الخمسة تع العشية؟
11302,corpus-6-test-corpus-26-train,إنها تستغرق عشر دقائق سيراً على الأقدام .,تاخذ عشر دقائق مشيا.
11316,corpus-6-test-corpus-26-train,قبل أن ننهي العمل ، هلا أعطيتني بضعة دقائق ؟,قبل ما تكمل، تقدر تعطيني بعض الثواني؟
11325,corpus-6-test-corpus-26-dev,أين يمكن أن أوقف سيارتي ؟,وين نقدر نركن السيارة ديالي؟
11336,corpus-6-test-corpus-26-dev,اشعر ببرودة وتؤلمني معدتي جداً .,راني بردان و عندي وجع في كرشي.
11342,corpus-6-test-corpus-26-train,ويسكي وماء ، من فضلك . هل لديكم وجبة خفيفة معه ؟,سكوتش و ماء، من فضلك. ويذا عندك كاش حاجة خفيفة للأكل؟
11343,corpus-6-test-corpus-26-train,كيف يمكنني أن أطفأ الضوء ؟,كيفاش نقدر نطفي هاذ الضوء؟
11360,corpus-6-test-corpus-26-train,هل هو مشغول جدا اليوم ؟,راهو بزاف مشغول اليوم؟
11374,corpus-6-test-corpus-26-train,أريد بعض الخيط .,راني حاب خيط.
11375,corpus-6-test-corpus-26-train,"اعطني شهادة طبية , من فضلك .",أعطيني شهادة طبية من فضلك.
11378,corpus-6-test-corpus-26-train,أود تقصيره ببوصة واحدة من هذه المنطقة .,راني حاب تزيد تنقصلو بإنش واحد من هنا.
11392,corpus-6-test-corpus-26-train,لا أشعر أنني على ما يرام . من فضلك اعطني بعض الدواء .,مانيش حاس روحي مليح، اعطيني أدوية.
11403,corpus-6-test-corpus-26-train,"هل يمكن أن أختر جريدة يابانية , من فضلك ؟",نقدر نتحصل على جريدة يابانية؟
11404,corpus-6-test-corpus-26-train,حسنا . هل يمكن أن أترك السيارة في أي مكان ؟ ما هي رسوم ركن السيارة ؟,موافق. نقدر نحط السيارة في أي مكان؟ وشحال السعر؟
11412,corpus-6-test-corpus-26-train,أي حافلة تذهب إلى وسط المدينة ؟,واش من حافلة تروح لمركز المدينة؟
11420,corpus-6-test-corpus-26-train,هل يوجد أي قطار سريع إلى بوسطن ؟,كاين اكسبرس لبوسطن؟
11435,corpus-6-test-corpus-26-train,من فضلك كن صديقي بالمراسلة .,من فضلك نحب تكون المراسل ديالي.
11438,corpus-6-test-corpus-26-dev,سأقيم مع صديق .,رايح نبقى عند صاحبي.
11442,corpus-6-test-corpus-26-train,"أنا متأثر للغاية , لا أستطيع البقاء ساكنا .",راني بزاف زعفان. منقدرش نحكم روحي هادئ.
11449,corpus-6-test-corpus-26-train,هل يمكن أن أنزل عند فندق هيلتون ؟,اذا نقدر نهبط فالهيلتون؟
11450,corpus-6-test-corpus-26-train,أريدك تنزعه .,راني حاب تنحيه.
11457,corpus-6-test-corpus-26-train,اتجه يساراً في هذا الشارع ثم انعطف عند أول منعطف يمين .,دور على اليسار في هاذ الطريق، امشي هنا و خذ الأولى على اليمين.
11462,corpus-6-test-corpus-26-train,أريد أن أعرف إذا كان يمكن شحن مجموعة الأطباق هذه إلى طوكيو .,راني حاب نعرف اذا ممكن نبعث هاذ المجموعة تع الحقائب لطوكيو.
11467,corpus-6-test-corpus-26-train,أود بعضاً من القوة الجسدية .,راني حاب طالك للجسم.
11478,corpus-6-test-corpus-26-train,ألا يوجد طعام متبل وليس حارا جدا ؟,اذا كاين ماكلة ماشي قوية و ناقصة فالحار؟
11479,corpus-6-test-corpus-26-train,هل هو قريب لنصل إليه سيراً .,اذا قريب شوية باش نروح نمشي على رجليا؟
11491,corpus-6-test-corpus-26-dev,أريد بعض الكريم للأيدي .,راني حاب كريمة لليدين.
11493,corpus-6-test-corpus-26-train,هل يمكن أن تمرر لي الملح ؟,اذا تقدر تعطيني الملح، من فضلك؟
11500,corpus-6-test-corpus-26-train,أريد الذهاب إلى وول ستريت . كيف أصل إلى هناك ؟,راني حاب نروح لوال سشريت. كيفاش نقدر نوصل لهناك؟
11541,corpus-6-test-corpus-26-train,الكثير جداً من التمارين يضر بك .,بزاف الحركات مافيهم حتى فايدة.
11544,corpus-6-test-corpus-26-train,بما في ذلك الإفطار ، والضريبة ، ورسم الخدمة ، سيكون الحساب خمسة أربعون دولارا للشخص الواحد في الليلة .,مع فطور الصباح، الطاكس و الخدمة داخلين، تولي خمسة و أربعون دولار لليلة للشخص الواحد.
11550,corpus-6-test-corpus-26-train,هل تستطيع تصليح هذا ؟,تقدر تصلح هاذا؟
11574,corpus-6-test-corpus-26-train,مساء الخير . أهلا .,صباح الخير. سلام.
11576,corpus-6-test-corpus-26-train,لا أستطيع العثور على أمتعتك .,مصبتش الأمتعة دياولك.
11595,corpus-6-test-corpus-26-train,سر مباشرة ، من فضلك .,كل الحقوق، من فضلك.
11600,corpus-6-test-corpus-26-train,هل من المأمون شرب الماء الذي هنا ؟,اذا الماء صالح للشرب؟
11622,corpus-6-test-corpus-26-train,أهه ، هيا . دولارين فقط .,أيا، يالا. اثنين دولار فقط.
11626,corpus-6-test-corpus-26-train,هلا بدلت هذا الفستان بآخر من مقاس أوسع ؟,تقدر تبدلي هاذ الفستان بواحد كبير عليه؟
11631,corpus-6-test-corpus-26-train,حسنا ، هيا نذهب . أستطيع مساعدتك في واجبك المنزلي بعد أن نتناول بعض البيتزا .,حسنا، هيا نروحوا. نعاونك فالواجبات دياولك ممبعد ناكلو بيتزا.
11633,corpus-6-test-corpus-26-train,نعم ، يا سيد تاناكا هناك رسالتان لك .,إيه، سيد طاناكا. كاين زوج رسائل ليك.
11643,corpus-6-test-corpus-26-train,إنه لا يلائمني .,موالمنيش.
11646,corpus-6-test-corpus-26-train,الغد يوم آخر .,غدوة نهار آخر.
11663,corpus-6-test-corpus-26-train,ربما أستطيع مساعدتك . هل تحتاج إلى فيتامين سي ؟,بالاك نقدر نعاونك. اذا لازملك الفيتامين سي؟
11689,corpus-6-test-corpus-26-train,إن محفظتي نشلت في القطار .,واحد السارق سرقلي المحفظة ديالي فالقطار.
11704,corpus-6-test-corpus-26-train,إنه بعيد جداً . يحسن بك أن تأخذ سيارة أجرة .,بعيد بزاف. خير لوكان تاخذ طاكسي.
11708,corpus-6-test-corpus-26-train,أريد مقعداً يطل على الممر ، من فضلك .,نحب مكان من جهة الكولواغ، من فضلك.
11709,corpus-6-test-corpus-26-train,أعيش في شقة إيجارها ثمانون ألف ين في الشهر .,نعيش في شقة تكلفني ثمانون ألف ين للشهر.
11714,corpus-6-test-corpus-26-train,هل لي أن أقاطعكم ؟,نقدر نقاطعك؟
11720,corpus-6-test-corpus-26-dev,أعرض علىّ مقاساً أكبر .,وريلي واحد عريض كثر.
11734,corpus-6-test-corpus-26-train,معذرة . هل تمانع في أن تبادل المقاعد معي ؟,المعذرة. اذا منزعجكش لوكان تبدل المكان معايا؟
11746,corpus-6-test-corpus-26-train,نعم ، بالطبع .,إيه، أكيد.
11751,corpus-6-test-corpus-26-train,اذهب إلى الناحية وانعطف يساراً عند إشارة المرور .,اهبط حتى للزاوية و دور على اليسار عند الأضواء.
11754,corpus-6-test-corpus-26-dev,هل تفضل ماسكات للشعر أصغر أم أكبر ؟,تحب زلاجات أصغر ولا أكبر؟
11767,corpus-6-test-corpus-26-test,أريد غرفة مفردة بحمام لقاء ثمانين دولارا ، من فضلك .,راني حاب غرفة فيها بينواغ بتسعون دولار، من فضلك.
11800,corpus-6-test-corpus-26-train,أريد إيداع مقتنياتي الثمينة في خزينة الفندق .,راني حاب نحط أغراضي الغالية في الخزنة تع الفندق.
11817,corpus-6-test-corpus-26-dev,هل لديكم غرفة متاحة الليلة ؟,اذا عندكم غرفة فارغة لهاذ الليلة؟
11821,corpus-6-test-corpus-26-train,نعم ، ولكن تأكد أن تذكرتك معك .,إيه، بصح تأكد بلي تحصلت على التذكرة ديالك.
11862,corpus-6-test-corpus-26-train,لن ينضم للجولة الاختيارية إلا القليل من الناس .,غير شوية ناس برك يجوا للرحلة لاختيارية.
11872,corpus-6-test-corpus-26-train,لا تهتم . على أي حال ، خذني من فضلك إلى مركز الحي الصيني . سأحاول أن أجده بنفسي .,الي جات. في كل الأحوال، اديني لمركز شايناتاون، من فضلك. نحاول نصيبو بنفسي.
11879,corpus-6-test-corpus-26-train,تشغل أشخاصاً جدد في أبريل .,أشخاص واحدوخرين توظفوا في أفريل.
11880,corpus-6-test-corpus-26-train,أرجو ذلك .,نتمنى ذلك.
11885,corpus-6-test-corpus-26-train,"اثنان ويسكي مع الماء , من فضلك .",اثنين سكوتش مع ماء، من فضلك.
11901,corpus-6-test-corpus-26-train,من الذي يعزف ؟,شكون يلعب؟
11913,corpus-6-test-corpus-26-dev,هل يمكن أن تتصلوا بي إن عثرتم على حقيبتي ؟,تقدر تتصل اذا صبت الساك ديالي؟
11916,corpus-6-test-corpus-26-train,إلى اليسار ، من فضلك .,على اليسار، من فضلك.
11932,corpus-6-test-corpus-26-test,هلا وقفت معي لالتقاط صورة ؟,اذا تحب تاخذ صورة معايا؟
11938,corpus-6-test-corpus-26-dev,لا . هل تحب الإبلاغ عنه ؟,لالا. اذا تحب تصرح بيه؟
11949,corpus-6-test-corpus-26-train,هذه السن في المقدمة تؤلمني .,هاذ السن تع القدام توجعني.
11959,corpus-6-test-corpus-26-train,ما هي أحدث ألعاب الكمبيوتر لفتى سنه خمسة عشر عاما ؟,واش هو أحدث لعبة فيديو لمراهقة ذات خمسة عشر سنة؟
11972,corpus-6-test-corpus-26-train,سنراك في الغد .,غدوة نشوفوك.
11973,corpus-6-test-corpus-26-test,هل يوجد مطعم أرخص قريب من هنا ؟,اذا كاين ارخص رخيص فالنواحي؟
11975,corpus-6-test-corpus-26-train,لا ، ولكن شكراً لك . إنني أشعر بتحسن .,لالا، بصح شكرا. راني نحس بروحي مليح.
11976,corpus-6-test-corpus-26-train,هل لديكم أي خبز ؟,عندكم الخبز؟
11977,corpus-6-test-corpus-26-train,ما هو مستوى مهارتك في عزف الكمان ؟,واش هو المستوى ديالك فالكمان؟
11990,corpus-6-test-corpus-26-train,لقد انزلقت قدما صديقي وسقط في الحمام .,صاحبي زلق و طاح فالحمام.
11991,corpus-6-test-corpus-26-train,أريد مطفأة سجائر .,نقدر نتحصل على مطفآة سجائر؟
11997,corpus-6-test-corpus-26-train,حظرت المسيحية وأغلقت البلاد بالنسبة لبقية العالم .,دارو حظر للمسيحية وتم إغلاق البلاد على العالم.
12005,corpus-6-test-corpus-26-train,ما الكمية التي تريدها ؟,شحال راك حاب؟
12012,corpus-6-test-corpus-26-train,خلطة جمبري لها ، وكذلك لي .,كوكتال جمبري ليها، و نفس الشيء ليا.
12033,corpus-6-test-corpus-26-train,هلاّ جعلت توقيعك هنا والحروف الأولى من اسمك هنا .,نقدر نطلب منك تمضي هنا و تبصم هنا، من فضلك.
12035,corpus-6-test-corpus-26-train,لقد أثلج صدري زيارة مقاركم الرئيسية وكذا ما جرى بيننا من مناقشات مهمة . شكراً جزيلاً على ما أبديتموه من تعاون .,كان من دواعي سروري كي زرت المقر ديالكم و كي قدرت نحكي معاك مطولا. صحا بزاف على حسن تعاونك.
12054,corpus-6-test-corpus-26-train,إن غطيطك مزعج .,تشخر بزاف.
12056,corpus-6-test-corpus-26-train,إن لونها لا يروقني على الإطلاق . هلي يمكنني إرجاعها ؟,بعد كلش، اللون معجبنيش. نقدر نرجعو؟
12057,corpus-6-test-corpus-26-dev,اخرج من ذلك الباب ، وانتظر عند المحطة رقم ستة .,جوز من الباب لي لهيك، و استنا فالمحطة رقم ستة.
12060,corpus-6-test-corpus-26-dev,دجاج محمر ، من فضلك .,الدجاج المشوي، من فضلك.
12069,corpus-6-test-corpus-26-train,هل لي في بعض الفلفل ؟,نقدر نتحصل على الفلفل؟
12074,corpus-6-test-corpus-26-test,أجل أريد شيئاً أقرؤه .,ايه، راني حاب كاش حاجة نقراها.
12101,corpus-6-test-corpus-26-train,أنا السيد تكاهاشي بالغرفة رقم خمسة تسعة وأربعين . من فضلك أرسل أربع زجاجات من بيرة بودفايزر .,معاك السيد طاكاهاشي من الغرفة خمسمئة و تسعة و أربعون. تقدر تطلع أربع زجاجات تع بيرة بودوايزر، من فضلك؟
12131,corpus-6-test-corpus-26-train,هذه سبعون دولار .,هاك سبعون دولار.
12140,corpus-6-test-corpus-26-train,من فضلك اتصل بي في الفندق عندما تجد حقائبي .,اتصل بيا فالفندق ديالي غير تصيب الأمتعة دياولي، من فضلك.
12150,corpus-6-test-corpus-26-train,أريد مكالمة لإيقاظي في الثامنة والصف صباح غد ، من فضلك .,راني حاب اتصال منبه غدوة صبح على الساعة الثامنة و النصف، من فضلك.
12167,corpus-6-test-corpus-26-train,أجل ، ولكن هذا كثير جدا ، ولقد شبعت بالفعل .,إيه، بصح بزاف و كليت بزاف.
12172,corpus-6-test-corpus-26-train,أريد غسيلاً للفم .,راني حاب غسول للفم.
12173,corpus-6-test-corpus-26-train,أشعر بوعكة .,مانيش نحس بروحي مليح.
12182,corpus-6-test-corpus-26-train,هل تقدمون تخفيضات كبيرة ؟,اذا تديرو تخفيضات عند الشراء بالجملة؟
12193,corpus-6-test-corpus-26-train,طوكيو صفر ثلاثة أربعة مرات تسعة أربعة خمسة ستة سبعة .,طوكيو صفر ثلاثة أربع تسعات أربعة خمسة ستة سبعة.
12240,corpus-6-test-corpus-26-train,فضلا ، ساعدني في العثور على حديقة الحيوان .,تقدر تعاوني باش نصيب حديقة الحيوانات؟
12246,corpus-6-test-corpus-26-train,هلا أخبرتني كيفية تعديلها من فضلك ؟,تقدر تقولي كيفاش نضبطو؟
12247,corpus-6-test-corpus-26-train,متى بالتقريب ستنتهي جولة الحافلة ؟,وقتاش بالتقريب تخلاص الزيارة بالحافلة؟
12254,corpus-6-test-corpus-26-train,أرني كيفية استعمال الهاتف .,تعرف كيفاش نستخدم الهاتف؟
12259,corpus-6-test-corpus-26-train,بالتأكيد . لدينا بعض الماركات الأمريكية الأصلية الجميلة . للكتب .,أكيد. عندنا علامات ديال الكتب أمريكية أصلية جميلة.
12298,corpus-6-test-corpus-26-train,أريد عامل تشغيل يتحدث اليابانية من فضلك .,مشغل مكالمات يتكلم باللغة اليابانية، من فضلك.
12331,corpus-6-test-corpus-26-train,نحن مهتمون بالأزياء .,الموضة تهمنا بزاف.
12333,corpus-6-test-corpus-26-train,هل يمكنك أن تجر سيارتي ؟,تقدر تجرني؟
12345,corpus-6-test-corpus-26-train,أهذه عيادة إف ؟,اذا هاذي هي العيادة أف؟
12364,corpus-6-test-corpus-26-train,مرحبا يا سيدة ياماجوتشي ؟ فريقك على الخط . قبلت دعوتك . استمر من فضلك .,صباح الخير، آنسة ياماغوشي؟ المتحدث ديالك على الخط. تم قبول المكالمة ديالك. تفضلي، من فضلك.
12391,corpus-6-test-corpus-26-test,من أين يسعني شراء تذكرة توصيل بالكوبون ؟,وين نقدر نشري تذكرة الرفع؟
12396,corpus-6-test-corpus-26-train,متى نصل إلى لوس أنجلوس ؟,وقتاش نوصلو للوس أنجلس؟
12403,corpus-6-test-corpus-26-train,سر في نفس الاتجاه حوالي خمس دقائق ثم لف لجهة اليسار .,كمل قبالة لمدة خمسة دقائق و دور على اليسار.
12416,corpus-6-test-corpus-26-train,إنه في هذا الطريق في اتجاه الشاطئ .,من هنا، نحو الشاطئ.
12420,corpus-6-test-corpus-26-train,هذا الشاي العشبي يساعد الجسم على استعادة نشاطه .,هاذ الشاي من الأعشاب يساعد على إعادة الشباب للجسم.
12421,corpus-6-test-corpus-26-train,لم تصنع هذه باليابان ، أليس كذلك ؟,ماشي مصنوعين فاليابان، ياك؟
12443,corpus-6-test-corpus-26-train,حسناً . خذ هذا الاتجاه . من فضلك ، سأوصلك إلى غرفتك .,موافق. من هنا، من فضلك. دوك نرافقك للغرفة ديالك.
12479,corpus-6-test-corpus-26-train,علىّ مغادرة الفندق قبل الظهر .,لازم نغادر الفندق قبل منصف النهار.
12495,corpus-6-test-corpus-26-train,نريد اثنين هامبورجر واثنين قهوة ، من فضلك ، نريد تناولها خارج المحل .,زوج همبرغر وزوج قهوة، من فضلك. نديهم معايا.
12510,corpus-6-test-corpus-26-train,هل يسعني أن استمر في حمل هاتين الحقيبتين ؟,اذا نقدر ندي هاذ الزوج أكياس؟
12527,corpus-6-test-corpus-26-train,لقد طلبت لحما لا سمكا . هل يمكنك تغيير هذا ؟,أنا طلبت اللحم ماشي الحوت. تقدر تبدللي؟
12546,corpus-6-test-corpus-26-train,إن طفلي قد أصابه الإعياء الشديد .,وليدي راهو مهلوك.
12551,corpus-6-test-corpus-26-train,أشعر بالغثيان .,عندي الوجع في كرشي.
12556,corpus-6-test-corpus-26-train,هذا الجاكت ليس مقاسي .,هاذ السترة ماشي من مقاسي.
12557,corpus-6-test-corpus-26-train,أريد لقاء السيد ويليم .,راني حاب نشوف السيد ويليام.
12560,corpus-6-test-corpus-26-train,إن بها تشكيلة من سبعة فيتامينات ومعادن .,فيه مجموعة متنوعة من سبعة فيتامينات و معادن.
12562,corpus-6-test-corpus-26-test,"إن "" السنة "" متقلقلة .",السن راهي تنفك.
12589,corpus-6-test-corpus-26-train,هل سأسترد ما أنفقت عند عودتي إلى اليابان ؟,اذا نتعوض كي نولي لليابان؟
12599,corpus-6-test-corpus-26-train,ما هي مكونات هذا الطبق ؟,من واش يتكون هاذ الطبق؟
12603,corpus-6-test-corpus-26-train,في أي الدول صنعت هذه .,في آما بلاد مصنوع؟
12608,corpus-6-test-corpus-26-train,أيمكنك الانتهاء من ذلك بعد عشر دقائق ؟,تقدر تديرو في عشرة دقائق؟
12611,corpus-6-test-corpus-26-dev,لا أجيد الإنجليزية . هل ثمة من يتحدث اليابانية هنا ؟,أنا ماشي متمكن فاللغة الانجليزية. اذا كاين كاش واحد يهدر اليابانية؟
12615,corpus-6-test-corpus-26-train,من أني يمكنني الحصول على مسكوكة لركوب المترو ؟,وين نقدر نصيب الجوتون تع الميترو؟
12638,corpus-6-test-corpus-26-train,سنبعث لك بالبريد عشرين عينة إضافية .,عشرون عينة إضافية رايحين نبعثوهوملك.
12644,corpus-6-test-corpus-26-train,لا أعتقد أن ذلك يناسبني فجلدي جاف إلى حد ما .,ماشكيتتش ليا علا جال البشرة ديالي جافة.
12650,corpus-6-test-corpus-26-train,أيمكنني الحصول على جدول زمني ، من فضلك ؟,اذا تقدر تعطيني التوقيت، من فضلك؟
12658,corpus-6-test-corpus-26-dev,أجل ، أظن أني سوف أنظر .,إيه، نظن بلي راح نستنا.
12671,corpus-6-test-corpus-26-train,تسعة وتسعون دولاراً في الساعة للطفل ؟,تسعون دولار للساعة للطفل.
12672,corpus-6-test-corpus-26-train,آسف لقد نفذ هذا الصنف لدينا .,أنا نعتذر بصح داو كلش.
12677,corpus-6-test-corpus-26-train,لابد أن تكون هادئة .,لازم يكون هادئ.
12678,corpus-6-test-corpus-26-dev,لدي معداتي الخاصة .,عندي الجهاز ديالي.
12679,corpus-6-test-corpus-26-train,أريد مفتاح الغرفة خمسة صفر ثلاثة ، من فضلك .,مفتاح الغرفة خمسمئة و ثلاثة، من فضلك.
12699,corpus-6-test-corpus-26-test,"متى يجري عرض فيلم "" رجل المحطة الأخيرة "" ؟",وقتاش يجوز ترمينال مان؟
12701,corpus-6-test-corpus-26-train,أين الحلاق ؟,وين جاي الحفاف؟
12708,corpus-6-test-corpus-26-train,في الساعة السابعة ، من فضلك .,على الساعة السبعة، من فضلك.
12712,corpus-6-test-corpus-26-train,لقد أتلفت حقيبتي .,حقيبتي فسدت.
12713,corpus-6-test-corpus-26-train,لمشاهدة المعالم .,سياحة.
12732,corpus-6-test-corpus-26-train,إني من إسبانيا .,أنا إسباني.
12750,corpus-6-test-corpus-26-dev,إن ثمة خطأ ما في بطاقة المفتاح هذه ، أعطني غيره ، من فضلك .,البطاقة تع الغرفة ديالي معلباليش وشبيها. تقدر تعطيني واحدوخرا، من فضلك؟
12755,corpus-6-test-corpus-26-dev,هناك طفح على ذراعي .,عندي احمرارات في ذراعتيا.
12761,corpus-6-test-corpus-26-train,أرجو أن تبعث هذا بالبريد الجوي إلى اليابان .,ابعث هاذا بالطيارة لليابان، من فضلك.
12766,corpus-6-test-corpus-26-test,أين أقرب صيدلية ؟,وين راهي الصيدلية القريبة من هنا؟
12770,corpus-6-test-corpus-26-dev,مزيد من النبيذ ، من فضلك .,نبيذ آخر، من فضلك.
12773,corpus-6-test-corpus-26-train,إن الناس ودودون جداً .,الناس بزاف طيبين.
12776,corpus-6-test-corpus-26-test,كم عدد المشروبات التي يغطيها السعر ؟,شحال من مشروبات داخلين فالسعر؟
12777,corpus-6-test-corpus-26-test,لقد تمكنت ن تحقيق ذلك .,درتها.
12782,corpus-6-test-corpus-26-train,أين بوابة ركوب الطائرة بالنسبة لهذه الرحلة ؟,وين راهي باب الصعود للطيارة لهاذ الرحلة؟
12790,corpus-6-test-corpus-26-test,"في حالة إمكان ذلك , احجز منضدة بالقرب من النافذة من فضلك .",اذا كاين طاولة فارغة، تقدر تحجزلنا مكان قريب من الطاقة؟
12805,corpus-6-test-corpus-26-dev,هل أعلن بالفعل عن وجوب الصعود إلى الطائرة ؟,اذا الإعلان للصعود جاز؟
12810,corpus-6-test-corpus-26-train,إننا على ارتفاع اثني عشر ألف قدم .,رانا على ارتفاع اثناعشر ألف قدم.
