id,split,MSA,EGY,EGY Translation
10994,corpus-6-test-corpus-26-dev,هل يمكن أن تقول ذلك ثانية ؟,ممكن تقوله تاني؟,Yes
10997,corpus-6-test-corpus-26-train,أريد أن أعرج على برج لندن .,عايز نحود لبرج لندن .,我想 leave London.
11019,corpus-6-test-corpus-26-train,من فضلكم . اربطوا الأحزمة .,الرجاء ربط أحزمة الامان .,They owe us a few ways to raise their faith
11027,corpus-6-test-corpus-26-test,كود المنطقة هو ثلاثة . ورقم الهاتف هو اثنان ثلاثة أربعة ثلاثة أربعة صفر صفر .,كود المنطقة تلاته . رقم التليفون اتنين تلاته اربعة تلاته اربعه صفرين .,Ụm sɛ a sɛ a sɛ a 
11030,corpus-6-test-corpus-26-test,عفواً . هل يوجد أي جسر بالقرب من هنا ؟,لا مؤاخذة، فيه اى جسر قريب من هنا؟,هناك أي رجل موجود في هنا ؟
11041,corpus-6-test-corpus-26-dev,"معذرة , أريد استخدام غرفة الراحة .",لا مؤاخذة، عايز استعمل التواليت .,Please explain why I want to use a room.
11046,corpus-6-test-corpus-26-train,إنها مشغولة .,ديه مشغوله .,They are busy.
11047,corpus-6-test-corpus-26-test,ملابسه دائماً موضة قديمة .,هدومة مالهاش علاقة بالموضه .,They are always a fashion.
11054,corpus-6-test-corpus-26-train,هل لديكم طعام بحري ؟,عندكم سي فود؟,هل لديكم طعام بحري؟
11057,corpus-6-test-corpus-26-train,هذا مكلف نوعا ما .,ده غالي جدا .,هذا يعتبر نوعا ما.
11058,corpus-6-test-corpus-26-train,أود ذلك ، لكنني أخشى ألا أستطيع هذه المرة .,انا نفسي، بس للأسف ما اقدرش اعمله في الوقت ده .,"أنا لست بحاجة لذلك, لكن أنا لست "
11064,corpus-6-test-corpus-26-train,حسنا ، لا أعلم بعد لكنني سوف أحاول بالتأكيد .,بص، انا لسه مش عارف، بس أكيد حأحاول .,"حسنا, لا أعلم بعد لكنني سوف أحاول بالتأكيد"
11069,corpus-6-test-corpus-26-dev,الملح من فضلك .,ملح، من فضلك .,ملح يفضلك.
11082,corpus-6-test-corpus-26-train,من فضلك استعمل غرفة القياس هناك .,لو سمحت أدخل أوضة القياس هناك .,Please use a room for a staircase.
11100,corpus-6-test-corpus-26-train,تسعون دولاراً لتذكرة الذهاب . نقداً أم بالبطاقة ؟,تسعين دولار لتذكرة ذهاب بس . كاش ولا كارت؟,تكلفة spending a few dollars to remember.
11109,corpus-6-test-corpus-26-dev,هل يمكن أن تخلي المنضدة لي ، من فضلك .,ممكن تنظفلي الترابيزه، إذا سمحت؟,Yes
11123,corpus-6-test-corpus-26-train,كيف يربي الآباء اليابانيون أولادهم ؟ هل هم صارمون مع أطفالهم ؟,ازاي الاب و الام اليابانيين بيربو عيالهم؟ بيكون ناشفين معاهم؟,كيف يربي الآباء اليابانيون أولادهم؟ هل هم صارمون
11126,corpus-6-test-corpus-26-train,هل يمكن أن تخبرني عن ساعات العمل ؟,ممكن تقولي ايه ساعات العمل؟,Yes
11131,corpus-6-test-corpus-26-dev,من فضلك لفها كل على حدة .,من فضلك لف كل حاجه لوحدها .,Please wrap the entire entity.
11161,corpus-6-test-corpus-26-train,معدتي ثقيلة .,حاسس ان معدتي تقيلة .,هذه الطريقة يمكن أن تكون على مدار الساعة.
11171,corpus-6-test-corpus-26-dev,يبدو هذا جيدا ، أين يمكن أن ننتظرك ؟,ده كلام كويس . حنستناك فين؟,"يبدو هذا جيدا ، يبدو هذا جيدا, "
11174,corpus-6-test-corpus-26-train,هل يمكن أن نبدأ اللعب عندما ينتهون ؟,ممكن نبدأ نلعب لما يخلصو؟,Yes
11190,corpus-6-test-corpus-26-train,تعداد سكان اليابان حوالي مائة وعشرينا مليونا .,عدد سكان اليابان حوالي ميه و عشرين مليون .,عدد السكان اليابان حوالي مائة وعشرين مليونا.
11197,corpus-6-test-corpus-26-train,املأ البنود الآتية في بطاقة التسجيل .,املا البيانات ديه في بطاقة التسجيل .,املأ البنود الآتية في بطاقة التسجيل.
11199,corpus-6-test-corpus-26-train,هل يمكن أن أستعيد متعلقات ؟,ممكن استرد حاجتي؟,Yes
11240,corpus-6-test-corpus-26-train,هل لديكم أوشحة حريرية ؟ إنني أبحث عن هدية لزوجتي .,عندك سكارفات حرير؟ بأدور على هديه أقدمها لمراتي.,Yes
11246,corpus-6-test-corpus-26-train,سوف نحضرها الآن . ما هو رقم غرفتك ؟,حنجيبه دلوقتي . ايه رقم أوضتك؟,رقم غرفتك
11264,corpus-6-test-corpus-26-test,السيد كوباياشي كان يبحث عنك .,مستر كوبايشي كان بيدور عليك .,سيد كوباياشي يبحث عنك.
11267,corpus-6-test-corpus-26-train,أريد السفر من شنغهاي إلى هاواي بالباخرة .,عايز اسافر من شانغهاي لو هاواي بالمركب .,They want to travel from Turkey to Ethiopia.
11278,corpus-6-test-corpus-26-test,هل يمكن أن ترسل أحدا ؟,ممكن تبعت واحد؟,Yes
11282,corpus-6-test-corpus-26-train,هل تستطيع تجهيزه بحلول الخامسة من مساء الغد ؟,ممكن تجهزهالي على بكرة الساعة خمسه العصر؟,Yes
11302,corpus-6-test-corpus-26-train,إنها تستغرق عشر دقائق سيراً على الأقدام .,تاخد عشر دقايق مشي .,They reached a few minutes to a few minutes.
11316,corpus-6-test-corpus-26-train,قبل أن ننهي العمل ، هلا أعطيتني بضعة دقائق ؟,قبل ما اليوم ما يخلص، ممكن تديني من وقتك كم دقيقة؟,يمكن أن يساعدتني بضعة دقائق؟
11325,corpus-6-test-corpus-26-dev,أين يمكن أن أوقف سيارتي ؟,فين أقدر أركن عربيتي ؟,Where could I stop a car?
11336,corpus-6-test-corpus-26-dev,اشعر ببرودة وتؤلمني معدتي جداً .,حاسس اني بردان و معدتي واجعاني جامد .,أنا لست على وعي بأن أنا لست على وعي بأ
11342,corpus-6-test-corpus-26-train,ويسكي وماء ، من فضلك . هل لديكم وجبة خفيفة معه ؟,سكوتش و ميه، من فضلك . و عندك أى اكلة خفيفة؟,"يُنَجَدَ ماءً, مما يُ"
11343,corpus-6-test-corpus-26-train,كيف يمكنني أن أطفأ الضوء ؟,ازاي اقدر أطفي النور ده؟,كيف يمكنني أن أطفأ الضوء؟
11360,corpus-6-test-corpus-26-train,هل هو مشغول جدا اليوم ؟,هو مشغول جدا النهاردة؟,هل هو مشغول جدا اليوم؟
11374,corpus-6-test-corpus-26-train,أريد بعض الخيط .,عايز خيط .,ريد بعض الخيط.
11375,corpus-6-test-corpus-26-train,"اعطني شهادة طبية , من فضلك .",اديني شهاده طبية، من فضلك .,Please give me a doctor.
11378,corpus-6-test-corpus-26-train,أود تقصيره ببوصة واحدة من هذه المنطقة .,عايز أخليه إينش أقصر هنا.,They could climb a few feet from this area.
11392,corpus-6-test-corpus-26-train,لا أشعر أنني على ما يرام . من فضلك اعطني بعض الدواء .,مش حاسس اني كويس . من فضلك اديني دوا .,أنا لا أشعر أنني على ما يرام. فضلك 
11403,corpus-6-test-corpus-26-train,"هل يمكن أن أختر جريدة يابانية , من فضلك ؟",ممكن جرنان ياباني، من فضلك؟,Yes
11404,corpus-6-test-corpus-26-train,حسنا . هل يمكن أن أترك السيارة في أي مكان ؟ ما هي رسوم ركن السيارة ؟,اوكي . ينفع أسيب العربية في أى مكان؟ و تكلفه ده كام؟,حسنا. ليس يمكن أن يترك السيارة في أي 
11412,corpus-6-test-corpus-26-train,أي حافلة تذهب إلى وسط المدينة ؟,اى اوتوبيس يوديني نص البلد؟,حافلة يذهب إلى وسط المدينة؟
11420,corpus-6-test-corpus-26-train,هل يوجد أي قطار سريع إلى بوسطن ؟,فيه اكسبريس لبوسطون؟,Yes
11435,corpus-6-test-corpus-26-train,من فضلك كن صديقي بالمراسلة .,من فضلك خليط صديق المراسله بتاعي .,فضلك كون صديقًا على فيسبوك.
11438,corpus-6-test-corpus-26-dev,سأقيم مع صديق .,انا حأقعد عند واحد صاحبي .,أنا سأقيم مع صديق.
11442,corpus-6-test-corpus-26-train,"أنا متأثر للغاية , لا أستطيع البقاء ساكنا .",انا متحمس جدا، مش قادر اقعد ساكت .,"أنا متأثر للغاية, لا أستطيع البقاء ساكنا "
11449,corpus-6-test-corpus-26-train,هل يمكن أن أنزل عند فندق هيلتون ؟,ممكن أنزل عند فندق هيلتون؟,Yes
11450,corpus-6-test-corpus-26-train,أريدك تنزعه .,عايزك انت تشيله.,يمكنك إخراجه.
11457,corpus-6-test-corpus-26-train,اتجه يساراً في هذا الشارع ثم انعطف عند أول منعطف يمين .,احود شمال الشارع ده و خد اول يمين .,يُعد يساراً في هذا الشارع ثم انعطف 
11462,corpus-6-test-corpus-26-train,أريد أن أعرف إذا كان يمكن شحن مجموعة الأطباق هذه إلى طوكيو .,عايز أعرف لو ممكن مجموعة الاطباق ديه تتشحن لطوكيو.,我想 أن أعرف إذا كان يمكن شحن مجموعة الأطباق 
11467,corpus-6-test-corpus-26-train,أود بعضاً من القوة الجسدية .,عايز بودرة تلك.,They owe a lot of their abilities.
11478,corpus-6-test-corpus-26-train,ألا يوجد طعام متبل وليس حارا جدا ؟,فيه عندك اكل مش حراق او مشطشط؟,ليس طعام متبل وليس حارا جدا؟
11479,corpus-6-test-corpus-26-train,هل هو قريب لنصل إليه سيراً .,هو قريب شويه نقدر نمشي له؟,Yes
11491,corpus-6-test-corpus-26-dev,أريد بعض الكريم للأيدي .,عايزه كريم ايد .,لدي كريم كريم للأيدي.
11493,corpus-6-test-corpus-26-train,هل يمكن أن تمرر لي الملح ؟,ممكن تناولني الملح؟,Yes
11500,corpus-6-test-corpus-26-train,أريد الذهاب إلى وول ستريت . كيف أصل إلى هناك ؟,عايز اروح لول ستريت . أزاي أوصل هناك؟,They want to go to a summit. How did you go to a
11541,corpus-6-test-corpus-26-train,الكثير جداً من التمارين يضر بك .,تمارين كتيره جدا حتأذيك .,كثيرًا من التمارين يضر بك.
11544,corpus-6-test-corpus-26-train,بما في ذلك الإفطار ، والضريبة ، ورسم الخدمة ، سيكون الحساب خمسة أربعون دولارا للشخص الواحد في الليلة .,شامل الفطار، الضريبة، و رسوم الخدمة . حيكون خمسه و اربعين دولار للبني ادم الواحد في الليله .,"بما في ذلك الإفطار, والضريبة, ورسم الخدمة"
11550,corpus-6-test-corpus-26-train,هل تستطيع تصليح هذا ؟,تقدر تصلح ده؟,Yes
11574,corpus-6-test-corpus-26-train,مساء الخير . أهلا .,مساء الخير . أزيك .,Awesome.
11576,corpus-6-test-corpus-26-train,لا أستطيع العثور على أمتعتك .,مش لاقي شنطك .,They can find a good place.
11595,corpus-6-test-corpus-26-train,سر مباشرة ، من فضلك .,أمشي علطول، من فضلك .,They are very busy.
11600,corpus-6-test-corpus-26-train,هل من المأمون شرب الماء الذي هنا ؟,الميه هنا ينفع تنشرب؟,Yes
11622,corpus-6-test-corpus-26-train,أهه ، هيا . دولارين فقط .,اهاه، ياللا . دولارين بس .,هذه هيا. دولارين ليسوا.
11626,corpus-6-test-corpus-26-train,هلا بدلت هذا الفستان بآخر من مقاس أوسع ؟,ممكن لو تكرمت تغيرلي الفستان ده بواحد مقاس أكبر؟,Why did this dress be a very successful?
11631,corpus-6-test-corpus-26-train,حسنا ، هيا نذهب . أستطيع مساعدتك في واجبك المنزلي بعد أن نتناول بعض البيتزا .,حاضر، يالا بينا . انا اقدر اساعدك في حل الواجب بتاعتك بعد ما ناكل بيتزا .,"حسنا, حسنا, أنت بحاجة لمساعدتك"
11633,corpus-6-test-corpus-26-train,نعم ، يا سيد تاناكا هناك رسالتان لك .,ايوه، مستر . تاناكا . فيه رسالتين ليك .,ليس هناك رسالة لدينا.
11643,corpus-6-test-corpus-26-train,إنه لا يلائمني .,مش على مقاسي .,ليس لديه أحد أنواع أخرى.
11646,corpus-6-test-corpus-26-train,الغد يوم آخر .,بكره يوم تاني.,ليلة آخر.
11663,corpus-6-test-corpus-26-train,ربما أستطيع مساعدتك . هل تحتاج إلى فيتامين سي ؟,يمكن اقدر اساعدك . عايز فيتامين سي؟,Maybe you need a magnesium magnesium.
11689,corpus-6-test-corpus-26-train,إن محفظتي نشلت في القطار .,محفظتي اتنشلت في القطر .,They went to the airport.
11704,corpus-6-test-corpus-26-train,إنه بعيد جداً . يحسن بك أن تأخذ سيارة أجرة .,ده بعيد قوي . الاحسن اخد تاكسي .,يحسن بك أن تأخذ سيارة أجرة.
11708,corpus-6-test-corpus-26-train,أريد مقعداً يطل على الممر ، من فضلك .,عايظ كرسي جنب الممر، من فضلك .,我想 a few places to leave the mountains.
11709,corpus-6-test-corpus-26-train,أعيش في شقة إيجارها ثمانون ألف ين في الشهر .,انا عايش في شقة ايجارها الشهري تمانين الف ين .,They live in a row of a thousand pounds in the month 
11714,corpus-6-test-corpus-26-train,هل لي أن أقاطعكم ؟,ممكن اقطع كلامكم؟,Yes
11720,corpus-6-test-corpus-26-dev,أعرض علىّ مقاساً أكبر .,وريني حاجه أوسع .,They presented a great summit.
11734,corpus-6-test-corpus-26-train,معذرة . هل تمانع في أن تبادل المقاعد معي ؟,لو سمحت. ممكن نبدل الكراسي؟,Yes
11746,corpus-6-test-corpus-26-train,نعم ، بالطبع .,آه، طبعا.,أنا لست حقاً.
11751,corpus-6-test-corpus-26-train,اذهب إلى الناحية وانعطف يساراً عند إشارة المرور .,انزل عند الناصية وادخل شمال عند إشارة المرور.,يذهب إلى منطقة ثم يُعد على إشارة
11754,corpus-6-test-corpus-26-dev,هل تفضل ماسكات للشعر أصغر أم أكبر ؟,عايز بكرات صغيرة ولا كبيرة؟,يفضل ماسكات للشعر أصغر
11767,corpus-6-test-corpus-26-test,أريد غرفة مفردة بحمام لقاء ثمانين دولارا ، من فضلك .,عايز أوضة سنجل بحمام بتمانين دولار، من فضلك.,我想 غرفة asymmetrical with a few dollars.
11800,corpus-6-test-corpus-26-train,أريد إيداع مقتنياتي الثمينة في خزينة الفندق .,عايز أحط حاجتي القيمة في خزنة الأوتيل.,They want to forget the stomach in the hotel.
11817,corpus-6-test-corpus-26-dev,هل لديكم غرفة متاحة الليلة ؟,عندك أوضة متاحة الليلة دي؟,Yes
11821,corpus-6-test-corpus-26-train,نعم ، ولكن تأكد أن تذكرتك معك .,آه، بس إتأكد إن تذكرتك معاك.,"أنا لست صادقًا, لكن أنا لست صادقً"
11862,corpus-6-test-corpus-26-train,لن ينضم للجولة الاختيارية إلا القليل من الناس .,ناس قليلين اللي هايكونوا في الجولة الاختياري.,They don't leave a place to be a priority.
11872,corpus-6-test-corpus-26-train,لا تهتم . على أي حال ، خذني من فضلك إلى مركز الحي الصيني . سأحاول أن أجده بنفسي .,ولا يهمك. عموما، وصلني جوة الحي الصيني. أنا هحاول أكتشف مع نفسي.,Please be able to get a buddy to a nearby temple.
11879,corpus-6-test-corpus-26-train,تشغل أشخاصاً جدد في أبريل .,الناس الجديدة بتتعين في ابريل.,يشغل الأشخاص على مدار July.
11880,corpus-6-test-corpus-26-train,أرجو ذلك .,أتمنى.,Please leave it.
11885,corpus-6-test-corpus-26-train,"اثنان ويسكي مع الماء , من فضلك .",إتنين سكوتش ومية، من فضلك.,"يُنَجَ يَنَجَ, أنت "
11901,corpus-6-test-corpus-26-train,من الذي يعزف ؟,مين بيلعب؟,أحد أفراد عائلة ؟
11913,corpus-6-test-corpus-26-dev,هل يمكن أن تتصلوا بي إن عثرتم على حقيبتي ؟,ممكن تكلمني لو لقيت شنطتي؟,Yes
11916,corpus-6-test-corpus-26-train,إلى اليسار ، من فضلك .,شمال، لو سمحت.,"اليمن, a good candidate."
11932,corpus-6-test-corpus-26-test,هلا وقفت معي لالتقاط صورة ؟,ممكن تقف معايا ناخد صورة؟,أنا أوقفت معي لالتقاط صورة ؟
11938,corpus-6-test-corpus-26-dev,لا . هل تحب الإبلاغ عنه ؟,لأ. عايز تبلغ؟,Yes
11949,corpus-6-test-corpus-26-train,هذه السن في المقدمة تؤلمني .,السنة اللي قدام دي بتوجعني.,هذه السن يؤلمني.
11959,corpus-6-test-corpus-26-train,ما هي أحدث ألعاب الكمبيوتر لفتى سنه خمسة عشر عاما ؟,ايه أحدث لعبة كمبيوتر تناسب عمر خمستاشر سنة؟,أربعة
11972,corpus-6-test-corpus-26-train,سنراك في الغد .,هانشوفك بكره.,They are going to be able to walk in the woods.
11973,corpus-6-test-corpus-26-test,هل يوجد مطعم أرخص قريب من هنا ؟,هو في مطعم ارخص من كده قريب من هنا؟,Yes
11975,corpus-6-test-corpus-26-train,لا ، ولكن شكراً لك . إنني أشعر بتحسن .,لأ، بس شكرا. أنا أحسن.,أنا أشعر بالحسن.
11976,corpus-6-test-corpus-26-train,هل لديكم أي خبز ؟,عندك عيش؟,هل لديكم أي لحم؟
11977,corpus-6-test-corpus-26-train,ما هو مستوى مهارتك في عزف الكمان ؟,مستواك ايه في الكمانجة؟,70%
11990,corpus-6-test-corpus-26-train,لقد انزلقت قدما صديقي وسقط في الحمام .,صاحبي اتزحلق وقع في الحمام.,لقد انزلقت صديقي على الحمام.
11991,corpus-6-test-corpus-26-train,أريد مطفأة سجائر .,ممكن طفاية سجاير؟,They want to a shelter.
11997,corpus-6-test-corpus-26-train,حظرت المسيحية وأغلقت البلاد بالنسبة لبقية العالم .,المسيحية كانت ممنوعة والبلد كانت منغزلة عن بقيتة العالم.,They celebrate the Hebrews and entered the world.
12005,corpus-6-test-corpus-26-train,ما الكمية التي تريدها ؟,عايز اد إيه؟,هذه الطريقة التي تريد فعلها؟
12012,corpus-6-test-corpus-26-train,خلطة جمبري لها ، وكذلك لي .,كوكتيل الجمبري ليها وواحد ليا.,They believe that they are a very dangerous weapon.
12033,corpus-6-test-corpus-26-train,هلاّ جعلت توقيعك هنا والحروف الأولى من اسمك هنا .,ممكن أخليك توقع هنا؟ و لو سمحت أول حرف من اسمك هنا.,"Okay, i would be a mistake for you."
12035,corpus-6-test-corpus-26-train,لقد أثلج صدري زيارة مقاركم الرئيسية وكذا ما جرى بيننا من مناقشات مهمة . شكراً جزيلاً على ما أبديتموه من تعاون .,من دواعي سروري اني أزور مكاتب الإدارة و اشترك في نقاش مهم معاك. اشكرك جدا لتعاونك.,لقد أثلج صدري زيارة مقارنكم الرئيسية وكذا ما جرى
12054,corpus-6-test-corpus-26-train,إن غطيطك مزعج .,شخيرك مزعج.,يُعد غطيطك مزعج.
12056,corpus-6-test-corpus-26-train,إن لونها لا يروقني على الإطلاق . هلي يمكنني إرجاعها ؟,انا مش عاجبني اللون برده. ممكن أرجعه؟,Why does you forget a few days?
12057,corpus-6-test-corpus-26-dev,اخرج من ذلك الباب ، وانتظر عند المحطة رقم ستة .,أخرج من الباب اللي هناك، واستنى عند موقف رقم ستة.,"يخرج من هذا الباب, ثم ينتظر عند المحطة"
12060,corpus-6-test-corpus-26-dev,دجاج محمر ، من فضلك .,فرخة مشوية، من فضلك.,يُفضلك!
12069,corpus-6-test-corpus-26-train,هل لي في بعض الفلفل ؟,ممكن آخد شوية فلفل اسود؟,Yes
12074,corpus-6-test-corpus-26-test,أجل أريد شيئاً أقرؤه .,آه، عايز حاجة اقراها.,يريد شيئاً أقرؤه.
12101,corpus-6-test-corpus-26-train,أنا السيد تكاهاشي بالغرفة رقم خمسة تسعة وأربعين . من فضلك أرسل أربع زجاجات من بيرة بودفايزر .,أنا أستاذ تاكاهاشي ف غرفة خمسة تسعة واربعين. ممكن تبعتلي اربع ازايز بيرة بادوايزر، لوسمحت؟,أنا السيد تكاهاشي بالغرفة رقم خمسة وتسعة وأربع
12131,corpus-6-test-corpus-26-train,هذه سبعون دولار .,دول سبعين دولار.,هذه سبع دولار.
12140,corpus-6-test-corpus-26-train,من فضلك اتصل بي في الفندق عندما تجد حقائبي .,من فضلك كلمني في الفندق لما تلاقي شنطي.,Please go to the hotel when you find a wallet.
12150,corpus-6-test-corpus-26-train,أريد مكالمة لإيقاظي في الثامنة والصف صباح غد ، من فضلك .,أنا عايز مكالمة تصحيني بكرة الصبح على تمانية ونص، من فضلك.,Please call a call for a few hours tomorrow.
12167,corpus-6-test-corpus-26-train,أجل ، ولكن هذا كثير جدا ، ولقد شبعت بالفعل .,آه، بس ده كتير وانا أساسا شبعان.,"However, it was very very very very, and it was"
12172,corpus-6-test-corpus-26-train,أريد غسيلاً للفم .,أنا عايز غسول للبؤ.,أنا ريد غسيلاً للفم.
12173,corpus-6-test-corpus-26-train,أشعر بوعكة .,انا مش حاسس إني كويس.,أنا يشعر بوعكة.
12182,corpus-6-test-corpus-26-train,هل تقدمون تخفيضات كبيرة ؟,هل انت بتدي خصومات كبيرة؟,هل تقدمون بعض خسارة كبيرة؟
12193,corpus-6-test-corpus-26-train,طوكيو صفر ثلاثة أربعة مرات تسعة أربعة خمسة ستة سبعة .,طوكيو زيرو تلاتة أربع تسعات أربعة خمسة ستة سبعة.,صفر ثلاثة مرات أربعة خمسة ستة سبعة
12240,corpus-6-test-corpus-26-train,فضلا ، ساعدني في العثور على حديقة الحيوان .,ممكن تساعدني ألاقي حديقة الحيوان؟,"فضلا, ساعدني في بحث عن a wildlife."
12246,corpus-6-test-corpus-26-train,هلا أخبرتني كيفية تعديلها من فضلك ؟,هتقولي أظبطه إزاي؟,أنا أخبرتني كيفية تعديلها من فضلك؟
12247,corpus-6-test-corpus-26-train,متى بالتقريب ستنتهي جولة الحافلة ؟,لفة الباص تخلص ع الساعة كام؟,1415
12254,corpus-6-test-corpus-26-train,أرني كيفية استعمال الهاتف .,هو انت تعرف إزاي نستخدم التليفون؟,Please use the phone.
12259,corpus-6-test-corpus-26-train,بالتأكيد . لدينا بعض الماركات الأمريكية الأصلية الجميلة . للكتب .,أكيد. عندنا فواصل للكتب من نوع أمريكي أصلي جميلة أوي.,"However, there are many organizations in the United States."
12298,corpus-6-test-corpus-26-train,أريد عامل تشغيل يتحدث اليابانية من فضلك .,مشغل مكالمات بيتكلم يباني، من فضلك.,我想 a backup would be a good deal for you.
12331,corpus-6-test-corpus-26-train,نحن مهتمون بالأزياء .,احنا بنحب مجال الفاشون., نحن مهتمون بالأزياء.
12333,corpus-6-test-corpus-26-train,هل يمكنك أن تجر سيارتي ؟,ممكن تسحب معايا؟,هل يمكنك أن تجري السيارة؟
12345,corpus-6-test-corpus-26-train,أهذه عيادة إف ؟,دي عيادة إف؟,ايه ؟
12364,corpus-6-test-corpus-26-train,مرحبا يا سيدة ياماجوتشي ؟ فريقك على الخط . قبلت دعوتك . استمر من فضلك .,أهلا، أستاذ ياماجوتشي؟ الطرف التاني ع الخط. اتصال حضرتك اتقبل. اتفضلي، لو سمحتي.,Bonjour يا سيدة ياماجوتشي? فريقك على الخط.
12391,corpus-6-test-corpus-26-test,من أين يسعني شراء تذكرة توصيل بالكوبون ؟,أشتري منين تذكرة تزلج الجبل؟,Where do you buy a souvenir?
12396,corpus-6-test-corpus-26-train,متى نصل إلى لوس أنجلوس ؟,هانوصل لوس انجلوس الساعة كام؟,1854
12403,corpus-6-test-corpus-26-train,سر في نفس الاتجاه حوالي خمس دقائق ثم لف لجهة اليسار .,أمشي على طول حوالي خمسة دقايق، وادخل شمال.,يُعد على وضعية على نحو خمسة دقائق 
12416,corpus-6-test-corpus-26-train,إنه في هذا الطريق في اتجاه الشاطئ .,هو ده الطريق اللي بيودي للبحر.,They are in this way in the eastern corner of the coast.
12420,corpus-6-test-corpus-26-train,هذا الشاي العشبي يساعد الجسم على استعادة نشاطه .,شاي الأعشاب ده بيساعد الجسم يستعيد حيويته.,هذا الشاي العشبي يساعد جسمك على استعادة نشاطه 
12421,corpus-6-test-corpus-26-train,لم تصنع هذه باليابان ، أليس كذلك ؟,الحاجات دي مش مصنوعة في اليابان، مش كدة؟,ليس ذلك؟
12443,corpus-6-test-corpus-26-train,حسناً . خذ هذا الاتجاه . من فضلك ، سأوصلك إلى غرفتك .,تمام. من هنا لو سمحت. هاوريك أوضتك فين.,حسناً.
12479,corpus-6-test-corpus-26-train,علىّ مغادرة الفندق قبل الظهر .,لازم أسيب الأوتيل قبل الضهر.,They went to the hotel before the arrival.
12495,corpus-6-test-corpus-26-train,نريد اثنين هامبورجر واثنين قهوة ، من فضلك ، نريد تناولها خارج المحل .,اتنين هامبورجر واتنين قهوة، لو سمحت. عايزهم تيك اواي.,"يفضل ثلاثة هامبورجر وثلاثة قهوة, فضل"
12510,corpus-6-test-corpus-26-train,هل يسعني أن استمر في حمل هاتين الحقيبتين ؟,ممكن آخد الشنتطتين دول معايا؟,Yes
12527,corpus-6-test-corpus-26-train,لقد طلبت لحما لا سمكا . هل يمكنك تغيير هذا ؟,أنا طلبت لحمة، مش سمك. ممكن تغيرلي ده؟,لقد طلبت لحما لا سمكا. يمكنك تغيير هذا 
12546,corpus-6-test-corpus-26-train,إن طفلي قد أصابه الإعياء الشديد .,ابني محطم تماما.,طفلك قد أصيب الإعياء الشديد.
12551,corpus-6-test-corpus-26-train,أشعر بالغثيان .,عايز أرجع.,أنا لست بالغثيان.
12556,corpus-6-test-corpus-26-train,هذا الجاكت ليس مقاسي .,الجاكيت ده مش مقاسي.,هذا الجاكت ليس مقاسي.
12557,corpus-6-test-corpus-26-train,أريد لقاء السيد ويليم .,عايز أقابل استاذ ويليام.,我想 يحدث سيد ويليم.
12560,corpus-6-test-corpus-26-train,إن بها تشكيلة من سبعة فيتامينات ومعادن .,فيه مجموعة من سبع فيتامينات ومعادن.,هناك تشكيلة من سبعة فيتامينات ومعادن.
12562,corpus-6-test-corpus-26-test,"إن "" السنة "" متقلقلة .",السنة ملخلخة.,"""""""السنة "" يُعدّل."
12589,corpus-6-test-corpus-26-train,هل سأسترد ما أنفقت عند عودتي إلى اليابان ؟,ممكن أسترجع فلوسي لما أرجع اليابان؟,Yes
12599,corpus-6-test-corpus-26-train,ما هي مكونات هذا الطبق ؟,الطبق ده معمول من ايه؟,البروتين
12603,corpus-6-test-corpus-26-train,في أي الدول صنعت هذه .,ده صنع فين؟,UAE
12608,corpus-6-test-corpus-26-train,أيمكنك الانتهاء من ذلك بعد عشر دقائق ؟,تقدر تخلصه في عشر دقايق؟,أنت بحاجة إلى عشر دقائق?
12611,corpus-6-test-corpus-26-dev,لا أجيد الإنجليزية . هل ثمة من يتحدث اليابانية هنا ؟,أنا مش كويس في الانجليزي. مفيش أي حد بيتكلم ياباني هنا؟,Yes
12615,corpus-6-test-corpus-26-train,من أني يمكنني الحصول على مسكوكة لركوب المترو ؟,أجيب عملة المترو منين؟,كيف يمكنني استخدام مسكوكة لصنع قطعة معدن
12638,corpus-6-test-corpus-26-train,سنبعث لك بالبريد عشرين عينة إضافية .,عشرين نموذج إضافيين هايتبعتولك بالبريد.,Please send you a few letters.
12644,corpus-6-test-corpus-26-train,لا أعتقد أن ذلك يناسبني فجلدي جاف إلى حد ما .,ماعتقدش إن ده ليا عشان أنا بشرتي جافة.,أنا لا أعتقد أن ذلك يناسبني فجلدي جاف إلى
12650,corpus-6-test-corpus-26-train,أيمكنني الحصول على جدول زمني ، من فضلك ؟,مكن آخد جدول مواعيد، لو سمحت؟,كيف يمكنك حصول على a vacation?
12658,corpus-6-test-corpus-26-dev,أجل ، أظن أني سوف أنظر .,آه، أعتقد إني هاستنى.,أنا لست بحاجة إلى رأيك.
12671,corpus-6-test-corpus-26-train,تسعة وتسعون دولاراً في الساعة للطفل ؟,تسعة وتسعين دولار الساعة للطفل.,أربعة
12672,corpus-6-test-corpus-26-train,آسف لقد نفذ هذا الصنف لدينا .,أنا آسف. بعناه.,Ethiopia says this sentence is a very important sentence.
12677,corpus-6-test-corpus-26-train,لابد أن تكون هادئة .,لازم يكون هادي.,يمكن أن تكون هادئة.
12678,corpus-6-test-corpus-26-dev,لدي معداتي الخاصة .,أنا معايا أدواتي.,لدي معدات خاصة.
